Gene,HCs_spec,Macula.SCs_spec,Crista.SCs_spec
cxl34b.11_si:ch211-241e1.3,1,1,1
cxl34b.11_wls,1,1,1
cxl34b.11_zgc:171775,1,1,1
aqp3a_tp63,1,1,1
aqp3a_ca6,1,1,1
aqp3a_epgn,1,1,1
aqp3a_col4a5,1,1,1
aqp3a_zgc:101810,1,1,1
aqp3a_zgc:86896,1,1,1
aqp3a_ecrg4b,1,1,1
aqp3a_mmp30,1,1,1
aqp3a_itgb4,1,1,1
aqp3a_thy1,1,1,1
aqp3a_si:dkey-102c8.3,1,1,1
aqp3a_ptgs2a,1,1,1
aqp3a_zgc:158343,1,1,1
aqp3a_fat2,1,1,1
aqp3a_itga6b,1,1,1
alpi.1_aqp3a,1,1,1
aqp3a_cldn1,1,1,1
aqp3a_si:ch1073-406l10.2,1,1,1
aqp3a_ptgdsb.1,1,1,1
abi3b_aqp3a,1,1,1
aqp3a_chl1a,1,1,1
aqp3a_tmc6b,1,1,1
aqp3a_pak2a,1,0.999365079,0.999365079
aqp3a_si:ch211-241e1.3,1,1,1
aqp3a_wls,1,1,1
aqp3a_zgc:171775,1,1,1
ca6_tp63,0.991803279,1,0.991803279
epgn_tp63,1,1,1
col4a5_tp63,0.991304348,0.991304348,1
tp63_zgc:101810,1,1,1
tp63_zgc:86896,1,0.999365079,0.999365079
ecrg4b_tp63,1,0.999365079,0.999365079
mmp30_tp63,0.991304348,0.991304348,0.999365079
itgb4_tp63,1,1,1
thy1_tp63,1,1,1
si:dkey-102c8.3_tp63,1,1,1
ptgs2a_tp63,1,1,1
tp63_zgc:158343,1,1,1
fat2_tp63,1,1,1
itga6b_tp63,1,1,1
alpi.1_tp63,1,1,1
cldn1_tp63,1,1,1
si:ch1073-406l10.2_tp63,1,1,1
ptgdsb.1_tp63,1,1,1
abi3b_tp63,1,1,1
chl1a_tp63,0.991304348,0.991304348,1
tmc6b_tp63,1,1,1
pak2a_tp63,1,0.999365079,0.999365079
si:ch211-241e1.3_tp63,1,1,1
tp63_wls,1,1,1
tp63_zgc:171775,1,0.996190476,0.996190476
ca6_epgn,1,1,1
ca6_col4a5,0.950819672,1,0.950819672
ca6_zgc:101810,1,1,1
ca6_zgc:86896,1,1,1
ca6_ecrg4b,1,1,1
ca6_mmp30,1,1,1
ca6_itgb4,0.950819672,1,0.950819672
ca6_thy1,1,1,1
ca6_si:dkey-102c8.3,1,1,1
ca6_ptgs2a,1,1,1
ca6_zgc:158343,0.959016393,1,0.959016393
ca6_fat2,1,1,1
ca6_itga6b,0.991803279,1,0.991803279
alpi.1_ca6,1,1,1
ca6_cldn1,1,1,1
ca6_si:ch1073-406l10.2,1,1,1
ca6_ptgdsb.1,1,1,1
abi3b_ca6,1,1,1
ca6_chl1a,0.991803279,1,0.991803279
ca6_tmc6b,1,1,1
ca6_pak2a,1,0.999365079,0.999365079
ca6_si:ch211-241e1.3,1,1,1
ca6_wls,0.975409836,1,0.975409836
ca6_zgc:171775,1,0.999365079,0.999365079
col4a5_epgn,1,1,1
epgn_zgc:101810,1,1,1
epgn_zgc:86896,1,1,1
ecrg4b_epgn,1,1,1
epgn_mmp30,1,1,1
epgn_itgb4,1,1,1
epgn_thy1,1,1,1
epgn_si:dkey-102c8.3,1,1,1
epgn_ptgs2a,1,1,1
epgn_zgc:158343,1,1,1
epgn_fat2,1,1,1
epgn_itga6b,1,1,1
alpi.1_epgn,1,1,1
cldn1_epgn,1,1,1
epgn_si:ch1073-406l10.2,1,1,1
epgn_ptgdsb.1,1,1,1
abi3b_epgn,1,1,1
chl1a_epgn,1,1,1
epgn_tmc6b,1,1,1
epgn_pak2a,1,1,1
epgn_si:ch211-241e1.3,1,1,1
epgn_wls,1,1,1
epgn_zgc:171775,1,0.999365079,0.999365079
col4a5_zgc:101810,1,1,1
col4a5_mmp30,1,1,1
col4a5_itgb4,0.975409836,0.999365079,0.975409836
col4a5_thy1,1,1,1
col4a5_si:dkey-102c8.3,1,1,1
col4a5_ptgs2a,1,1,1
col4a5_zgc:158343,0.93442623,1,0.93442623
col4a5_fat2,1,1,1
alpi.1_col4a5,0.991803279,1,0.991803279
cldn1_col4a5,1,1,1
col4a5_si:ch1073-406l10.2,1,1,1
col4a5_ptgdsb.1,0.991803279,1,0.991803279
abi3b_col4a5,1,1,1
chl1a_col4a5,0.967213115,0.973913043,0.967213115
col4a5_tmc6b,1,1,1
col4a5_pak2a,1,0.999365079,0.999365079
col4a5_si:ch211-241e1.3,1,1,1
col4a5_wls,0.967213115,0.991304348,0.967213115
col4a5_zgc:171775,1,0.999365079,0.999365079
zgc:101810_zgc:86896,1,1,1
ecrg4b_zgc:101810,1,1,1
mmp30_zgc:101810,1,1,1
itgb4_zgc:101810,1,1,1
thy1_zgc:101810,1,1,1
si:dkey-102c8.3_zgc:101810,1,1,1
ptgs2a_zgc:101810,1,1,1
zgc:101810_zgc:158343,1,1,1
fat2_zgc:101810,1,1,1
itga6b_zgc:101810,1,1,1
alpi.1_zgc:101810,1,1,1
cldn1_zgc:101810,1,1,1
si:ch1073-406l10.2_zgc:101810,1,1,1
ptgdsb.1_zgc:101810,1,1,1
abi3b_zgc:101810,1,1,1
chl1a_zgc:101810,1,1,1
tmc6b_zgc:101810,1,1,1
pak2a_zgc:101810,1,1,1
si:ch211-241e1.3_zgc:101810,1,1,1
wls_zgc:101810,1,1,1
zgc:101810_zgc:171775,1,1,1
mmp30_zgc:86896,1,1,1
itgb4_zgc:86896,1,1,1
thy1_zgc:86896,1,1,1
si:dkey-102c8.3_zgc:86896,1,1,1
ptgs2a_zgc:86896,1,1,1
zgc:158343_zgc:86896,1,1,1
fat2_zgc:86896,1,1,1
alpi.1_zgc:86896,1,1,1
cldn1_zgc:86896,1,1,1
si:ch1073-406l10.2_zgc:86896,1,1,1
ptgdsb.1_zgc:86896,1,1,1
abi3b_zgc:86896,1,1,1
chl1a_zgc:86896,1,1,1
tmc6b_zgc:86896,1,1,1
pak2a_zgc:86896,1,0.999365079,0.999365079
si:ch211-241e1.3_zgc:86896,1,1,1
wls_zgc:86896,1,1,1
zgc:171775_zgc:86896,1,0.999365079,0.999365079
ecrg4b_mmp30,1,1,1
ecrg4b_itgb4,1,1,1
ecrg4b_thy1,1,1,1
ecrg4b_si:dkey-102c8.3,1,1,1
ecrg4b_ptgs2a,1,1,1
ecrg4b_zgc:158343,1,1,1
ecrg4b_fat2,1,1,1
alpi.1_ecrg4b,1,1,1
cldn1_ecrg4b,1,1,1
ecrg4b_si:ch1073-406l10.2,1,1,1
ecrg4b_ptgdsb.1,1,1,1
abi3b_ecrg4b,1,1,1
chl1a_ecrg4b,1,1,1
ecrg4b_tmc6b,1,1,1
ecrg4b_pak2a,1,0.999365079,0.999365079
ecrg4b_si:ch211-241e1.3,1,1,1
ecrg4b_wls,1,1,1
ecrg4b_zgc:171775,1,1,1
itgb4_mmp30,1,1,1
mmp30_thy1,1,1,1
mmp30_si:dkey-102c8.3,1,1,1
mmp30_ptgs2a,1,1,1
mmp30_zgc:158343,1,1,1
fat2_mmp30,1,1,1
itga6b_mmp30,1,1,1
alpi.1_mmp30,1,1,1
cldn1_mmp30,1,1,1
mmp30_si:ch1073-406l10.2,1,1,1
mmp30_ptgdsb.1,1,1,1
abi3b_mmp30,1,1,1
chl1a_mmp30,1,1,1
mmp30_tmc6b,1,1,1
mmp30_pak2a,1,1,1
mmp30_si:ch211-241e1.3,1,1,1
mmp30_wls,1,1,1
mmp30_zgc:171775,1,0.999365079,0.999365079
itgb4_thy1,0.991803279,1,0.991803279
itgb4_si:dkey-102c8.3,1,1,1
itgb4_ptgs2a,1,1,1
itgb4_zgc:158343,0.950819672,0.973913043,0.950819672
fat2_itgb4,0.991803279,0.999365079,0.991803279
itga6b_itgb4,0.983606557,0.991304348,0.983606557
alpi.1_itgb4,1,1,1
cldn1_itgb4,1,1,1
itgb4_si:ch1073-406l10.2,1,1,1
itgb4_ptgdsb.1,1,1,1
abi3b_itgb4,1,1,1
chl1a_itgb4,0.947826087,0.947826087,0.983606557
itgb4_tmc6b,0.991304348,0.991304348,1
itgb4_pak2a,0.991803279,1,0.991803279
itgb4_si:ch211-241e1.3,1,1,1
itgb4_wls,0.959016393,0.991304348,0.959016393
itgb4_zgc:171775,0.991304348,0.991304348,0.994920635
si:dkey-102c8.3_thy1,1,1,1
ptgs2a_thy1,1,1,1
thy1_zgc:158343,1,1,1
fat2_thy1,1,1,1
itga6b_thy1,1,1,1
alpi.1_thy1,0.991803279,1,0.991803279
cldn1_thy1,1,1,1
si:ch1073-406l10.2_thy1,1,1,1
ptgdsb.1_thy1,1,1,1
abi3b_thy1,1,1,1
chl1a_thy1,1,1,1
thy1_tmc6b,1,1,1
pak2a_thy1,1,1,1
si:ch211-241e1.3_thy1,1,1,1
thy1_wls,1,1,1
thy1_zgc:171775,1,1,1
ptgs2a_si:dkey-102c8.3,1,1,1
si:dkey-102c8.3_zgc:158343,1,1,1
fat2_si:dkey-102c8.3,1,1,1
itga6b_si:dkey-102c8.3,1,1,1
alpi.1_si:dkey-102c8.3,1,1,1
cldn1_si:dkey-102c8.3,1,1,1
si:ch1073-406l10.2_si:dkey-102c8.3,1,1,1
ptgdsb.1_si:dkey-102c8.3,1,1,1
abi3b_si:dkey-102c8.3,1,1,1
chl1a_si:dkey-102c8.3,1,1,1
si:dkey-102c8.3_tmc6b,1,1,1
pak2a_si:dkey-102c8.3,1,1,1
si:ch211-241e1.3_si:dkey-102c8.3,1,1,1
si:dkey-102c8.3_wls,1,1,1
si:dkey-102c8.3_zgc:171775,1,1,1
ptgs2a_zgc:158343,1,1,1
fat2_ptgs2a,1,1,1
itga6b_ptgs2a,1,1,1
alpi.1_ptgs2a,1,1,1
cldn1_ptgs2a,1,1,1
ptgs2a_si:ch1073-406l10.2,1,1,1
ptgdsb.1_ptgs2a,1,1,1
abi3b_ptgs2a,1,1,1
chl1a_ptgs2a,1,1,1
ptgs2a_tmc6b,1,1,1
pak2a_ptgs2a,1,1,1
ptgs2a_si:ch211-241e1.3,1,1,1
ptgs2a_wls,1,1,1
ptgs2a_zgc:171775,1,1,1
fat2_zgc:158343,1,1,1
itga6b_zgc:158343,0.975409836,1,0.975409836
alpi.1_zgc:158343,0.991803279,1,0.991803279
cldn1_zgc:158343,1,1,1
si:ch1073-406l10.2_zgc:158343,1,1,1
ptgdsb.1_zgc:158343,0.991803279,1,0.991803279
abi3b_zgc:158343,1,1,1
chl1a_zgc:158343,0.975409836,0.982608696,0.975409836
tmc6b_zgc:158343,0.991304348,0.991304348,1
pak2a_zgc:158343,0.983606557,1,0.983606557
si:ch211-241e1.3_zgc:158343,1,1,1
wls_zgc:158343,0.950819672,1,0.950819672
zgc:158343_zgc:171775,1,1,1
fat2_itga6b,0.991803279,1,0.991803279
alpi.1_fat2,1,1,1
cldn1_fat2,1,1,1
fat2_si:ch1073-406l10.2,1,1,1
fat2_ptgdsb.1,1,1,1
abi3b_fat2,1,1,1
chl1a_fat2,1,1,1
fat2_tmc6b,1,1,1
fat2_pak2a,1,1,1
fat2_si:ch211-241e1.3,1,1,1
fat2_wls,1,1,1
fat2_zgc:171775,1,1,1
alpi.1_itga6b,1,1,1
cldn1_itga6b,1,1,1
itga6b_si:ch1073-406l10.2,1,1,1
itga6b_ptgdsb.1,1,1,1
abi3b_itga6b,1,1,1
chl1a_itga6b,0.991304348,0.991304348,1
itga6b_tmc6b,0.991304348,0.991304348,1
itga6b_pak2a,0.991803279,0.998730159,0.991803279
itga6b_si:ch211-241e1.3,1,1,1
itga6b_wls,0.982608696,0.982608696,0.991803279
itga6b_zgc:171775,1,0.998730159,0.998730159
alpi.1_cldn1,1,1,1
alpi.1_si:ch1073-406l10.2,1,1,1
alpi.1_ptgdsb.1,1,1,1
abi3b_alpi.1,1,1,1
alpi.1_chl1a,0.991803279,1,0.991803279
alpi.1_tmc6b,1,1,1
alpi.1_pak2a,1,0.999365079,0.999365079
alpi.1_si:ch211-241e1.3,1,1,1
alpi.1_wls,1,1,1
alpi.1_zgc:171775,1,0.998095238,0.998095238
cldn1_si:ch1073-406l10.2,1,1,1
cldn1_ptgdsb.1,1,1,1
abi3b_cldn1,1,1,1
chl1a_cldn1,1,1,1
cldn1_tmc6b,1,1,1
cldn1_pak2a,1,1,1
cldn1_si:ch211-241e1.3,1,1,1
cldn1_wls,1,1,1
cldn1_zgc:171775,1,1,1
ptgdsb.1_si:ch1073-406l10.2,1,1,1
abi3b_si:ch1073-406l10.2,1,1,1
chl1a_si:ch1073-406l10.2,1,1,1
si:ch1073-406l10.2_tmc6b,1,1,1
pak2a_si:ch1073-406l10.2,1,1,1
si:ch1073-406l10.2_si:ch211-241e1.3,1,1,1
si:ch1073-406l10.2_wls,1,1,1
si:ch1073-406l10.2_zgc:171775,1,1,1
abi3b_ptgdsb.1,1,1,1
chl1a_ptgdsb.1,1,1,1
ptgdsb.1_tmc6b,1,1,1
pak2a_ptgdsb.1,1,0.998730159,0.998730159
ptgdsb.1_si:ch211-241e1.3,1,1,1
ptgdsb.1_wls,0.991304348,0.991304348,1
ptgdsb.1_zgc:171775,1,0.998095238,0.998095238
abi3b_chl1a,1,1,1
abi3b_tmc6b,1,1,1
abi3b_pak2a,1,1,1
abi3b_si:ch211-241e1.3,1,1,1
abi3b_wls,1,1,1
abi3b_zgc:171775,1,1,1
chl1a_tmc6b,0.982608696,0.982608696,0.991803279
chl1a_pak2a,0.991803279,0.998730159,0.991803279
chl1a_si:ch211-241e1.3,1,1,1
chl1a_wls,0.967213115,0.973913043,0.967213115
chl1a_zgc:171775,1,0.995555556,0.995555556
pak2a_tmc6b,1,0.999365079,0.999365079
si:ch211-241e1.3_tmc6b,1,1,1
tmc6b_wls,1,1,1
tmc6b_zgc:171775,1,0.998730159,0.998730159
pak2a_si:ch211-241e1.3,1,1,1
pak2a_wls,0.983606557,1,0.983606557
pak2a_zgc:171775,1,0.991111111,0.991111111
si:ch211-241e1.3_wls,1,1,1
si:ch211-241e1.3_zgc:171775,1,0.999365079,0.999365079
wls_zgc:171775,1,0.997460317,0.997460317
rhcga_si:ch73-329n5.6,1,1,1
si:ch73-329n5.6_zgc:111983,1,1,1
si:ch73-329n5.6_si:dkeyp-51b9.3,1,1,1
si:ch211-207n23.2_si:ch73-329n5.6,1,1,1
krt17_si:ch73-329n5.6,1,1,1
si:ch73-329n5.6_soul2,1,1,1
abcb5_si:ch73-329n5.6,1,1,1
rhcgl1_si:ch73-329n5.6,1,1,1
cyt1l_si:ch73-329n5.6,1,1,1
si:ch73-329n5.6_si:dkey-73p2.3,1,1,1
si:ch73-329n5.6_stx11b.1,1,1,1
krtt1c19e_si:ch73-329n5.6,1,1,1
si:ch73-329n5.6_si:dkey-239b22.1,1,1,1
si:ch211-217k17.9_si:ch73-329n5.6,1,1,1
ch25hl1.1_si:ch73-329n5.6,1,1,1
si:ch73-329n5.6_znf185,1,1,1
si:ch73-329n5.6_si:dkey-27n6.4,1,1,1
si:ch73-329n5.6_si:dkey-221j11.3,1,1,1
rhbg_si:ch73-329n5.6,1,1,1
si:ch73-329n5.6_si:dkey-187j14.4,1,1,1
si:ch73-329n5.6_zgc:172075,1,1,1
elovl7a_si:ch73-329n5.6,1,1,1
si:ch73-329n5.6_zgc:163030,1,1,1
cyt1_si:ch73-329n5.6,1,1,1
rhcga_zgc:111983,1,1,1
rhcga_si:dkeyp-51b9.3,1,1,1
rhcga_si:ch211-207n23.2,1,1,1
krt17_rhcga,1,1,1
rhcga_soul2,1,1,1
abcb5_rhcga,1,1,1
rhcga_rhcgl1,1,1,1
cyt1l_rhcga,1,1,1
rhcga_si:dkey-73p2.3,1,1,1
rhcga_stx11b.1,1,1,1
krtt1c19e_rhcga,1,1,1
rhcga_si:dkey-239b22.1,1,1,1
rhcga_si:ch211-217k17.9,1,1,1
ch25hl1.1_rhcga,1,1,1
rhcga_znf185,1,1,1
rhcga_si:dkey-27n6.4,1,1,1
rhcga_si:dkey-221j11.3,1,1,1
rhbg_rhcga,1,1,1
rhcga_si:dkey-187j14.4,1,1,1
rhcga_zgc:172075,1,1,1
elovl7a_rhcga,1,1,1
rhcga_zgc:163030,1,1,1
cyt1_rhcga,1,1,1
si:dkeyp-51b9.3_zgc:111983,1,1,1
si:ch211-207n23.2_zgc:111983,1,1,1
krt17_zgc:111983,1,1,1
soul2_zgc:111983,1,1,1
abcb5_zgc:111983,1,1,1
rhcgl1_zgc:111983,1,1,1
cyt1l_zgc:111983,1,1,1
si:dkey-73p2.3_zgc:111983,1,1,1
stx11b.1_zgc:111983,1,1,1
krtt1c19e_zgc:111983,1,1,1
si:dkey-239b22.1_zgc:111983,1,1,1
si:ch211-217k17.9_zgc:111983,1,1,1
ch25hl1.1_zgc:111983,1,1,1
zgc:111983_znf185,1,1,1
si:dkey-27n6.4_zgc:111983,1,1,1
si:dkey-221j11.3_zgc:111983,1,1,1
rhbg_zgc:111983,1,1,1
si:dkey-187j14.4_zgc:111983,1,1,1
zgc:111983_zgc:172075,1,1,1
elovl7a_zgc:111983,1,1,1
zgc:111983_zgc:163030,1,1,1
cyt1_zgc:111983,1,1,1
si:ch211-207n23.2_si:dkeyp-51b9.3,1,1,1
krt17_si:dkeyp-51b9.3,1,1,1
si:dkeyp-51b9.3_soul2,1,1,1
abcb5_si:dkeyp-51b9.3,1,1,1
rhcgl1_si:dkeyp-51b9.3,1,1,1
cyt1l_si:dkeyp-51b9.3,1,1,1
si:dkey-73p2.3_si:dkeyp-51b9.3,1,1,1
si:dkeyp-51b9.3_stx11b.1,1,1,1
krtt1c19e_si:dkeyp-51b9.3,1,1,1
si:dkey-239b22.1_si:dkeyp-51b9.3,1,1,1
si:ch211-217k17.9_si:dkeyp-51b9.3,1,1,1
ch25hl1.1_si:dkeyp-51b9.3,1,1,1
si:dkeyp-51b9.3_znf185,1,1,1
si:dkey-27n6.4_si:dkeyp-51b9.3,1,1,1
si:dkey-221j11.3_si:dkeyp-51b9.3,1,1,1
rhbg_si:dkeyp-51b9.3,1,1,1
si:dkey-187j14.4_si:dkeyp-51b9.3,1,1,1
si:dkeyp-51b9.3_zgc:172075,1,1,1
elovl7a_si:dkeyp-51b9.3,1,1,1
si:dkeyp-51b9.3_zgc:163030,1,1,1
cyt1_si:dkeyp-51b9.3,1,1,1
krt17_si:ch211-207n23.2,1,1,1
si:ch211-207n23.2_soul2,1,1,1
abcb5_si:ch211-207n23.2,1,1,1
rhcgl1_si:ch211-207n23.2,1,1,1
cyt1l_si:ch211-207n23.2,1,1,1
si:ch211-207n23.2_si:dkey-73p2.3,1,1,1
si:ch211-207n23.2_stx11b.1,1,1,1
krtt1c19e_si:ch211-207n23.2,1,1,1
si:ch211-207n23.2_si:dkey-239b22.1,1,1,1
si:ch211-207n23.2_si:ch211-217k17.9,1,1,1
ch25hl1.1_si:ch211-207n23.2,1,1,1
si:ch211-207n23.2_znf185,1,1,1
si:ch211-207n23.2_si:dkey-27n6.4,1,1,1
si:ch211-207n23.2_si:dkey-221j11.3,1,1,1
rhbg_si:ch211-207n23.2,1,1,1
si:ch211-207n23.2_si:dkey-187j14.4,1,1,1
si:ch211-207n23.2_zgc:172075,1,1,1
elovl7a_si:ch211-207n23.2,1,1,1
si:ch211-207n23.2_zgc:163030,1,1,1
cyt1_si:ch211-207n23.2,1,1,1
krt17_soul2,1,1,1
abcb5_krt17,1,1,1
krt17_rhcgl1,1,1,1
cyt1l_krt17,1,1,1
krt17_si:dkey-73p2.3,1,1,1
krt17_stx11b.1,1,1,1
krt17_krtt1c19e,1,1,1
krt17_si:dkey-239b22.1,1,1,1
krt17_si:ch211-217k17.9,1,1,1
ch25hl1.1_krt17,1,1,1
krt17_znf185,1,1,1
krt17_si:dkey-27n6.4,1,1,1
krt17_si:dkey-221j11.3,1,1,1
krt17_rhbg,1,1,1
krt17_si:dkey-187j14.4,1,1,1
krt17_zgc:172075,1,1,1
elovl7a_krt17,1,1,1
krt17_zgc:163030,1,1,1
cyt1_krt17,1,1,1
abcb5_soul2,1,1,1
rhcgl1_soul2,1,1,1
cyt1l_soul2,1,1,1
si:dkey-73p2.3_soul2,1,1,1
soul2_stx11b.1,1,1,1
krtt1c19e_soul2,1,1,1
si:dkey-239b22.1_soul2,1,1,1
ch25hl1.1_soul2,1,1,1
si:dkey-27n6.4_soul2,1,1,1
si:dkey-221j11.3_soul2,1,1,1
rhbg_soul2,1,1,1
si:dkey-187j14.4_soul2,1,1,1
soul2_zgc:172075,1,1,1
elovl7a_soul2,1,1,1
soul2_zgc:163030,1,1,1
cyt1_soul2,1,1,1
abcb5_rhcgl1,1,1,1
abcb5_cyt1l,1,1,1
abcb5_si:dkey-73p2.3,1,1,1
abcb5_stx11b.1,1,1,1
abcb5_krtt1c19e,1,1,1
abcb5_si:dkey-239b22.1,1,1,1
abcb5_si:ch211-217k17.9,1,1,1
abcb5_ch25hl1.1,1,1,1
abcb5_znf185,1,1,1
abcb5_si:dkey-27n6.4,1,1,1
abcb5_si:dkey-221j11.3,1,1,1
abcb5_rhbg,1,1,1
abcb5_si:dkey-187j14.4,1,1,1
abcb5_zgc:172075,1,1,1
abcb5_elovl7a,1,1,1
abcb5_zgc:163030,1,1,1
abcb5_cyt1,1,1,1
cyt1l_rhcgl1,1,1,1
rhcgl1_si:dkey-73p2.3,1,1,1
rhcgl1_stx11b.1,1,1,1
krtt1c19e_rhcgl1,1,1,1
rhcgl1_si:dkey-239b22.1,1,1,1
rhcgl1_si:ch211-217k17.9,1,1,1
ch25hl1.1_rhcgl1,1,1,1
rhcgl1_znf185,1,1,1
rhcgl1_si:dkey-27n6.4,1,1,1
rhcgl1_si:dkey-221j11.3,1,1,1
rhbg_rhcgl1,1,1,1
rhcgl1_si:dkey-187j14.4,1,1,1
rhcgl1_zgc:172075,1,1,1
elovl7a_rhcgl1,1,1,1
rhcgl1_zgc:163030,1,1,1
cyt1_rhcgl1,1,1,1
cyt1l_si:dkey-73p2.3,1,1,1
cyt1l_stx11b.1,1,1,1
cyt1l_krtt1c19e,1,1,1
cyt1l_si:dkey-239b22.1,1,1,1
cyt1l_si:ch211-217k17.9,1,1,1
ch25hl1.1_cyt1l,1,1,1
cyt1l_znf185,1,1,1
cyt1l_si:dkey-27n6.4,1,1,1
cyt1l_si:dkey-221j11.3,1,1,1
cyt1l_rhbg,1,1,1
cyt1l_si:dkey-187j14.4,1,1,1
cyt1l_zgc:172075,1,1,1
cyt1l_elovl7a,1,1,1
cyt1l_zgc:163030,1,1,1
cyt1_cyt1l,1,1,1
si:dkey-73p2.3_stx11b.1,1,1,1
krtt1c19e_si:dkey-73p2.3,1,1,1
si:dkey-239b22.1_si:dkey-73p2.3,1,1,1
si:ch211-217k17.9_si:dkey-73p2.3,1,1,1
ch25hl1.1_si:dkey-73p2.3,1,1,1
si:dkey-73p2.3_znf185,1,1,1
si:dkey-27n6.4_si:dkey-73p2.3,1,1,1
si:dkey-221j11.3_si:dkey-73p2.3,1,1,1
rhbg_si:dkey-73p2.3,1,1,1
si:dkey-187j14.4_si:dkey-73p2.3,1,1,1
si:dkey-73p2.3_zgc:172075,1,1,1
elovl7a_si:dkey-73p2.3,1,1,1
si:dkey-73p2.3_zgc:163030,1,1,1
cyt1_si:dkey-73p2.3,1,1,1
krtt1c19e_stx11b.1,1,1,1
si:dkey-239b22.1_stx11b.1,1,1,1
si:ch211-217k17.9_stx11b.1,1,1,1
ch25hl1.1_stx11b.1,1,1,1
stx11b.1_znf185,1,1,1
si:dkey-27n6.4_stx11b.1,1,1,1
si:dkey-221j11.3_stx11b.1,1,1,1
rhbg_stx11b.1,1,1,1
si:dkey-187j14.4_stx11b.1,1,1,1
stx11b.1_zgc:172075,1,1,1
elovl7a_stx11b.1,1,1,1
stx11b.1_zgc:163030,1,1,1
cyt1_stx11b.1,1,1,1
krtt1c19e_si:dkey-239b22.1,1,1,1
krtt1c19e_si:ch211-217k17.9,1,1,1
ch25hl1.1_krtt1c19e,1,1,1
krtt1c19e_znf185,1,1,1
krtt1c19e_si:dkey-27n6.4,1,1,1
krtt1c19e_si:dkey-221j11.3,1,1,1
krtt1c19e_rhbg,1,1,1
krtt1c19e_si:dkey-187j14.4,1,1,1
krtt1c19e_zgc:172075,1,1,1
elovl7a_krtt1c19e,1,1,1
krtt1c19e_zgc:163030,1,1,1
cyt1_krtt1c19e,1,1,1
si:ch211-217k17.9_si:dkey-239b22.1,1,1,1
ch25hl1.1_si:dkey-239b22.1,1,1,1
si:dkey-239b22.1_znf185,1,1,1
si:dkey-239b22.1_si:dkey-27n6.4,1,1,1
si:dkey-221j11.3_si:dkey-239b22.1,1,1,1
rhbg_si:dkey-239b22.1,1,1,1
si:dkey-187j14.4_si:dkey-239b22.1,1,1,1
si:dkey-239b22.1_zgc:172075,1,1,1
elovl7a_si:dkey-239b22.1,1,1,1
si:dkey-239b22.1_zgc:163030,1,1,1
cyt1_si:dkey-239b22.1,1,1,1
ch25hl1.1_si:ch211-217k17.9,1,1,1
si:ch211-217k17.9_si:dkey-27n6.4,1,1,1
si:ch211-217k17.9_si:dkey-221j11.3,1,1,1
rhbg_si:ch211-217k17.9,1,1,1
si:ch211-217k17.9_si:dkey-187j14.4,1,1,1
si:ch211-217k17.9_zgc:172075,1,1,1
elovl7a_si:ch211-217k17.9,1,1,1
si:ch211-217k17.9_zgc:163030,1,1,1
cyt1_si:ch211-217k17.9,1,1,1
ch25hl1.1_znf185,1,1,1
ch25hl1.1_si:dkey-27n6.4,1,1,1
ch25hl1.1_si:dkey-221j11.3,1,1,1
ch25hl1.1_rhbg,1,1,1
ch25hl1.1_si:dkey-187j14.4,1,1,1
ch25hl1.1_zgc:172075,1,1,1
ch25hl1.1_elovl7a,1,1,1
ch25hl1.1_zgc:163030,1,1,1
ch25hl1.1_cyt1,1,1,1
si:dkey-27n6.4_znf185,1,1,1
si:dkey-221j11.3_znf185,1,1,1
rhbg_znf185,1,1,1
si:dkey-187j14.4_znf185,1,1,1
zgc:172075_znf185,1,1,1
elovl7a_znf185,1,1,1
zgc:163030_znf185,1,1,1
cyt1_znf185,1,1,1
si:dkey-221j11.3_si:dkey-27n6.4,1,0.999365079,0.999365079
rhbg_si:dkey-27n6.4,1,1,1
si:dkey-187j14.4_si:dkey-27n6.4,1,1,1
si:dkey-27n6.4_zgc:172075,1,1,1
elovl7a_si:dkey-27n6.4,1,1,1
si:dkey-27n6.4_zgc:163030,1,1,1
cyt1_si:dkey-27n6.4,1,1,1
rhbg_si:dkey-221j11.3,1,1,1
si:dkey-187j14.4_si:dkey-221j11.3,1,1,1
si:dkey-221j11.3_zgc:172075,1,1,1
elovl7a_si:dkey-221j11.3,1,1,1
si:dkey-221j11.3_zgc:163030,1,1,1
cyt1_si:dkey-221j11.3,1,1,1
rhbg_si:dkey-187j14.4,1,1,1
rhbg_zgc:172075,1,1,1
elovl7a_rhbg,1,1,1
rhbg_zgc:163030,1,1,1
cyt1_rhbg,1,1,1
si:dkey-187j14.4_zgc:172075,1,1,1
elovl7a_si:dkey-187j14.4,1,1,1
si:dkey-187j14.4_zgc:163030,1,1,1
cyt1_si:dkey-187j14.4,1,1,1
elovl7a_zgc:172075,1,1,1
zgc:163030_zgc:172075,1,1,1
cyt1_zgc:172075,1,1,1
elovl7a_zgc:163030,1,1,1
cyt1_elovl7a,1,1,1
cyt1_zgc:163030,1,1,1
si:ch73-288o11.5_tprg1,1,0.999365079,0.999365079
eve1_si:ch211-270g19.5,1,1,1
eve1_stk25a,1,1,1
eve1_hoxb13a,1,1,1
eve1_hoxa13a,1,1,1
agr2_eve1,1,1,1
eve1_prr15la,1,1,1
eve1_irg1l,1,1,1
cd44a_eve1,1,1,1
eve1_fer1l4,1,1,1
eve1_si:ch211-153b23.4,1,1,1
