Gene,HCs_spec,Macula.SCs_spec,Crista.SCs_spec
chrnb3b_kcnc2,1,1,1
chrnb3b_gabrb1,1,1,1
chrnb3b_prokr1a,1,1,1
chrnb3b_tpmt.2,1,1,1
asb5b_chrnb3b,1,0.999365079,0.999365079
chrnb3b_fbxw7,1,0.998730159,0.998730159
chrnb3b_vsnl1a,1,1,1
chrnb3b_egr4,1,0.999365079,0.999365079
atp6ap1lb_chrnb3b,1,1,1
fam184a_hsp70.1,0.930434783,0.446984127,0.446984127
hsp70.1_zgc:162707,1,1,1
ctnnb1_hsp70.1,0.817391304,0.817391304,0.868852459
hsp70.1_kcnc2,0.991304348,0.976507937,0.976507937
gabrb1_hsp70.1,1,0.998730159,0.998730159
hsp70.1_prokr1a,1,0.983492063,0.983492063
hsp70.1_tpmt.2,1,0.993650794,0.993650794
asb5b_hsp70.1,0.973913043,0.846349206,0.846349206
fbxw7_hsp70.1,0.739130435,0.502857143,0.502857143
hsp70.1_vsnl1a,1,0.997460317,0.997460317
egr4_hsp70.1,0.950819672,0.930793651,0.930793651
atp6ap1lb_hsp70.1,0.991304348,0.991304348,0.991746032
fam184a_zgc:162707,1,1,1
ctnnb1_fam184a,0.965217391,0.904761905,0.904761905
fam184a_kcnc2,1,0.972063492,0.972063492
fam184a_gabrb1,1,0.998095238,0.998095238
fam184a_prokr1a,1,0.985396825,0.985396825
fam184a_tpmt.2,1,0.994285714,0.994285714
asb5b_fam184a,0.983606557,0.871111111,0.871111111
fam184a_fbxw7,0.947826087,0.572063492,0.572063492
fam184a_vsnl1a,1,0.998730159,0.998730159
egr4_fam184a,0.983606557,0.944761905,0.944761905
atp6ap1lb_fam184a,1,0.993015873,0.993015873
ctnnb1_zgc:162707,1,1,1
kcnc2_zgc:162707,1,1,1
gabrb1_zgc:162707,1,1,1
prokr1a_zgc:162707,1,1,1
tpmt.2_zgc:162707,1,1,1
asb5b_zgc:162707,1,1,1
fbxw7_zgc:162707,1,1,1
vsnl1a_zgc:162707,1,1,1
egr4_zgc:162707,1,1,1
atp6ap1lb_zgc:162707,1,1,1
ctnnb1_kcnc2,0.991304348,0.991304348,0.996190476
ctnnb1_gabrb1,1,1,1
ctnnb1_prokr1a,1,0.997460317,0.997460317
ctnnb1_tpmt.2,1,0.997460317,0.997460317
asb5b_ctnnb1,0.991304348,0.975873016,0.975873016
ctnnb1_fbxw7,0.886956522,0.886956522,0.911111111
ctnnb1_vsnl1a,1,0.998730159,0.998730159
ctnnb1_egr4,0.967213115,0.991746032,0.967213115
atp6ap1lb_ctnnb1,0.991304348,0.991304348,0.998095238
gabrb1_kcnc2,1,1,1
kcnc2_prokr1a,1,0.998730159,0.998730159
kcnc2_tpmt.2,1,1,1
asb5b_kcnc2,1,0.99047619,0.99047619
fbxw7_kcnc2,1,0.975873016,0.975873016
kcnc2_vsnl1a,1,1,1
egr4_kcnc2,1,0.997460317,0.997460317
atp6ap1lb_kcnc2,1,1,1
gabrb1_prokr1a,1,1,1
gabrb1_tpmt.2,1,1,1
asb5b_gabrb1,1,1,1
fbxw7_gabrb1,1,0.998730159,0.998730159
gabrb1_vsnl1a,1,1,1
egr4_gabrb1,1,1,1
atp6ap1lb_gabrb1,0.991803279,1,0.991803279
prokr1a_tpmt.2,1,1,1
asb5b_prokr1a,1,0.996825397,0.996825397
fbxw7_prokr1a,1,0.986666667,0.986666667
prokr1a_vsnl1a,1,0.999365079,0.999365079
egr4_prokr1a,1,0.996825397,0.996825397
atp6ap1lb_prokr1a,1,1,1
asb5b_tpmt.2,1,0.997460317,0.997460317
fbxw7_tpmt.2,1,0.994920635,0.994920635
tpmt.2_vsnl1a,1,1,1
egr4_tpmt.2,1,0.999365079,0.999365079
atp6ap1lb_tpmt.2,1,1,1
asb5b_fbxw7,0.982608696,0.874285714,0.874285714
asb5b_vsnl1a,1,1,1
asb5b_egr4,0.991304348,0.987936508,0.987936508
asb5b_atp6ap1lb,1,0.999365079,0.999365079
fbxw7_vsnl1a,1,0.998730159,0.998730159
egr4_fbxw7,0.975409836,0.94984127,0.94984127
atp6ap1lb_fbxw7,1,0.996190476,0.996190476
egr4_vsnl1a,1,1,1
atp6ap1lb_vsnl1a,1,1,1
atp6ap1lb_egr4,1,0.998730159,0.998730159
mfap4_sstr1a,1,1,1
pbx1a_sstr1a,1,0.998095238,0.998095238
cacng3b_sstr1a,1,1,1
eya4_sstr1a,1,0.997460317,0.997460317
klhl10b.1_sstr1a,1,1,1
fam43a_sstr1a,1,1,1
mfap4_pbx1a,1,1,1
cacng3b_mfap4,1,1,1
eya4_mfap4,1,0.999365079,0.999365079
klhl10b.1_mfap4,1,1,1
fam43a_mfap4,1,1,1
cacng3b_pbx1a,1,0.994285714,0.994285714
eya4_pbx1a,0.893442623,0.635555556,0.635555556
klhl10b.1_pbx1a,1,1,1
fam43a_pbx1a,0.983606557,0.977777778,0.977777778
cacng3b_eya4,1,0.994285714,0.994285714
cacng3b_klhl10b.1,1,1,1
cacng3b_fam43a,1,1,1
eya4_klhl10b.1,1,1,1
eya4_fam43a,0.967213115,0.976507937,0.967213115
fam43a_klhl10b.1,1,1,1
cxxc5a_cxxc5b,1,0.998095238,0.998095238
cbfa2t3_cxxc5b,1,0.999365079,0.999365079
cxxc5b_evlb,1,0.996825397,0.996825397
arl4cb_cxxc5b,1,0.999365079,0.999365079
cbx5_cxxc5b,1,0.996825397,0.996825397
brk1_cxxc5b,1,0.999365079,0.999365079
cxxc5b_gmfb,1,0.998095238,0.998095238
cxxc5b_lsm14ab,0.991304348,0.991304348,0.996190476
cxxc5b_nr2f6a,1,0.997460317,0.997460317
cmpk_cxxc5b,1,0.998730159,0.998730159
cxxc5b_rhoaa,1,0.997460317,0.997460317
cxxc5b_fyna,1,1,1
cxxc5b_smndc1,1,0.998730159,0.998730159
cxxc5b_pabpn1,0.991803279,0.998095238,0.991803279
cxxc5b_pcf11,0.983606557,0.994920635,0.983606557
cxxc5b_nr2f1a,0.991803279,0.998730159,0.991803279
cxxc5b_nap1l4b,0.991803279,0.996825397,0.991803279
cxxc5b_tuba8l3,1,1,1
cxxc5b_pax6b,1,1,1
cxxc5b_smarcb1a,1,0.998730159,0.998730159
cwc15_cxxc5b,1,1,1
cxxc5b_znf346,1,1,1
cxxc5b_prmt1,0.983606557,0.995555556,0.983606557
cxxc5b_npsn,1,1,1
cxxc5b_slc30a7,0.991803279,0.998095238,0.991803279
cxxc5b_pop7,1,1,1
cxxc5b_lysmd2,1,0.993650794,0.993650794
cbfa2t3_cxxc5a,1,0.999365079,0.999365079
cxxc5a_evlb,1,0.996825397,0.996825397
arl4cb_cxxc5a,1,1,1
cbx5_cxxc5a,1,0.996190476,0.996190476
brk1_cxxc5a,1,0.998095238,0.998095238
cxxc5a_gmfb,0.991803279,0.999365079,0.991803279
cxxc5a_lsm14ab,1,0.997460317,0.997460317
cxxc5a_nr2f6a,1,0.998730159,0.998730159
cmpk_cxxc5a,1,0.998730159,0.998730159
cxxc5a_rhoaa,0.991304348,0.991304348,0.991803279
cxxc5a_fyna,1,0.998095238,0.998095238
cxxc5a_smndc1,0.982608696,0.982608696,0.997460317
cxxc5a_pabpn1,0.973913043,0.973913043,0.991803279
cxxc5a_pcf11,0.983606557,0.991304348,0.983606557
cxxc5a_nr2f1a,1,0.998730159,0.998730159
cxxc5a_nap1l4b,0.982608696,0.982608696,0.991803279
cxxc5a_tuba8l3,0.991304348,0.991304348,0.999365079
cxxc5a_pax6b,0.991304348,0.991304348,1
cxxc5a_smarcb1a,0.983606557,0.997460317,0.983606557
cwc15_cxxc5a,1,1,1
cxxc5a_znf346,0.991304348,0.991304348,0.998095238
cxxc5a_prmt1,0.991803279,0.996190476,0.991803279
cxxc5a_npsn,1,1,1
cxxc5a_slc30a7,1,0.996190476,0.996190476
cxxc5a_pop7,0.991803279,1,0.991803279
cxxc5a_lysmd2,0.991304348,0.98984127,0.98984127
cbfa2t3_evlb,1,0.996190476,0.996190476
arl4cb_cbfa2t3,1,1,1
cbfa2t3_cbx5,1,0.998730159,0.998730159
brk1_cbfa2t3,1,1,1
cbfa2t3_gmfb,1,0.998730159,0.998730159
cbfa2t3_lsm14ab,1,0.996190476,0.996190476
cbfa2t3_nr2f6a,1,0.999365079,0.999365079
cbfa2t3_cmpk,1,0.998730159,0.998730159
cbfa2t3_rhoaa,1,1,1
cbfa2t3_fyna,1,1,1
cbfa2t3_smndc1,1,1,1
cbfa2t3_pabpn1,1,0.996825397,0.996825397
cbfa2t3_pcf11,1,0.998095238,0.998095238
cbfa2t3_nr2f1a,1,1,1
cbfa2t3_nap1l4b,1,1,1
cbfa2t3_tuba8l3,1,0.999365079,0.999365079
cbfa2t3_pax6b,1,1,1
cbfa2t3_smarcb1a,1,1,1
cbfa2t3_cwc15,1,1,1
cbfa2t3_znf346,1,0.998730159,0.998730159
cbfa2t3_prmt1,1,0.998730159,0.998730159
cbfa2t3_npsn,1,1,1
cbfa2t3_slc30a7,1,0.998730159,0.998730159
cbfa2t3_pop7,1,1,1
cbfa2t3_lysmd2,1,0.994920635,0.994920635
arl4cb_evlb,1,0.996825397,0.996825397
cbx5_evlb,1,0.992380952,0.992380952
brk1_evlb,0.991803279,0.995555556,0.991803279
evlb_gmfb,1,0.998095238,0.998095238
evlb_lsm14ab,1,0.991111111,0.991111111
evlb_nr2f6a,1,0.995555556,0.995555556
cmpk_evlb,1,0.994285714,0.994285714
evlb_rhoaa,1,0.993015873,0.993015873
evlb_fyna,1,0.998730159,0.998730159
evlb_smndc1,1,0.996190476,0.996190476
evlb_pabpn1,1,0.978412698,0.978412698
evlb_pcf11,1,0.987301587,0.987301587
evlb_nr2f1a,1,0.999365079,0.999365079
evlb_nap1l4b,0.991803279,0.98984127,0.98984127
evlb_tuba8l3,1,1,1
evlb_pax6b,1,1,1
evlb_smarcb1a,1,0.993015873,0.993015873
cwc15_evlb,1,1,1
evlb_znf346,1,0.996825397,0.996825397
evlb_prmt1,1,0.987936508,0.987936508
evlb_npsn,1,1,1
evlb_slc30a7,1,0.98984127,0.98984127
evlb_pop7,1,0.999365079,0.999365079
evlb_lysmd2,1,0.978412698,0.978412698
arl4cb_cbx5,0.991304348,0.991304348,0.998730159
arl4cb_brk1,1,0.999365079,0.999365079
arl4cb_gmfb,1,0.999365079,0.999365079
arl4cb_lsm14ab,1,0.999365079,0.999365079
arl4cb_nr2f6a,1,0.998730159,0.998730159
arl4cb_cmpk,1,0.999365079,0.999365079
arl4cb_rhoaa,1,0.999365079,0.999365079
arl4cb_fyna,1,1,1
arl4cb_smndc1,1,1,1
arl4cb_pabpn1,1,0.998730159,0.998730159
arl4cb_pcf11,1,0.996825397,0.996825397
arl4cb_nr2f1a,1,0.999365079,0.999365079
arl4cb_nap1l4b,1,0.998730159,0.998730159
arl4cb_tuba8l3,1,1,1
arl4cb_pax6b,1,1,1
arl4cb_smarcb1a,1,0.999365079,0.999365079
arl4cb_cwc15,1,1,1
arl4cb_znf346,0.991803279,0.999365079,0.991803279
arl4cb_prmt1,1,1,1
arl4cb_npsn,1,1,1
arl4cb_slc30a7,0.991803279,0.998095238,0.991803279
arl4cb_pop7,1,1,1
arl4cb_lysmd2,1,0.995555556,0.995555556
brk1_cbx5,1,0.996190476,0.996190476
cbx5_gmfb,1,0.996190476,0.996190476
cbx5_lsm14ab,1,0.992380952,0.992380952
cbx5_nr2f6a,1,0.994920635,0.994920635
cbx5_cmpk,1,0.993650794,0.993650794
cbx5_rhoaa,1,0.993015873,0.993015873
cbx5_fyna,1,0.995555556,0.995555556
cbx5_smndc1,1,0.994920635,0.994920635
cbx5_pabpn1,0.983606557,0.982222222,0.982222222
cbx5_pcf11,0.991803279,0.982222222,0.982222222
cbx5_nr2f1a,1,0.996825397,0.996825397
cbx5_nap1l4b,0.991803279,0.991111111,0.991111111
cbx5_tuba8l3,1,1,1
cbx5_pax6b,1,1,1
cbx5_smarcb1a,1,0.995555556,0.995555556
cbx5_cwc15,1,1,1
cbx5_znf346,1,0.996190476,0.996190476
cbx5_prmt1,1,0.98984127,0.98984127
cbx5_npsn,1,1,1
cbx5_slc30a7,1,0.991111111,0.991111111
cbx5_pop7,1,1,1
cbx5_lysmd2,1,0.979047619,0.979047619
brk1_gmfb,1,0.999365079,0.999365079
brk1_lsm14ab,1,0.993015873,0.993015873
brk1_nr2f6a,1,0.999365079,0.999365079
brk1_cmpk,1,0.994920635,0.994920635
brk1_rhoaa,0.991304348,0.991304348,0.997460317
brk1_fyna,1,0.999365079,0.999365079
brk1_smndc1,1,0.994920635,0.994920635
brk1_pabpn1,1,0.984126984,0.984126984
brk1_pcf11,0.982608696,0.982608696,0.988571429
brk1_nr2f1a,1,0.998095238,0.998095238
brk1_nap1l4b,0.991803279,0.991111111,0.991111111
brk1_tuba8l3,1,0.998095238,0.998095238
brk1_pax6b,1,1,1
brk1_smarcb1a,1,0.995555556,0.995555556
brk1_cwc15,1,1,1
brk1_znf346,1,0.998095238,0.998095238
brk1_prmt1,0.991304348,0.991304348,0.992380952
brk1_npsn,1,1,1
brk1_slc30a7,0.991803279,0.993015873,0.991803279
brk1_pop7,1,1,1
brk1_lysmd2,0.991803279,0.988571429,0.988571429
gmfb_lsm14ab,1,0.997460317,0.997460317
gmfb_nr2f6a,0.991803279,0.998095238,0.991803279
cmpk_gmfb,0.991803279,0.998095238,0.991803279
gmfb_rhoaa,0.991304348,0.991304348,0.996190476
fyna_gmfb,1,0.998095238,0.998095238
gmfb_smndc1,1,0.999365079,0.999365079
gmfb_pabpn1,0.991803279,0.98984127,0.98984127
gmfb_pcf11,0.991304348,0.991304348,0.991746032
gmfb_nr2f1a,1,0.999365079,0.999365079
gmfb_nap1l4b,1,0.995555556,0.995555556
gmfb_tuba8l3,1,1,1
gmfb_pax6b,1,1,1
gmfb_smarcb1a,1,0.998095238,0.998095238
cwc15_gmfb,1,1,1
gmfb_znf346,1,0.999365079,0.999365079
gmfb_prmt1,0.991803279,0.996190476,0.991803279
gmfb_npsn,1,1,1
gmfb_slc30a7,1,0.998730159,0.998730159
gmfb_pop7,1,1,1
gmfb_lysmd2,1,0.992380952,0.992380952
lsm14ab_nr2f6a,0.991803279,0.993015873,0.991803279
cmpk_lsm14ab,0.991304348,0.991111111,0.991111111
lsm14ab_rhoaa,1,0.987936508,0.987936508
fyna_lsm14ab,0.991304348,0.991304348,0.991803279
lsm14ab_smndc1,1,0.984761905,0.984761905
lsm14ab_pabpn1,0.991304348,0.966984127,0.966984127
lsm14ab_pcf11,0.973913043,0.967619048,0.967619048
lsm14ab_nr2f1a,1,0.995555556,0.995555556
lsm14ab_nap1l4b,1,0.97968254,0.97968254
lsm14ab_tuba8l3,1,0.997460317,0.997460317
lsm14ab_pax6b,1,1,1
lsm14ab_smarcb1a,0.991803279,0.992380952,0.991803279
cwc15_lsm14ab,1,0.999365079,0.999365079
lsm14ab_znf346,1,0.993015873,0.993015873
lsm14ab_prmt1,0.991803279,0.980952381,0.980952381
lsm14ab_npsn,1,1,1
lsm14ab_slc30a7,1,0.986666667,0.986666667
lsm14ab_pop7,1,0.998095238,0.998095238
lsm14ab_lysmd2,1,0.966984127,0.966984127
cmpk_nr2f6a,1,0.996190476,0.996190476
nr2f6a_rhoaa,1,0.996825397,0.996825397
fyna_nr2f6a,1,0.997460317,0.997460317
nr2f6a_smndc1,1,0.998730159,0.998730159
nr2f6a_pabpn1,0.975409836,0.987301587,0.975409836
nr2f6a_pcf11,0.991803279,0.986666667,0.986666667
nr2f1a_nr2f6a,1,0.999365079,0.999365079
nap1l4b_nr2f6a,1,0.993650794,0.993650794
nr2f6a_tuba8l3,1,1,1
nr2f6a_pax6b,1,1,1
nr2f6a_smarcb1a,1,0.994920635,0.994920635
cwc15_nr2f6a,1,1,1
nr2f6a_znf346,1,0.999365079,0.999365079
nr2f6a_prmt1,0.983606557,0.994920635,0.983606557
npsn_nr2f6a,1,1,1
nr2f6a_slc30a7,1,0.996825397,0.996825397
nr2f6a_pop7,1,1,1
lysmd2_nr2f6a,1,0.991746032,0.991746032
cmpk_rhoaa,1,0.996190476,0.996190476
cmpk_fyna,1,0.998730159,0.998730159
cmpk_smndc1,1,0.992380952,0.992380952
cmpk_pabpn1,0.991304348,0.985396825,0.985396825
cmpk_pcf11,0.982608696,0.982608696,0.983492063
cmpk_nr2f1a,1,0.997460317,0.997460317
cmpk_nap1l4b,1,0.987936508,0.987936508
cmpk_tuba8l3,0.991304348,0.991304348,0.998095238
cmpk_pax6b,1,1,1
cmpk_smarcb1a,1,0.995555556,0.995555556
cmpk_cwc15,1,1,1
cmpk_znf346,1,0.998730159,0.998730159
cmpk_prmt1,1,0.993650794,0.993650794
cmpk_npsn,1,1,1
cmpk_slc30a7,0.991304348,0.991304348,0.996825397
cmpk_pop7,1,0.999365079,0.999365079
cmpk_lysmd2,0.982608696,0.982608696,0.989206349
fyna_rhoaa,1,0.998730159,0.998730159
rhoaa_smndc1,1,0.997460317,0.997460317
pabpn1_rhoaa,0.991304348,0.986666667,0.986666667
pcf11_rhoaa,0.973913043,0.973913043,0.988571429
nr2f1a_rhoaa,1,0.998095238,0.998095238
nap1l4b_rhoaa,0.991803279,0.995555556,0.991803279
rhoaa_tuba8l3,1,0.998730159,0.998730159
pax6b_rhoaa,1,1,1
rhoaa_smarcb1a,0.991304348,0.991304348,0.991803279
cwc15_rhoaa,1,1,1
rhoaa_znf346,1,0.996190476,0.996190476
prmt1_rhoaa,0.991304348,0.991304348,0.993015873
npsn_rhoaa,1,1,1
rhoaa_slc30a7,1,0.993015873,0.993015873
pop7_rhoaa,1,0.999365079,0.999365079
lysmd2_rhoaa,0.991304348,0.987936508,0.987936508
fyna_smndc1,1,0.998095238,0.998095238
fyna_pabpn1,1,0.991746032,0.991746032
fyna_pcf11,1,0.992380952,0.992380952
fyna_nr2f1a,1,1,1
fyna_nap1l4b,1,0.997460317,0.997460317
fyna_tuba8l3,1,1,1
fyna_pax6b,1,1,1
fyna_smarcb1a,1,0.997460317,0.997460317
cwc15_fyna,1,1,1
fyna_znf346,1,0.998730159,0.998730159
fyna_prmt1,1,0.996825397,0.996825397
fyna_npsn,1,1,1
fyna_slc30a7,1,0.997460317,0.997460317
fyna_pop7,1,0.999365079,0.999365079
fyna_lysmd2,1,0.996825397,0.996825397
pabpn1_smndc1,0.991304348,0.982857143,0.982857143
pcf11_smndc1,0.991304348,0.982857143,0.982857143
nr2f1a_smndc1,1,0.996825397,0.996825397
nap1l4b_smndc1,0.982608696,0.982608696,0.989206349
smndc1_tuba8l3,0.991304348,0.991304348,0.999365079
pax6b_smndc1,1,1,1
smarcb1a_smndc1,1,0.994285714,0.994285714
cwc15_smndc1,1,0.999365079,0.999365079
smndc1_znf346,0.991304348,0.991304348,0.996825397
prmt1_smndc1,1,0.98984127,0.98984127
npsn_smndc1,1,1,1
slc30a7_smndc1,0.982608696,0.982608696,0.991803279
pop7_smndc1,1,0.999365079,0.999365079
lysmd2_smndc1,0.991304348,0.977777778,0.977777778
pabpn1_pcf11,0.982608696,0.931428571,0.931428571
nr2f1a_pabpn1,1,0.996190476,0.996190476
nap1l4b_pabpn1,0.991803279,0.963174603,0.963174603
pabpn1_tuba8l3,0.991304348,0.991304348,0.996825397
pabpn1_pax6b,1,1,1
pabpn1_smarcb1a,1,0.983492063,0.983492063
cwc15_pabpn1,1,1,1
pabpn1_znf346,0.991304348,0.989206349,0.989206349
pabpn1_prmt1,0.967213115,0.96952381,0.967213115
npsn_pabpn1,1,1,1
pabpn1_slc30a7,0.991803279,0.978412698,0.978412698
pabpn1_pop7,1,0.997460317,0.997460317
lysmd2_pabpn1,1,0.949206349,0.949206349
nr2f1a_pcf11,1,0.996190476,0.996190476
nap1l4b_pcf11,0.982608696,0.962539683,0.962539683
pcf11_tuba8l3,0.982608696,0.982608696,0.991803279
pax6b_pcf11,1,1,1
pcf11_smarcb1a,0.983606557,0.980952381,0.980952381
cwc15_pcf11,1,1,1
pcf11_znf346,0.983606557,0.991111111,0.983606557
pcf11_prmt1,0.959016393,0.972063492,0.959016393
npsn_pcf11,1,1,1
pcf11_slc30a7,0.983606557,0.983492063,0.983492063
pcf11_pop7,1,0.996190476,0.996190476
lysmd2_pcf11,0.975409836,0.940952381,0.940952381
nap1l4b_nr2f1a,1,0.995555556,0.995555556
nr2f1a_tuba8l3,1,0.998730159,0.998730159
nr2f1a_pax6b,1,1,1
nr2f1a_smarcb1a,1,0.997460317,0.997460317
cwc15_nr2f1a,1,1,1
nr2f1a_znf346,1,0.997460317,0.997460317
nr2f1a_prmt1,1,0.997460317,0.997460317
npsn_nr2f1a,1,1,1
nr2f1a_slc30a7,1,0.995555556,0.995555556
nr2f1a_pop7,1,1,1
lysmd2_nr2f1a,1,0.994285714,0.994285714
nap1l4b_tuba8l3,1,0.999365079,0.999365079
nap1l4b_pax6b,1,1,1
nap1l4b_smarcb1a,0.991304348,0.991111111,0.991111111
cwc15_nap1l4b,1,1,1
nap1l4b_znf346,1,0.991746032,0.991746032
nap1l4b_prmt1,0.991803279,0.97968254,0.97968254
nap1l4b_npsn,1,1,1
nap1l4b_slc30a7,0.991803279,0.986666667,0.986666667
nap1l4b_pop7,1,0.997460317,0.997460317
lysmd2_nap1l4b,0.991304348,0.965714286,0.965714286
pax6b_tuba8l3,1,1,1
smarcb1a_tuba8l3,1,0.996825397,0.996825397
cwc15_tuba8l3,1,1,1
tuba8l3_znf346,0.991803279,0.999365079,0.991803279
prmt1_tuba8l3,1,0.999365079,0.999365079
npsn_tuba8l3,1,1,1
slc30a7_tuba8l3,0.991304348,0.991304348,0.998095238
pop7_tuba8l3,1,1,1
lysmd2_tuba8l3,1,0.996190476,0.996190476
pax6b_smarcb1a,1,1,1
cwc15_pax6b,1,1,1
pax6b_znf346,1,1,1
pax6b_prmt1,1,1,1
npsn_pax6b,1,1,1
pax6b_slc30a7,1,1,1
pax6b_pop7,1,1,1
lysmd2_pax6b,1,1,1
cwc15_smarcb1a,1,1,1
smarcb1a_znf346,1,0.997460317,0.997460317
prmt1_smarcb1a,0.991803279,0.98984127,0.98984127
npsn_smarcb1a,1,1,1
slc30a7_smarcb1a,1,0.993650794,0.993650794
pop7_smarcb1a,1,0.999365079,0.999365079
lysmd2_smarcb1a,0.991803279,0.985396825,0.985396825
cwc15_znf346,1,1,1
cwc15_prmt1,1,1,1
cwc15_npsn,1,1,1
cwc15_slc30a7,1,1,1
cwc15_pop7,1,1,1
cwc15_lysmd2,1,0.999365079,0.999365079
prmt1_znf346,0.991304348,0.991304348,0.992380952
npsn_znf346,1,1,1
slc30a7_znf346,0.991803279,0.994920635,0.991803279
pop7_znf346,1,0.997460317,0.997460317
lysmd2_znf346,1,0.987936508,0.987936508
npsn_prmt1,1,1,1
prmt1_slc30a7,0.991803279,0.987936508,0.987936508
pop7_prmt1,1,0.998095238,0.998095238
lysmd2_prmt1,0.991304348,0.972698413,0.972698413
npsn_slc30a7,1,1,1
npsn_pop7,1,1,1
lysmd2_npsn,1,1,1
pop7_slc30a7,1,0.999365079,0.999365079
lysmd2_slc30a7,0.991304348,0.979047619,0.979047619
lysmd2_pop7,1,0.994920635,0.994920635
dusp6_gabrz,1,0.998095238,0.998095238
gabrz_lmo1,1,0.999365079,0.999365079
camk2n2_gabrz,1,1,1
gabrz_grin2ab,1,1,1
gabrz_phlda3,1,1,1
gabrz_ogfrl1,1,1,1
gabrz_s100t,1,0.998730159,0.998730159
gabra1_gabrz,1,1,1
gabrz_si:ch211-216b21.2,1,0.998095238,0.998095238
gabrz_kcnh5b,1,1,1
CPNE8_gabrz,1,0.998730159,0.998730159
c2cd4a_gabrz,1,1,1
etv5a_gabrz,1,1,1
gabrz_vil1,1,1,1
cnksr2b_gabrz,1,1,1
gabrz_pcdh1b,1,0.999365079,0.999365079
gabrz_si:dkey-112a7.4,1,1,1
gabrz_mapkapk3,1,0.999365079,0.999365079
gabrz_gbp,1,1,1
gabrz_ntrk3a,1,1,1
gabrz_slc8a4a,1,1,1
dlgap3_gabrz,1,1,1
cdkl5_gabrz,1,0.998730159,0.998730159
gabrz_pdcd4b,1,0.996825397,0.996825397
cdc14b_gabrz,1,0.999365079,0.999365079
gabrz_pdyn,1,1,1
amer2_gabrz,1,1,1
col19a1_gabrz,1,1,1
dusp6_lmo1,0.991803279,0.994285714,0.991803279
camk2n2_dusp6,1,0.999365079,0.999365079
dusp6_grin2ab,1,1,1
dusp6_phlda3,1,1,1
dusp6_ogfrl1,1,1,1
dusp6_s100t,0.975409836,0.940952381,0.940952381
dusp6_gabra1,1,0.996825397,0.996825397
dusp6_si:ch211-216b21.2,0.991304348,0.956825397,0.956825397
dusp6_kcnh5b,1,0.999365079,0.999365079
CPNE8_dusp6,1,1,1
c2cd4a_dusp6,1,0.999365079,0.999365079
dusp6_etv5a,0.991304348,0.991304348,0.991746032
dusp6_vil1,1,1,1
cnksr2b_dusp6,1,0.996190476,0.996190476
dusp6_pcdh1b,0.967213115,0.98031746,0.967213115
dusp6_si:dkey-112a7.4,0.983606557,0.991746032,0.983606557
dusp6_mapkapk3,0.982608696,0.982608696,0.983606557
dusp6_gbp,1,0.993650794,0.993650794
dusp6_ntrk3a,0.991803279,0.97968254,0.97968254
dusp6_slc8a4a,1,1,1
dlgap3_dusp6,1,0.999365079,0.999365079
cdkl5_dusp6,0.975409836,0.98031746,0.975409836
dusp6_pdcd4b,0.967213115,0.91047619,0.91047619
cdc14b_dusp6,0.983606557,0.973333333,0.973333333
dusp6_pdyn,1,1,1
amer2_dusp6,0.991803279,0.998095238,0.991803279
col19a1_dusp6,1,0.996190476,0.996190476
camk2n2_lmo1,1,1,1
grin2ab_lmo1,1,0.999365079,0.999365079
lmo1_phlda3,1,1,1
lmo1_ogfrl1,1,1,1
lmo1_s100t,0.975409836,0.960634921,0.960634921
gabra1_lmo1,1,0.998730159,0.998730159
lmo1_si:ch211-216b21.2,0.975409836,0.958730159,0.958730159
kcnh5b_lmo1,1,0.998730159,0.998730159
CPNE8_lmo1,1,0.997460317,0.997460317
c2cd4a_lmo1,1,0.999365079,0.999365079
etv5a_lmo1,0.991803279,0.992380952,0.991803279
lmo1_vil1,1,1,1
cnksr2b_lmo1,1,0.995555556,0.995555556
lmo1_pcdh1b,0.959016393,0.979047619,0.959016393
lmo1_si:dkey-112a7.4,0.991803279,0.999365079,0.991803279
lmo1_mapkapk3,0.983606557,0.994920635,0.983606557
gbp_lmo1,0.991803279,0.996825397,0.991803279
lmo1_ntrk3a,0.983606557,0.973333333,0.973333333
lmo1_slc8a4a,1,1,1
dlgap3_lmo1,1,0.998095238,0.998095238
cdkl5_lmo1,0.983606557,0.983492063,0.983492063
lmo1_pdcd4b,0.983606557,0.938412698,0.938412698
cdc14b_lmo1,0.967213115,0.97968254,0.967213115
lmo1_pdyn,1,1,1
amer2_lmo1,0.991803279,0.997460317,0.991803279
col19a1_lmo1,1,0.998095238,0.998095238
camk2n2_grin2ab,1,1,1
camk2n2_phlda3,1,1,1
camk2n2_ogfrl1,1,1,1
camk2n2_s100t,1,0.999365079,0.999365079
camk2n2_gabra1,1,1,1
camk2n2_si:ch211-216b21.2,1,1,1
camk2n2_kcnh5b,1,1,1
camk2n2_CPNE8,1,1,1
c2cd4a_camk2n2,1,1,1
camk2n2_etv5a,1,1,1
camk2n2_vil1,1,1,1
camk2n2_cnksr2b,1,1,1
camk2n2_pcdh1b,1,0.999365079,0.999365079
camk2n2_si:dkey-112a7.4,1,0.999365079,0.999365079
camk2n2_mapkapk3,1,1,1
camk2n2_gbp,1,0.999365079,0.999365079
camk2n2_ntrk3a,1,0.998730159,0.998730159
camk2n2_slc8a4a,1,1,1
camk2n2_dlgap3,1,1,1
camk2n2_cdkl5,1,1,1
