Gene,DifferentiatingProgenitors_44hpf,DorsalProgenitors_24hpf,Epidermis,FloorPlate,GlialCells,HeadMesenchymeAndEpidermis,HindbrainNeurons,ImmatureNeurons,Mesendoderm_16hpf_24hpf,NeuralCrest_16hpf,NeuralCrest_24hpf_44hpf,OticAndCranialGanglia,OticVesicle,PharyngealArches,Progenitors_16hpf,Vasculature,VMP_24hpf
rpl24,0.997716895,1,0.990654206,1,0.999019608,1,0.996726678,0.998632011,1,1,1,1,0.995833333,1,1,1,1
cep97,0.035388128,0.127035831,0.056074766,0.016393443,0.050980392,0.052941176,0.055646481,0.030095759,0.085393258,0.087155963,0.091286307,0.057692308,0.125,0.102040816,0.13960114,0.071428571,0.12611276
nfkbiz,0,0,0,0,0,0,0.001636661,0,0,0,0,0,0,0,0.001139601,0,0
CU651657.1,0,0,0.009345794,0,0.000980392,0.002941176,0,0,0,0,0,0,0,0.003401361,0.000569801,0,0
eed,0.070776256,0.389250814,0.196261682,0.081967213,0.129411765,0.211764706,0.050736498,0.047879617,0.42247191,0.598623853,0.31120332,0.150641026,0.3,0.363945578,0.588034188,0.25,0.393175074
hikeshi,0.125570776,0.338762215,0.327102804,0.213114754,0.134313725,0.279411765,0.170212766,0.086183311,0.521348315,0.538990826,0.346473029,0.240384615,0.429166667,0.428571429,0.447863248,0.285714286,0.323442136
tmem39a,0.011415525,0.102605863,0.074766355,0.245901639,0.042156863,0.164705882,0.016366612,0.002735978,0.204494382,0.160550459,0.126556017,0.044871795,0.229166667,0.173469388,0.158404558,0.142857143,0.103857567
ildr1a,0.003424658,0.008143322,0.672897196,0,0.000980392,0.008823529,0.004909984,0.001367989,0.006741573,0.020642202,0.006224066,0.006410256,0.216666667,0.054421769,0.013105413,0,0
si:zfos-1011f11.2,0,0,0,0,0,0,0,0,0,0,0,0,0.004166667,0,0,0,0
si:zfos-1011f11.1,0.006849315,0.009771987,0.76635514,0.016393443,0.008823529,0.005882353,0.006546645,0.004103967,0.042696629,0.027522936,0.012448133,0.028846154,0.5625,0.493197279,0.041595442,0.071428571,0.008902077
FP067451.1,0,0,0,0,0,0,0,0,0,0,0,0.003205128,0,0,0,0,0
F7 (1 of many),0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0
f7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f7i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f10,0.001141553,0.001628664,0.056074766,0.016393443,0.000980392,0.052941176,0.004909984,0,0.024719101,0.004587156,0.008298755,0.009615385,0.066666667,0.047619048,0.005698006,0.035714286,0.002967359
prozb,0,0,0,0,0,0,0.011456628,0,0.002247191,0,0,0.003205128,0,0,0,0,0.00148368
pcid2,0.02739726,0.239413681,0.112149533,0.06557377,0.058823529,0.105882353,0.037643208,0.02872777,0.283146067,0.376146789,0.157676349,0.125,0.216666667,0.24829932,0.382905983,0.178571429,0.197329377
cul4a,0.003424658,0.019543974,0.009345794,0,0.003921569,0.002941176,0.001636661,0.001367989,0.013483146,0.009174312,0.006224066,0.003205128,0.008333333,0,0.008547009,0.035714286,0.007418398
LAMP1,0,0.008143322,0,0,0.001960784,0,0.001636661,0.001367989,0,0,0.002074689,0,0.008333333,0.003401361,0.002279202,0,0.002967359
grtp1a,0.011415525,0.037459283,0.065420561,0,0.02254902,0.014705882,0.003273322,0.001367989,0.011235955,0.006880734,0.014522822,0.022435897,0.0375,0.030612245,0.01025641,0,0.03264095
adprhl1,0,0,0,0,0,0,0.003273322,0.002735978,0.040449438,0,0,0,0,0.003401361,0.002849003,0,0
dcun1d2b,0.077625571,0.063517915,0.196261682,0.049180328,0.042156863,0.079411765,0.166939444,0.086183311,0.080898876,0.091743119,0.080912863,0.105769231,0.129166667,0.102040816,0.064957265,0.071428571,0.053412463
tmco3,0.001141553,0,0,0,0.000980392,0,0,0,0.004494382,0.016055046,0.002074689,0.003205128,0.004166667,0.010204082,0.002849003,0,0.002967359
tfdp1b,0.044520548,0.250814332,0.168224299,0.213114754,0.074509804,0.088235294,0.029459902,0.025991792,0.346067416,0.355504587,0.17219917,0.092948718,0.25,0.227891156,0.375498575,0.214285714,0.240356083
grk1a,0,0,0,0,0,0,0,0,0.002247191,0.002293578,0.002074689,0,0,0,0.000569801,0,0
cenpe,0.030821918,0.135179153,0.130841121,0.114754098,0.05,0.1,0.004909984,0.004103967,0.217977528,0.199541284,0.093360996,0.028846154,0.2,0.173469388,0.26039886,0.178571429,0.148367953
gas6,0.015981735,0.099348534,0.037383178,0.147540984,0.051960784,0.194117647,0.058919804,0.009575923,0.341573034,0.288990826,0.114107884,0.080128205,0.275,0.25170068,0.327635328,0.142857143,0.099406528
pros1,0.007990868,0.042345277,0.037383178,0.049180328,0.021568627,0.094117647,0.009819967,0.002735978,0.179775281,0.100917431,0.05186722,0.009615385,0.116666667,0.136054422,0.080911681,0.142857143,0.043026706
rasa3,0,0.001628664,0,0,0,0,0.004909984,0,0.002247191,0,0,0,0.004166667,0,0.000569801,0.035714286,0
TPP2,0.409817352,0.115635179,0.214953271,0.31147541,0.31372549,0.270588235,0.389525368,0.346101231,0.417977528,0.472477064,0.265560166,0.381410256,0.408333333,0.404761905,0.424501425,0.321428571,0.127596439
METTL21C (1 of many),0,0,0,0,0,0,0,0,0.002247191,0,0,0,0,0,0,0,0
zgc:92518,0,0,0,0,0.000980392,0,0,0,0.020224719,0,0.012448133,0,0.004166667,0,0.001709402,0,0.00148368
ercc5,0.03652968,0.060260586,0.056074766,0.032786885,0.03627451,0.029411765,0.034369885,0.020519836,0.06741573,0.075688073,0.060165975,0.038461538,0.095833333,0.078231293,0.06951567,0,0.074183976
blzf1,0.125570776,0.239413681,0.205607477,0.295081967,0.109803922,0.235294118,0.211129296,0.119015048,0.278651685,0.233944954,0.163900415,0.21474359,0.4125,0.306122449,0.250712251,0.321428571,0.234421365
trmt10c,0.005707763,0.026058632,0.037383178,0.032786885,0.012745098,0.023529412,0.008183306,0.006839945,0.049438202,0.119266055,0.045643154,0.041666667,0.054166667,0.057823129,0.072364672,0.035714286,0.03115727
txnl4b,0.019406393,0.107491857,0.074766355,0.06557377,0.040196078,0.041176471,0.024549918,0.005471956,0.116853933,0.121559633,0.064315353,0.057692308,0.129166667,0.146258503,0.140740741,0.107142857,0.083086053
si:ch73-41e3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mrpl16,0.068493151,0.244299674,0.308411215,0.098360656,0.102941176,0.161764706,0.126022913,0.053351573,0.334831461,0.417431193,0.32780083,0.217948718,0.329166667,0.30952381,0.373789174,0.25,0.24925816
mrpl39,0.026255708,0.115635179,0.074766355,0.06557377,0.045098039,0.076470588,0.05400982,0.02872777,0.166292135,0.22706422,0.145228216,0.073717949,0.145833333,0.108843537,0.203418803,0.107142857,0.100890208
CU571081.1,0,0,0.018691589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jam2a,0.04109589,0.027687296,0,0,0.030392157,0.014705882,0.004909984,0,0.029213483,0.01146789,0.053941909,0.083333333,0.091666667,0.010204082,0.019373219,0.392857143,0.011869436
atp5j,0.53196347,0.881107492,0.869158879,0.672131148,0.583333333,0.741176471,0.690671031,0.56497948,0.865168539,0.956422018,0.838174274,0.814102564,0.9,0.867346939,0.915099715,0.857142857,0.860534125
appa,0.348173516,0.263843648,0.214953271,0.606557377,0.330392157,0.517647059,0.759410802,0.584131327,0.568539326,0.48853211,0.331950207,0.403846154,0.683333333,0.588435374,0.335042735,0.607142857,0.307121662
cyyr1,0,0.003257329,0,0,0.000980392,0.002941176,0,0,0.015730337,0.004587156,0.008298755,0.006410256,0.004166667,0.003401361,0.002849003,0,0.004451039
adamts1,0,0.001628664,0,0.016393443,0,0.070588235,0.004909984,0,0.103370787,0.016055046,0.070539419,0.016025641,0.05,0.027210884,0.007407407,0,0
adamts5,0,0,0,0,0,0,0,0,0,0,0,0,0.004166667,0.003401361,0.000569801,0,0
n6amt1,0.039954338,0.146579805,0.140186916,0.114754098,0.03627451,0.070588235,0.045826514,0.023255814,0.31011236,0.360091743,0.178423237,0.102564103,0.216666667,0.25170068,0.287749288,0.214285714,0.133531157
CABZ01077978.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
runx1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
urp2,0,0,0,0.262295082,0.001960784,0,0,0,0,0,0,0,0,0.003401361,0.001139601,0,0
clic6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atp1a1a.1,0.0456621,0.247557003,0.476635514,0.327868852,0.12745098,0.288235294,0.129296236,0.010943912,0.391011236,0.555045872,0.313278008,0.125,0.554166667,0.418367347,0.333903134,0.357142857,0.234421365
atp1a1a.4,0,0.004885993,0.018691589,0,0,0,0,0,0.006741573,0,0,0.003205128,0.2625,0.003401361,0.001139601,0,0
atp1a1a.2,0.001141553,0.003257329,0,0,0.001960784,0,0,0,0.015730337,0.016055046,0.006224066,0,0.004166667,0.010204082,0.007977208,0,0
atp1a1a.3,0,0,0.009345794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atp1a1a.5,0,0,0,0,0,0,0,0,0,0,0,0,0.004166667,0,0,0,0
si:ch211-132g1.3,0.00456621,0.004885993,0.009345794,0.016393443,0.001960784,0.005882353,0.003273322,0.001367989,0.008988764,0.004587156,0.002074689,0.006410256,0.008333333,0.003401361,0.008547009,0,0.004451039
si:ch211-132g1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-132g1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-132g1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0
PTGFRN (1 of many),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000569801,0,0.00148368
slc5a3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oxgr1a.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oxgr1a.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oxgr1a.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mbnl2,0.005707763,0.004885993,0.112149533,0.049180328,0.010784314,0.141176471,0.111292962,0.009575923,0.058426966,0.048165138,0.053941909,0.083333333,0.108333333,0.068027211,0.028490028,0.25,0.004451039
rap2ab,0,0,0,0,0,0,0,0.001367989,0,0,0,0,0,0,0,0,0
kpnb3,0.065068493,0.428338762,0.411214953,0.245901639,0.123529412,0.179411765,0.093289689,0.050615595,0.597752809,0.788990826,0.32780083,0.179487179,0.4125,0.540816327,0.846723647,0.392857143,0.382789318
farp1,0.00913242,0.024429967,0.14953271,0.016393443,0.008823529,0.085294118,0.022913257,0.012311902,0.125842697,0.114678899,0.033195021,0.032051282,0.154166667,0.112244898,0.064387464,0.178571429,0.026706231
si:ch211-235f1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000569801,0,0
ggact.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000569801,0.035714286,0
ggact.2,0,0,0,0,0,0,0.001636661,0,0.002247191,0,0,0,0,0,0,0,0
ggact.1,0,0.003257329,0,0,0,0,0,0,0.004494382,0.002293578,0.010373444,0.006410256,0,0.017006803,0.003988604,0.035714286,0.002967359
CU986306.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gpc6a,0,0,0,0,0,0,0,0,0.002247191,0,0,0.003205128,0,0,0,0,0
gpc5a,0,0,0,0.098360656,0,0,0.001636661,0.001367989,0,0.004587156,0,0,0.0375,0.003401361,0,0,0.00148368
slitrk6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000569801,0,0
FP009765.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spry2,0.060502283,0.267100977,0.112149533,0.344262295,0.16372549,0.226470588,0.034369885,0.023255814,0.240449438,0.46559633,0.217842324,0.096153846,0.5,0.353741497,0.398860399,0.25,0.353115727
ndfip2,0.076484018,0.084690554,0.037383178,0.196721311,0.05,0.097058824,0.157119476,0.095759234,0.195505618,0.181192661,0.066390041,0.105769231,0.241666667,0.180272109,0.128774929,0.25,0.072700297
tuba8l2,0.00456621,0.011400651,0.747663551,0.016393443,0.005882353,0.252941176,0,0.001367989,0.352808989,0.04587156,0.093360996,0.009615385,0.3875,0.139455782,0.023931624,0.071428571,0.011869436
stk16,0.014840183,0.017915309,0.112149533,0.06557377,0.014705882,0.035294118,0.027823241,0.008207934,0.121348315,0.121559633,0.018672199,0.032051282,0.116666667,0.098639456,0.063247863,0.035714286,0.028189911
atic,0.00456621,0.270358306,0.121495327,0.06557377,0.025490196,0.088235294,0.008183306,0,0.298876404,0.481651376,0.300829876,0.096153846,0.245833333,0.268707483,0.373789174,0.142857143,0.178041543
mnx2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fn1b,0,0,0.028037383,0,0,0.005882353,0,0.001367989,0.092134831,0.009174312,0.014522822,0,0.1375,0.044217687,0.00968661,0,0
cpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nrp2a,0.074200913,0.021172638,0.121495327,0.049180328,0.033333333,0.161764706,0.044189853,0.034199726,0.303370787,0.483944954,0.141078838,0.032051282,0.1875,0.18707483,0.054700855,0.214285714,0.029673591
PARD3B,0.001141553,0.003257329,0.130841121,0,0.001960784,0,0.004909984,0.002735978,0.002247191,0.048165138,0.002074689,0.003205128,0.045833333,0.013605442,0.003988604,0.035714286,0.002967359
abcb6a,0,0,0,0,0,0,0,0,0.004494382,0.004587156,0,0.003205128,0,0.003401361,0.000569801,0,0.00148368
cnppd1,0.039954338,0.13029316,0.196261682,0.180327869,0.08627451,0.129411765,0.018003273,0.008207934,0.164044944,0.201834862,0.097510373,0.054487179,0.208333333,0.197278912,0.185754986,0.321428571,0.146884273
prkag3a,0,0,0,0,0,0,0.003273322,0,0,0,0,0,0,0,0,0.035714286,0
fam134a,0.007990868,0.006514658,0.028037383,0,0.005882353,0.002941176,0.016366612,0.004103967,0.024719101,0.027522936,0.012448133,0.003205128,0.008333333,0.027210884,0.027920228,0,0.010385757
mdh1b,0,0.001628664,0,0.06557377,0,0,0,0,0,0,0.002074689,0.003205128,0,0,0.000569801,0,0
fastkd2,0.005707763,0.024429967,0.056074766,0,0.003921569,0.047058824,0.008183306,0.004103967,0.033707865,0.077981651,0.045643154,0.025641026,0.058333333,0.06462585,0.065527066,0,0.019287834
gtf3c3,0.021689498,0.034201954,0,0.016393443,0.020588235,0.026470588,0.019639935,0.020519836,0.042696629,0.071100917,0.03526971,0.025641026,0.05,0.051020408,0.051282051,0,0.028189911
hecw2b,0.017123288,0.027687296,0.018691589,0.016393443,0.014705882,0.026470588,0.055646481,0.019151847,0.042696629,0.032110092,0.033195021,0.016025641,0.0375,0.06462585,0.027350427,0.142857143,0.025222552
klf7a,0.146118721,0.104234528,0.093457944,0.37704918,0.08627451,0.05,0.28314239,0.168262654,0.085393258,0.160550459,0.082987552,0.346153846,0.158333333,0.119047619,0.095156695,0.071428571,0.117210682
si:ch211-93g23.2,0.001141553,0.003257329,0,0,0,0,0,0,0.002247191,0,0.002074689,0,0.004166667,0,0,0,0
ube2f,0.033105023,0.180781759,0.205607477,0.180327869,0.065686275,0.097058824,0.09492635,0.027359781,0.319101124,0.355504587,0.17219917,0.105769231,0.3125,0.265306122,0.293447293,0.285714286,0.175074184
AL929396.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
erbb4a,0,0,0,0,0,0,0.001636661,0,0,0,0,0,0,0,0,0,0
ERBB4 (1 of many),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148368
lancl1,0.033105023,0.074918567,0.037383178,0.081967213,0.058823529,0.070588235,0.047463175,0.017783858,0.157303371,0.167431193,0.080912863,0.044871795,0.1125,0.153061224,0.139031339,0,0.056379822
mylz3,0,0.009771987,0.009345794,0,0.002941176,0.008823529,0.003273322,0.001367989,0.026966292,0.020642202,0.012448133,0.025641026,0.016666667,0.010204082,0.006837607,0,0.004451039
pcnp,0.107305936,0.2247557,0.186915888,0.213114754,0.148039216,0.15,0.160392799,0.124487004,0.319101124,0.376146789,0.201244813,0.128205128,0.241666667,0.316326531,0.415384615,0.214285714,0.206231454
mxa,0,0,0.037383178,0,0,0,0,0,0,0,0,0,0.016666667,0,0,0,0
mxb,0,0,0.009345794,0,0.000980392,0,0.001636661,0,0,0.002293578,0,0,0,0,0.001139601,0,0
efnb2b,0.01369863,0.03257329,0.009345794,0,0.014705882,0.026470588,0.001636661,0,0.035955056,0.100917431,0.020746888,0.009615385,0.041666667,0.013605442,0.10997151,0.142857143,0.025222552
arglu1b,0.196347032,0.335504886,0.224299065,0.409836066,0.197058824,0.167647059,0.194762684,0.153214774,0.42247191,0.493119266,0.211618257,0.272435897,0.345833333,0.414965986,0.545868946,0.178571429,0.362017804
eng1b,0.044520548,0.004885993,0.018691589,0.016393443,0.014705882,0.014705882,0.091653028,0.080711354,0.008988764,0.01146789,0.004149378,0.012820513,0,0,0.01025641,0,0.007418398
BX908756.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
radil,0.001141553,0,0,0,0,0,0.001636661,0,0,0,0,0,0.004166667,0,0.000569801,0,0
mmd2b,0,0,0,0,0,0,0.003273322,0,0,0,0,0,0,0,0,0,0
si:dkey-79f11.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-79f11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-79f11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-79f11.7,0,0,0.009345794,0,0,0,0,0,0,0.002293578,0,0,0,0,0,0,0
CR855320.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-79f11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkeyp-9d4.2,0,0,0,0,0,0,0.004909984,0,0,0,0,0,0,0,0,0,0
si:dkeyp-9d4.3,0,0,0,0,0.000980392,0,0.042553191,0.004103967,0,0,0,0.019230769,0,0,0.000569801,0,0
SLC5A10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000569801,0,0
FAM83G,0,0.001628664,0.009345794,0,0,0,0,0,0.004494382,0.004587156,0,0,0.025,0.010204082,0.000569801,0,0
grapb,0,0,0.018691589,0,0,0,0.003273322,0,0,0,0,0,0,0,0,0,0
cacna1hb,0,0,0,0,0,0,0.001636661,0,0,0,0,0,0,0,0,0,0
syngr3b,0.00913242,0.001628664,0.009345794,0,0.001960784,0.002941176,0.450081833,0.036935705,0,0,0.006224066,0.054487179,0.0125,0,0,0,0.002967359
myo15ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL928835.1,0,0,0,0,0,0,0,0,0.002247191,0,0,0,0,0,0.000569801,0,0
alkbh5,0.001141553,0.016286645,0.046728972,0.032786885,0.006862745,0.011764706,0.009819967,0.009575923,0.029213483,0.048165138,0.020746888,0.016025641,0.029166667,0.034013605,0.031908832,0.071428571,0.028189911
mief2,0.010273973,0.021172638,0.056074766,0.016393443,0.017647059,0.011764706,0.003273322,0.001367989,0.033707865,0.036697248,0.020746888,0.019230769,0.0625,0.037414966,0.042165242,0.035714286,0.026706231
smcr8b,0,0,0.009345794,0,0.001960784,0,0,0,0,0,0.002074689,0,0.008333333,0.003401361,0.000569801,0,0.002967359
zgc:112980,0.01369863,0.087947883,0.074766355,0.049180328,0.02254902,0.055882353,0.004909984,0.004103967,0.152808989,0.144495413,0.053941909,0.03525641,0.0875,0.132653061,0.178347578,0.107142857,0.057863501
ptcd1,0.019406393,0.058631922,0.056074766,0.049180328,0.01372549,0.044117647,0.026186579,0.009575923,0.083146067,0.116972477,0.062240664,0.022435897,0.066666667,0.06122449,0.090598291,0.071428571,0.038575668
AL928650.2,0,0,0,0,0.000980392,0,0,0,0,0,0,0,0,0.006802721,0.000569801,0,0
AL928650.3,0,0,0,0,0,0,0.001636661,0,0.002247191,0.002293578,0,0,0.004166667,0.003401361,0.001139601,0,0.00148368
si:ch211-160d14.15,0,0.001628664,0,0,0.001960784,0.002941176,0.001636661,0,0,0,0.002074689,0.003205128,0.008333333,0.003401361,0.003988604,0.035714286,0.002967359
si:ch211-160d14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL928650.1,0,0.003257329,0,0,0.000980392,0.017647059,0.001636661,0,0,0,0.006224066,0.003205128,0.004166667,0,0.000569801,0,0.00148368
fbxl18,0.011415525,0.037459283,0.028037383,0.032786885,0.009803922,0.029411765,0.006546645,0.002735978,0.053932584,0.05733945,0.020746888,0.012820513,0.0375,0.030612245,0.052991453,0,0.023738872
actb1,0.925799087,0.969055375,0.925233645,0.983606557,0.982352941,0.997058824,0.908346972,0.885088919,0.991011236,0.990825688,0.977178423,0.951923077,0.991666667,0.993197279,0.936752137,1,0.986646884
fscn1b,0,0,0,0,0,0,0.006546645,0,0,0,0,0,0,0,0,0,0
abcg2b,0,0,0,0,0,0,0,0,0,0,0,0,0.004166667,0,0,0,0
zgc:77849,0.609589041,0.566775244,0.654205607,0.754098361,0.583333333,0.629411765,0.641571195,0.575923393,0.748314607,0.733944954,0.531120332,0.689102564,0.7625,0.738095238,0.727635328,0.892857143,0.559347181
grin2ab,0,0,0,0,0,0,0.001636661,0,0,0,0,0,0,0,0,0,0
CT573178.1,0,0,0,0,0,0,0,0,0.002247191,0,0,0,0,0,0.000569801,0,0
socs1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU467110.1,0.002283105,0.001628664,0.009345794,0.016393443,0,0.002941176,0.004909984,0.001367989,0,0.006880734,0.004149378,0,0,0.003401361,0.002279202,0,0.00148368
si:ch73-191k20.3,0.011415525,0.006514658,0.037383178,0.016393443,0.005882353,0.008823529,0.032733224,0.019151847,0.006741573,0.016055046,0.01659751,0.019230769,0.0125,0.030612245,0.006267806,0,0.007418398
tlr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prkcba,0,0.001628664,0,0,0.001960784,0,0.008183306,0,0.004494382,0,0.002074689,0,0.0125,0.013605442,0.000569801,0,0.004451039
cacng3a,0,0.001628664,0,0,0,0,0,0.001367989,0,0,0,0,0,0,0.000569801,0,0.00148368
si:ch211-14k19.8,0,0,0,0,0,0.002941176,0.001636661,0,0.002247191,0,0.004149378,0.012820513,0,0,0,0.071428571,0
vap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vap.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ndufab1a,0.106164384,0.464169381,0.485981308,0.278688525,0.142156863,0.391176471,0.28314239,0.093023256,0.815730337,0.850917431,0.466804979,0.46474359,0.658333333,0.717687075,0.839316239,0.75,0.43620178
palb2,0.002283105,0.042345277,0.037383178,0.016393443,0.006862745,0.014705882,0,0,0.069662921,0.091743119,0.033195021,0.019230769,0.0625,0.102040816,0.101994302,0.071428571,0.028189911
zgc:152698,0,0,0,0,0,0.002941176,0,0,0,0.004587156,0,0.003205128,0.004166667,0.006802721,0.000569801,0,0
plk1,0.087899543,0.415309446,0.186915888,0.229508197,0.156862745,0.220588235,0.003273322,0.009575923,0.440449438,0.48853211,0.221991701,0.086538462,0.354166667,0.357142857,0.567521368,0.357142857,0.379821958
BX004779.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ern2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chtf18,0.020547945,0.211726384,0.093457944,0.114754098,0.033333333,0.079411765,0,0.002735978,0.215730337,0.243119266,0.097510373,0.044871795,0.15,0.159863946,0.337321937,0.107142857,0.1884273
gng13a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkeyp-57d7.4,0,0,0.018691589,0,0,0,0,0,0,0,0,0,0,0,0.000569801,0,0
zgc:136472,0,0.001628664,0,0,0,0,0.001636661,0,0.002247191,0,0,0,0,0.003401361,0.001139601,0,0
ubn1,0.00456621,0,0,0,0.003921569,0,0.014729951,0.004103967,0,0,0,0,0,0.003401361,0.001709402,0,0
BX323038.1,0,0,0,0,0.000980392,0,0,0,0,0,0,0,0,0.003401361,0,0,0
uncx4.1,0.191780822,0.011400651,0,0,0.021568627,0.014705882,0.147299509,0.248974008,0.024719101,0.004587156,0.018672199,0.028846154,0.008333333,0.044217687,0.003988604,0.142857143,0.010385757
micall2b,0.026255708,0.083061889,0.177570093,0.06557377,0.059803922,0.047058824,0.003273322,0,0.038202247,0.050458716,0.033195021,0.022435897,0.075,0.044217687,0.085470085,0,0.167655786
si:ch73-12o23.1,0.005707763,0.011400651,0.028037383,0,0.008823529,0.005882353,0.006546645,0.004103967,0.051685393,0.048165138,0.004149378,0.016025641,0.029166667,0.034013605,0.026210826,0.035714286,0.005934718
elfn1b,0.003424658,0,0,0.016393443,0,0,0.009819967,0.004103967,0,0,0,0,0,0,0,0,0
ugt5b5,0,0,0.009345794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ugt5b2,0.003424658,0,0.028037383,0.016393443,0,0.020588235,0,0,0.013483146,0.002293578,0.004149378,0,0.05,0.006802721,0.000569801,0.142857143,0.004451039
ugt5b3,0,0.001628664,0,0,0,0,0,0,0,0,0,0,0,0.006802721,0,0,0
ugt5b2.1,0,0,0,0,0.000980392,0,0,0,0.006741573,0,0.002074689,0,0.004166667,0.003401361,0.000569801,0,0
ugt5b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mad1l1,0.019406393,0.146579805,0.065420561,0.06557377,0.045098039,0.067647059,0.016366612,0.005471956,0.112359551,0.188073394,0.078838174,0.051282051,0.1375,0.119047619,0.209116809,0.071428571,0.151335312
pmm2,0.012557078,0.081433225,0.523364486,0.213114754,0.021568627,0.144117647,0.016366612,0.004103967,0.2,0.197247706,0.10373444,0.067307692,0.375,0.221088435,0.135042735,0.25,0.080118694
zgc:56409,0.005707763,0.013029316,0.009345794,0,0.008823529,0.002941176,0.004909984,0.004103967,0.031460674,0.018348624,0.008298755,0.003205128,0.029166667,0.020408163,0.025641026,0.071428571,0.019287834
rgs11,0,0,0,0,0,0,0.008183306,0,0.002247191,0.002293578,0,0.012820513,0,0,0.000569801,0,0
tmem8a,0,0,0.009345794,0,0,0,0,0,0,0,0,0,0,0,0.000569801,0,0
pdia2,0,0,0,0,0,0,0,0,0.002247191,0,0,0,0,0.006802721,0,0,0
si:dkeyp-75b4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkeyp-75b4.7,0,0.003257329,0.009345794,0,0,0.011764706,0.008183306,0.001367989,0.017977528,0.016055046,0.002074689,0.003205128,0.004166667,0.003401361,0.011396011,0,0.007418398
si:dkeyp-75b4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkeyp-75b4.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trim2b,0.003424658,0,0,0,0.002941176,0,0.04091653,0.009575923,0,0,0,0.019230769,0.0125,0.006802721,0.011965812,0,0.00148368
rnf175,0.037671233,0.070032573,0.14953271,0.262295082,0.020588235,0.035294118,0.220949264,0.054719562,0.04494382,0.077981651,0.033195021,0.08974359,0.158333333,0.098639456,0.082051282,0,0.06231454
fgb,0,0,0,0,0,0.002941176,0.001636661,0,0,0,0,0,0,0,0,0,0
fga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch73-132f6.5,0,0.009771987,0.009345794,0.016393443,0.002941176,0.008823529,0.001636661,0,0.013483146,0.004587156,0.008298755,0.012820513,0.0125,0.006802721,0.01025641,0.035714286,0.002967359
