Gene,DifferentiatingProgenitors_44hpf,DorsalProgenitors_24hpf,Epidermis,FloorPlate,GlialCells,HeadMesenchymeAndEpidermis,HindbrainNeurons,ImmatureNeurons,Mesendoderm_16hpf_24hpf,NeuralCrest_16hpf,NeuralCrest_24hpf_44hpf,OticAndCranialGanglia,OticVesicle,PharyngealArches,Progenitors_16hpf,Vasculature,VMP_24hpf
lratb,0.085616438,0.348534202,0.168224299,0.31147541,0.200980392,0.364705882,0.014729951,0.021887825,0.325842697,0.658256881,0.221991701,0.016025641,0.183333333,0.37414966,0.213675214,0,0.227002967
lratb.2,0.025114155,0.087947883,0.028037383,0.016393443,0.052941176,0.041176471,0.006546645,0.004103967,0.013483146,0.043577982,0.03526971,0.003205128,0.025,0.044217687,0.010826211,0,0.053412463
rbm46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148368
npy2rl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eif3f,0.839041096,0.978827362,0.91588785,0.918032787,0.845098039,0.95,0.83797054,0.818057456,0.970786517,0.98853211,0.956431535,0.955128205,0.966666667,0.969387755,0.979487179,0.928571429,0.964391691
zgc:77880,0.063926941,0.089576547,0.121495327,0.06557377,0.041176471,0.026470588,0.188216039,0.083447332,0.06741573,0.096330275,0.033195021,0.131410256,0.154166667,0.115646259,0.128774929,0.142857143,0.084569733
tmem55bb,0,0,0.009345794,0,0,0,0.004909984,0.001367989,0,0.006880734,0,0,0,0,0.001709402,0,0
FRMD7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dachb,0.081050228,0.01465798,0.018691589,0.131147541,0.009803922,0.05,0.126022913,0.035567715,0.058426966,0.020642202,0.012448133,0.201923077,0.033333333,0.040816327,0.010826211,0.071428571,0.008902077
tnrc5,0.046803653,0.118892508,0.121495327,0.114754098,0.034313725,0.064705882,0.188216039,0.050615595,0.123595506,0.114678899,0.041493776,0.112179487,0.2,0.149659864,0.133903134,0.071428571,0.106824926
trpc5a,0,0,0,0,0,0,0.001636661,0,0,0,0,0,0,0,0,0,0
zgc:174945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003401361,0,0,0
si:dkey-31e10.1,0,0.003257329,0,0,0,0,0,0,0,0.002293578,0.002074689,0,0,0,0.001709402,0,0.00148368
AL953910.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-31e10.5,0,0.004885993,0.009345794,0.016393443,0.005882353,0,0,0.001367989,0.006741573,0.01146789,0.004149378,0,0.008333333,0.013605442,0.01025641,0.035714286,0.011869436
MPC2 (1 of many),0.00456621,0.004885993,0.018691589,0,0,0.002941176,0.036006547,0.010943912,0.002247191,0.018348624,0.002074689,0,0.008333333,0.010204082,0.003988604,0,0.00148368
atp1b1b,0.00456621,0,0.074766355,0,0.000980392,0,0.062193126,0.002735978,0,0,0,0.016025641,0.004166667,0.003401361,0.001709402,0,0
cnga3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFAP221,0,0,0,0.016393443,0,0,0,0,0,0,0,0,0.008333333,0,0.000569801,0,0
crfb15,0.001141553,0.009771987,0,0.016393443,0,0.005882353,0.001636661,0.002735978,0,0,0.006224066,0,0.008333333,0,0.007407407,0,0.005934718
dmd,0.01369863,0.021172638,0.009345794,0.06557377,0.017647059,0.020588235,0.027823241,0.009575923,0.049438202,0.03440367,0.018672199,0.022435897,0.0125,0.051020408,0.047293447,0,0.011869436
casc5,0.01826484,0.110749186,0.046728972,0.049180328,0.02254902,0.044117647,0,0.001367989,0.130337079,0.146788991,0.053941909,0.016025641,0.120833333,0.112244898,0.191452991,0,0.083086053
knstrn,0.017123288,0.105863192,0.028037383,0.016393443,0.031372549,0.044117647,0,0,0.06741573,0.064220183,0.053941909,0.016025641,0.066666667,0.047619048,0.078632479,0.035714286,0.089020772
sdk1b,0.015981735,0.027687296,0.018691589,0,0.030392157,0.002941176,0.006546645,0.001367989,0.002247191,0.006880734,0.004149378,0.022435897,0.004166667,0.034013605,0.007407407,0,0.051928783
CHST12 (1 of many),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHST12 (1 of many).1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHST12 (1 of many).2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHST12 (1 of many).3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000569801,0,0
CHST12 (1 of many).4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNA12 (1 of many),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000569801,0,0
brat1,0.005707763,0.019543974,0.009345794,0.016393443,0.016666667,0.014705882,0.001636661,0.004103967,0.020224719,0.013761468,0.004149378,0.025641026,0.025,0.006802721,0.03019943,0.071428571,0.014836795
eif3bb,0,0.001628664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148368
si:dkey-26i13.8,0,0,0,0.032786885,0,0,0,0,0,0,0,0.003205128,0.004166667,0.003401361,0.000569801,0,0
chst12b,0,0,0,0.016393443,0,0,0,0,0,0,0,0,0,0,0.000569801,0,0
BX569778.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ttyh3b,0.02283105,0.053745928,0.018691589,0.032786885,0.034313725,0.058823529,0.137479542,0.034199726,0.069662921,0.075688073,0.06846473,0.064102564,0.045833333,0.034013605,0.096866097,0,0.034124629
iqce,0.01826484,0.024429967,0.037383178,0.180327869,0.019607843,0.014705882,0.016366612,0.025991792,0.038202247,0.027522936,0.014522822,0.009615385,0.054166667,0.037414966,0.04045584,0.035714286,0.023738872
snx8b,0,0,0,0.016393443,0,0,0.001636661,0,0.004494382,0.006880734,0,0,0,0,0.002279202,0.035714286,0.004451039
grk4,0.097031963,0.13029316,0.168224299,0.213114754,0.094117647,0.155882353,0.145662848,0.098495212,0.235955056,0.155963303,0.130705394,0.112179487,0.245833333,0.24829932,0.198290598,0.321428571,0.154302671
tspan5b,0.017123288,0.016286645,0,0,0.016666667,0.014705882,0.011456628,0.012311902,0.035955056,0.052752294,0.024896266,0.012820513,0.016666667,0.027210884,0.02962963,0.107142857,0.016320475
slc24a2,0.001141553,0.001628664,0,0,0,0.005882353,0,0,0.006741573,0,0,0.003205128,0,0.003401361,0.005698006,0,0
si:dkey-58j15.11,0.002283105,0.008143322,0.373831776,0,0.002941176,0.017647059,0.009819967,0.004103967,0.008988764,0.032110092,0.026970954,0.025641026,0.108333333,0.030612245,0.00968661,0,0.023738872
saraf,0.006849315,0.01465798,0.028037383,0,0.004901961,0.005882353,0.003273322,0.001367989,0.029213483,0.027522936,0.010373444,0.006410256,0.029166667,0.020408163,0.028490028,0,0.019287834
pla2g12a,0.005707763,0.050488599,0.037383178,0.032786885,0.016666667,0.014705882,0.004909984,0.001367989,0.06741573,0.052752294,0.024896266,0.032051282,0.058333333,0.037414966,0.036467236,0.178571429,0.045994065
si:dkey-58j15.10,0,0,0,0,0,0,0,0,0.002247191,0,0,0,0,0,0,0,0
xpa,0.001141553,0.003257329,0,0,0.002941176,0,0.001636661,0,0.002247191,0.002293578,0.004149378,0.003205128,0.008333333,0,0.002279202,0,0.004451039
mtp,0,0,0.009345794,0,0.000980392,0.044117647,0,0,0.015730337,0,0,0,0,0.003401361,0.001139601,0,0
spink4,0,0,0.140186916,0,0,0.005882353,0,0,0,0,0,0,0.008333333,0.044217687,0.001139601,0,0
b4galt1,0,0,0.252336449,0,0,0.008823529,0.001636661,0,0,0,0,0,0.020833333,0.010204082,0.001139601,0,0
stra6l,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003401361,0.000569801,0,0
tdrd7a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tmod1,0,0,0,0,0,0,0,0,0.042696629,0,0,0,0.004166667,0.003401361,0.000569801,0,0
cplx2l,0.062785388,0.026058632,0.037383178,0.016393443,0.021568627,0.017647059,0.74304419,0.313269494,0.013483146,0.048165138,0.026970954,0.128205128,0.033333333,0.027210884,0.016524217,0,0.014836795
gne,0.034246575,0.04723127,0.056074766,0.081967213,0.02745098,0.052941176,0.073649755,0.041039672,0.083146067,0.075688073,0.03526971,0.057692308,0.070833333,0.074829932,0.07977208,0.071428571,0.040059347
nansa,0.020547945,0.117263844,0.186915888,0.147540984,0.037254902,0.105882353,0.062193126,0.008207934,0.184269663,0.270642202,0.12033195,0.076923077,0.2125,0.19047619,0.178347578,0.035714286,0.114243323
clta,0.369863014,0.679153094,0.514018692,0.590163934,0.331372549,0.602941176,0.659574468,0.326949384,0.817977528,0.80733945,0.585062241,0.570512821,0.791666667,0.738095238,0.802849003,0.821428571,0.715133531
sclt1,0.015981735,0.070032573,0.08411215,0.06557377,0.014705882,0.035294118,0.008183306,0.004103967,0.056179775,0.061926606,0.029045643,0.016025641,0.0375,0.068027211,0.070655271,0,0.048961424
zgc:77739,0.007990868,0.040716612,0.140186916,0.06557377,0.006862745,0.038235294,0.004909984,0.008207934,0.087640449,0.105504587,0.053941909,0.032051282,0.129166667,0.115646259,0.097435897,0.035714286,0.03115727
CU550719.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pcdh10a,0.00456621,0.001628664,0.009345794,0,0.014705882,0,0.031096563,0.010943912,0.08988764,0.020642202,0.006224066,0.006410256,0.166666667,0.027210884,0.007407407,0,0.002967359
BX323031.1,0,0,0,0,0,0,0,0,0.002247191,0,0.002074689,0.003205128,0,0.003401361,0.000569801,0,0
BX323837.1,0,0,0,0,0,0,0,0,0,0.002293578,0,0,0,0,0,0,0
si:dkey-5n7.2,0.01369863,0.050488599,0.018691589,0.016393443,0.021568627,0.026470588,0,0,0.017977528,0.020642202,0.031120332,0.019230769,0.0375,0.017006803,0.021652422,0.035714286,0.043026706
pcdh18a,0.055936073,0.19218241,0.009345794,0.081967213,0.105882353,0.267647059,0.037643208,0.016415869,0.085393258,0.064220183,0.323651452,0.032051282,0.079166667,0.040816327,0.20968661,0.285714286,0.212166172
NOCT (1 of many),0,0,0,0,0.000980392,0,0,0,0.002247191,0,0,0.003205128,0,0,0.000569801,0,0
elf2b,0.076484018,0.285016287,0.093457944,0.213114754,0.088235294,0.1,0.101472995,0.067031464,0.319101124,0.417431193,0.159751037,0.166666667,0.304166667,0.316326531,0.428490028,0.5,0.265578635
hpf1,0.028538813,0.470684039,0.196261682,0.213114754,0.065686275,0.173529412,0.031096563,0.010943912,0.507865169,0.596330275,0.251037344,0.182692308,0.333333333,0.397959184,0.689458689,0.321428571,0.399109792
ANK2,0.003424658,0,0.009345794,0,0.001960784,0,0.130932897,0.013679891,0.006741573,0.002293578,0.002074689,0.169871795,0,0,0.001139601,0,0.007418398
camk2d2,0.020547945,0.003257329,0.018691589,0,0.004901961,0.005882353,0.404255319,0.135430917,0,0,0.014522822,0.076923077,0,0,0,0,0
PF4V1,0,0,0.028037383,0,0.000980392,0,0.003273322,0,0.002247191,0,0,0,0.095833333,0.006802721,0,0,0
PDE5A (1 of many),0,0,0,0,0,0,0.006546645,0,0.002247191,0.002293578,0,0.003205128,0,0,0.001709402,0,0
ppp2r2ca,0.002283105,0,0.009345794,0,0,0.002941176,0.119476268,0.019151847,0,0.009174312,0.002074689,0.012820513,0.004166667,0,0.000569801,0,0.00148368
wfs1a,0,0,0,0,0,0,0,0,0,0.002293578,0,0,0,0,0.001139601,0,0
crmp1,0.003424658,0.001628664,0,0,0.000980392,0.002941176,0.09492635,0.01504788,0.002247191,0,0,0.016025641,0,0,0.002279202,0,0.004451039
BX530018.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fip1l1b,0.099315068,0.268729642,0.196261682,0.163934426,0.12254902,0.141176471,0.088379705,0.065663475,0.242696629,0.305045872,0.163900415,0.163461538,0.2375,0.261904762,0.408547009,0.107142857,0.270029674
BX530018.2,0,0.011400651,0.009345794,0,0.002941176,0.008823529,0.01309329,0.002735978,0.013483146,0.020642202,0.01659751,0,0.0125,0.010204082,0.012535613,0.071428571,0.007418398
chic2,0.087899543,0.166123779,0.224299065,0.147540984,0.093137255,0.167647059,0.111292962,0.079343365,0.341573034,0.30733945,0.143153527,0.227564103,0.2875,0.30952381,0.288319088,0.142857143,0.158753709
slc34a2a,0,0,0,0,0,0,0,0,0,0,0.002074689,0.003205128,0,0,0,0,0
rbpja,0.047945205,0.146579805,0.102803738,0.131147541,0.081372549,0.108823529,0.031096563,0.013679891,0.195505618,0.245412844,0.105809129,0.131410256,0.2375,0.200680272,0.24045584,0.178571429,0.140949555
CR847936.1,0.003424658,0.021172638,0.009345794,0.049180328,0.012745098,0.017647059,0.003273322,0.002735978,0.083146067,0.038990826,0.024896266,0.003205128,0.020833333,0.010204082,0.044444444,0.107142857,0.016320475
si:dkey-194g4.1,0.011415525,0.022801303,0,0,0.015686275,0.038235294,0.016366612,0.010943912,0.069662921,0.052752294,0.029045643,0.022435897,0.070833333,0.078231293,0.061538462,0,0.026706231
CR847936.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR847936.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR847936.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR847936.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR847936.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR847936.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR847936.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU138548.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU138548.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU138548.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU138548.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU138548.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU138548.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU138548.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU138548.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU138548.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pcdh7a,0.001141553,0.004885993,0,0,0.001960784,0.002941176,0.091653028,0.024623803,0,0.006880734,0.006224066,0.057692308,0.058333333,0.013605442,0.001709402,0,0
itln1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003401361,0,0,0
hgsnat,0.001141553,0.003257329,0.009345794,0,0,0,0.003273322,0,0.011235955,0.006880734,0.002074689,0,0.0125,0.006802721,0.005128205,0,0.002967359
pi4k2b,0.033105023,0.053745928,0.102803738,0.213114754,0.018627451,0.047058824,0.078559738,0.023255814,0.166292135,0.185779817,0.053941909,0.096153846,0.1875,0.105442177,0.122507123,0.071428571,0.060830861
DLC1,0.01369863,0.030944625,0.355140187,0.163934426,0.006862745,0.464705882,0.014729951,0.019151847,0.595505618,0.752293578,0.342323651,0.266025641,0.516666667,0.397959184,0.094586895,0.607142857,0.023738872
tusc3,0.101598174,0.156351792,0.074766355,0.098360656,0.107843137,0.094117647,0.265139116,0.12995896,0.053932584,0.061926606,0.114107884,0.128205128,0.15,0.095238095,0.1002849,0,0.175074184
fgf20a,0.002283105,0,0,0,0,0,0.022913257,0.002735978,0,0,0,0.003205128,0.004166667,0,0,0,0
micu3a,0.003424658,0.001628664,0,0,0.001960784,0.008823529,0.106382979,0.009575923,0.002247191,0.006880734,0.004149378,0.016025641,0.016666667,0.027210884,0.001709402,0,0.00148368
vps37a,0.062785388,0.086319218,0.168224299,0.147540984,0.054901961,0.091176471,0.073649755,0.045143639,0.107865169,0.119266055,0.078838174,0.092948718,0.145833333,0.12585034,0.086039886,0.071428571,0.081602374
mtmr7b,0.030821918,0.003257329,0,0.016393443,0.004901961,0.002941176,0.037643208,0.02872777,0,0.009174312,0.004149378,0.038461538,0.008333333,0.003401361,0.002279202,0,0.005934718
mtus1b,0.069634703,0.019543974,0.205607477,0.245901639,0.068627451,0.035294118,0.211129296,0.136798906,0.139325843,0.222477064,0.053941909,0.019230769,0.229166667,0.088435374,0.023931624,0.107142857,0.038575668
pcm1,0.02739726,0.17752443,0.196261682,0.147540984,0.061764706,0.05,0.034369885,0.01504788,0.123595506,0.107798165,0.070539419,0.067307692,0.158333333,0.183673469,0.275213675,0.035714286,0.182492582
asah1b,0.003424658,0.001628664,0.08411215,0,0.001960784,0.008823529,0.01309329,0,0.020224719,0.043577982,0.004149378,0.028846154,0.066666667,0.06462585,0.01025641,0.035714286,0
frg1,0.019406393,0.035830619,0.009345794,0.049180328,0.024509804,0.035294118,0.009819967,0.006839945,0.060674157,0.082568807,0.039419087,0.032051282,0.041666667,0.06462585,0.099145299,0.071428571,0.03115727
BX511093.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fat1a,0.128995434,0.185667752,0.186915888,0.524590164,0.145098039,0.211764706,0.073649755,0.025991792,0.478651685,0.410550459,0.246887967,0.169871795,0.45,0.452380952,0.371509972,0.142857143,0.247774481
casp3a,0.061643836,0.091205212,0.074766355,0.06557377,0.070588235,0.126470588,0.194762684,0.062927497,0.042696629,0.073394495,0.074688797,0.227564103,0.191666667,0.095238095,0.075213675,0.178571429,0.089020772
acsl1a,0.011415525,0.003257329,0.065420561,0,0.003921569,0.020588235,0.022913257,0.006839945,0.038202247,0.027522936,0.026970954,0.012820513,0.058333333,0.06462585,0.004558405,0,0.005934718
helt,0,0,0,0,0,0,0,0,0,0.002293578,0,0,0,0.003401361,0.004558405,0,0.002967359
si:dkey-256e7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-256e7.5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slc25a4,0,0,0,0,0.000980392,0,0,0,0,0,0,0,0,0,0,0,0
cfap97,0.00456621,0.040716612,0.018691589,0.081967213,0.011764706,0.023529412,0.024549918,0.010943912,0.078651685,0.112385321,0.026970954,0.03525641,0.058333333,0.030612245,0.112250712,0,0.041543027
ankrd37,0.001141553,0.001628664,0,0,0.000980392,0,0,0,0,0.002293578,0.002074689,0,0,0,0.001709402,0,0.00148368
ufsp2,0.014840183,0.070032573,0.168224299,0.081967213,0.015686275,0.070588235,0.083469722,0.01504788,0.105617978,0.155963303,0.082987552,0.060897436,0.15,0.132653061,0.084330484,0.142857143,0.060830861
si:dkey-256e7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdlim3a,0,0,0,0,0,0,0.001636661,0,0.002247191,0,0,0,0,0,0,0,0
sorbs2a,0,0,0,0,0,0,0.004909984,0,0,0,0,0,0,0,0,0,0
tlr3,0,0,0,0,0,0,0,0,0.004494382,0.002293578,0.002074689,0,0,0,0.001139601,0,0
cyp4v8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mtnr1aa,0,0,0,0,0,0,0.001636661,0,0.002247191,0,0,0,0,0,0.000569801,0,0
klf3,0.001141553,0.021172638,0.345794393,0.06557377,0.003921569,0.079411765,0.003273322,0.002735978,0.096629213,0.013761468,0.05186722,0.012820513,0.15,0.163265306,0.028490028,0.5,0.014836795
klhl5,0,0,0,0,0,0,0.001636661,0,0,0,0,0,0,0,0,0,0
si:dkey-192k22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fam114a1,0.001141553,0.009771987,0.046728972,0.147540984,0.002941176,0.147058824,0.003273322,0,0.051685393,0.043577982,0.026970954,0.006410256,0.133333333,0.023809524,0.005698006,0.071428571,0.008902077
tbc1d1,0.001141553,0.01465798,0.074766355,0.262295082,0.011764706,0.026470588,0,0.002735978,0.026966292,0.110091743,0.024896266,0.022435897,0.075,0.051020408,0.037606838,0.178571429,0.020771513
pgm2,0.019406393,0.011400651,0.08411215,0.016393443,0.01372549,0.035294118,0.119476268,0.049247606,0.020224719,0.029816514,0.026970954,0.054487179,0.029166667,0.017006803,0.020512821,0.071428571,0.013353116
si:dkey-167i21.2,0.001141553,0.004885993,0.028037383,0,0.001960784,0.002941176,0.021276596,0.002735978,0.015730337,0.029816514,0.004149378,0.051282051,0.004166667,0.020408163,0.022222222,0,0.002967359
slc25a51a,0.001141553,0,0,0,0,0,0.016366612,0.001367989,0,0,0.002074689,0,0,0,0.001139601,0,0
zgc:195282,0,0.001628664,0,0,0,0.002941176,0,0,0.004494382,0.002293578,0,0,0,0.003401361,0.001139601,0,0
rnf38,0.077625571,0.06514658,0.186915888,0.131147541,0.059803922,0.055882353,0.126022913,0.079343365,0.074157303,0.199541284,0.056016598,0.121794872,0.191666667,0.119047619,0.1002849,0.142857143,0.077151335
limch1a,0.003424658,0.016286645,0.009345794,0.016393443,0.002941176,0.005882353,0.004909984,0,0.020224719,0.009174312,0.006224066,0.028846154,0.004166667,0.020408163,0.024501425,0,0.011869436
phox2ba,0.023972603,0.003257329,0,0,0.004901961,0.002941176,0,0.001367989,0,0,0.002074689,0,0,0,0,0,0
exosc9,0.037671233,0.138436482,0.112149533,0.06557377,0.037254902,0.079411765,0.029459902,0.032831737,0.229213483,0.28440367,0.141078838,0.08974359,0.179166667,0.24829932,0.243874644,0.107142857,0.109792285
ptpn9b,0,0.001628664,0.009345794,0.016393443,0,0.005882353,0,0,0.008988764,0.006880734,0,0,0.004166667,0.003401361,0.004558405,0,0.002967359
ptprdb,0.002283105,0,0,0,0.000980392,0,0.047463175,0.002735978,0.002247191,0,0,0.03525641,0.004166667,0.003401361,0.000569801,0.035714286,0
si:dkeyp-118a3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003401361,0.000569801,0,0
tyrp1b,0.00913242,0.004885993,0,0,0.010784314,0.002941176,0.008183306,0.010943912,0,0.009174312,0.010373444,0,0,0.020408163,0,0,0.002967359
rbm47,0,0.006514658,0.336448598,0,0,0.026470588,0.001636661,0,0.011235955,0.018348624,0.004149378,0.006410256,0.1625,0.098639456,0.00968661,0,0
lap3,0.00456621,0.029315961,0.037383178,0.016393443,0.009803922,0.020588235,0.018003273,0.004103967,0.049438202,0.075688073,0.041493776,0.028846154,0.029166667,0.044217687,0.072364672,0,0.029673591
clockb,0.001141553,0.004885993,0.009345794,0.016393443,0.002941176,0.008823529,0.001636661,0,0.006741573,0.025229358,0.006224066,0.003205128,0.0125,0.010204082,0.014814815,0.035714286,0.008902077
kitb,0.001141553,0,0,0,0,0,0,0,0,0,0,0,0.008333333,0,0,0,0
clrn2,0,0,0,0,0,0,0.001636661,0,0,0,0.002074689,0,0,0,0,0,0
smc2,0.063926941,0.475570033,0.214953271,0.180327869,0.109803922,0.205882353,0.008183306,0.008207934,0.46741573,0.504587156,0.242738589,0.131410256,0.316666667,0.397959184,0.604558405,0.321428571,0.464391691
si:dkey-245p14.4,0,0,0,0,0,0,0.001636661,0,0,0,0,0,0,0,0,0,0
si:dkey-245p14.7,0.037671233,0.052117264,0.056074766,0.016393443,0.032352941,0.032352941,0.044189853,0.013679891,0.083146067,0.107798165,0.031120332,0.067307692,0.129166667,0.071428571,0.092307692,0.142857143,0.044510386
BX548248.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbxo10,0,0.001628664,0.009345794,0,0.001960784,0.002941176,0,0,0,0.004587156,0,0,0.008333333,0.006802721,0.003988604,0,0
polr1e,0.007990868,0.087947883,0.056074766,0.06557377,0.024509804,0.073529412,0.008183306,0.002735978,0.150561798,0.247706422,0.107883817,0.064102564,0.116666667,0.227891156,0.175498575,0.071428571,0.066765579
tmem192,0.014840183,0.04723127,0.121495327,0.049180328,0.024509804,0.029411765,0.044189853,0.023255814,0.062921348,0.064220183,0.05186722,0.044871795,0.108333333,0.105442177,0.04045584,0.035714286,0.050445104
apela,0.02283105,0.074918567,0.205607477,0.426229508,0.020588235,0.052941176,0.01309329,0.005471956,0.316853933,0.089449541,0.12033195,0.012820513,0.233333333,0.482993197,0.382905983,0,0.154302671
BX323590.2,0,0.001628664,0.476635514,0,0.000980392,0,0.001636661,0,0,0,0.002074689,0,0.008333333,0.074829932,0.002849003,0,0.00148368
1-Mar,0,0,0,0.016393443,0,0,0.001636661,0,0,0,0,0.003205128,0,0.003401361,0.000569801,0,0
tma16,0.01826484,0.114006515,0.177570093,0.049180328,0.039215686,0.097058824,0.031096563,0.01504788,0.269662921,0.433486239,0.178423237,0.083333333,0.204166667,0.217687075,0.307692308,0.25,0.096439169
FNIP2,0,0.001628664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BX323590.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000569801,0,0
grhprb,0,0,0.009345794,0,0,0,0.003273322,0,0,0.002293578,0.004149378,0,0.004166667,0.003401361,0.002279202,0,0
UBA6,0.015981735,0.06514658,0.046728972,0.016393443,0.018627451,0.023529412,0.049099836,0.012311902,0.035955056,0.048165138,0.045643154,0.038461538,0.058333333,0.037414966,0.046723647,0,0.056379822
apbb2b,0.020547945,0.009771987,0.009345794,0,0.015686275,0.035294118,0.027823241,0.016415869,0.049438202,0.036697248,0.022821577,0.032051282,0.05,0.020408163,0.01025641,0.178571429,0.017804154
mettl14,0.020547945,0.091205212,0.046728972,0.06557377,0.030392157,0.032352941,0.016366612,0.005471956,0.101123596,0.137614679,0.085062241,0.028846154,0.0875,0.115646259,0.15042735,0,0.108308605
prss12,0.002283105,0.003257329,0,0.049180328,0,0.020588235,0.014729951,0,0.004494382,0.029816514,0.004149378,0.051282051,0.0375,0.023809524,0.003988604,0,0.007418398
ndst3,0.055936073,0.089576547,0,0.016393443,0.318627451,0.011764706,0.078559738,0.009575923,0.020224719,0.080275229,0.012448133,0.032051282,0.025,0.023809524,0.275783476,0.035714286,0.178041543
