Gene,Amacrine,Bipolar,Cone,Cornea,Horizontal,Muller Glia,RGC,Rod,RPE,Microglia
si:dkey-48p11.3,0.008701257,0.004900644,0.014459415,0.024096386,0.007340946,0.014814815,0.01821061,0.004555809,0.028443114,0.041176471
slc41a2b,0.004834032,0.005236305,0.006901084,0.009370817,0.008972268,0.005761317,0.01266825,0.004555809,0.013473054,0.029411765
chst11,0.007412182,0.007854458,0.001314492,0.00669344,0.002039152,0.005761317,0.011084719,0.009111617,0.010479042,0
nfyba,0.0970029,0.045515575,0.085441998,0.104417671,0.091761827,0.075720165,0.14330958,0.031890661,0.115269461,0.123529412
hcfc2,0.006123107,0.001141246,0.001971738,0.001338688,0.00040783,0.005761317,0.003958828,0,0,0
avpr1ab,0.006767644,0.000469925,0.001314492,0.065595716,0.001631321,0.002469136,0.003958828,0,0.002994012,0
srgap1b,0.037060909,0.001611171,0.002300361,0,0.002446982,0.010699588,0.112430721,0,0.001497006,0
C4H12orf66,0.015146632,0.004162191,0.01183043,0.010709505,0.010195759,0.012345679,0.026128266,0.004555809,0.013473054,0.023529412
ipo8,0.010634869,0.006176155,0.010844561,0.010709505,0.004893964,0.028806584,0.030087094,0.002277904,0.03742515,0.035294118
tmtc1,0.053496616,0.017655747,0.072297075,0.137884873,0.018352365,0.046090535,0.054631829,0.022779043,0.019461078,0.005882353
zgc:55888,0.00257815,0.00127551,0.000328623,0.002677376,0,0.008230453,0.003958828,0.002277904,0.002994012,0
lmf2b,0.010957138,0.002752417,0.008872823,0.024096386,0.008564437,0.069958848,0.019002375,0.002277904,0.031437126,0.047058824
kitlgb,0,0,0.000657246,0.004016064,0,0.007407407,0.000791766,0,0,0
si:ch73-139j3.4,0.000966806,0.000134264,0.000657246,0,0,0,0.000791766,0,0,0
lsm8,0.154689011,0.101638024,0.181399934,0.175368139,0.123572594,0.147325103,0.205859066,0.045558087,0.238023952,0.294117647
shank3b,0.018691589,0.000335661,0.000657246,0.014725569,0,0.002469136,0.011084719,0,0,0
cdnf,0.000322269,0.000268528,0.000328623,0,0,0,0.001583531,0,0,0
hspa14,0.022236545,0.010741139,0.019388761,0.044176707,0.01141925,0.018930041,0.039588282,0.006833713,0.046407186,0.1
dclre1c,0.009023526,0.002148228,0.002628985,0.008032129,0.004486134,0.004938272,0.007917656,0.004555809,0.032934132,0.011764706
meig1,0.009668063,0.006176155,0.201445942,0.02811245,0.005301794,0.013168724,0.011876485,0.077448747,0.073353293,0.023529412
tmem243b,0.051885272,0.029135338,0.047978968,0.040160643,0.024469821,0.074897119,0.083135392,0.025056948,0.344311377,0.064705882
BX901962.2,0.016757976,0.003759398,0.008872823,0.001338688,0.006525285,0.01399177,0.037212985,0.009111617,0.005988024,0.005882353
BX901962.3,0.003222688,0.000872718,0.002628985,0,0.002039152,0.002469136,0.007917656,0.002277904,0,0
dmtf1,0.020302933,0.01013695,0.018731515,0.018741633,0.01182708,0.023868313,0.032462391,0.004555809,0.016467066,0.011764706
ELAPOR2,0.203673864,0.088144468,0.129148866,0.016064257,0.110929853,0.055967078,0.254948535,0.093394077,0.04491018,0.005882353
tspan9b,0.042861747,0.004229323,0.01183043,0.082998661,0.005709625,0.116049383,0.06175772,0.004555809,0.040419162,0
mical3b,0.011923945,0.004296455,0.040092014,0.026773762,0.002446982,0.003292181,0.019002375,0.002277904,0.004491018,0.211764706
svopl,0,0.000201396,0,0,0,0,0,0,0,0
si:dkeyp-27e10.3,0.05768611,0.014030612,0.0085442,0.00669344,0.004078303,0.012345679,0.115597783,0.013667426,0.01497006,0.005882353
parp12b,0.061553335,0.018595596,0.022346369,0.042838019,0.013050571,0.041152263,0.072842439,0.01594533,0.034431138,0.058823529
ttc41,0,0,0.000328623,0.002677376,0,0,0,0,0,0
hsp90b1,0.120206252,0.0349087,0.089714098,0.107095047,0.036704731,0.051028807,0.128266033,0.045558087,0.125748503,0.335294118
glt8d2,0.001289075,0.000335661,0.000985869,0.024096386,0.001223491,0,0.001583531,0,0,0
fbxo18,0.026426039,0.007451665,0.015116661,0.033467202,0.026101142,0.025514403,0.037212985,0.01594533,0.023952096,0.023529412
adm2a,0,0,0,0.00669344,0,0,0,0,0.00748503,0.017647059
si:dkey-22l11.6,0.002255881,0.000805585,0.001643115,0.004016064,0.001223491,0.002469136,0.003958828,0,0.001497006,0
sbf1,0.097647438,0.066125134,0.152152481,0.112449799,0.064029364,0.13909465,0.215360253,0.075170843,0.110778443,0.217647059
naf1,0.006445375,0.00792159,0.008872823,0.009370817,0.003670473,0.011522634,0.033254157,0.006833713,0.01497006,0.041176471
ccdc136b,0.034805027,0.01872986,0.048964837,0.018741633,0.005301794,0.027160494,0.133016627,0.038724374,0.011976048,0.017647059
flncb,0.003222688,0.000537057,0.001971738,0.025435074,0.015089723,0.002469136,0.004750594,0,0,0
kcnd2,0.080889462,0.036049946,0.009201446,0.009370817,0.011011419,0.026337449,0.128266033,0.027334852,0.01497006,0.011764706
tspan12,0.001611344,0.000469925,0.001314492,0.008032129,0,0.007407407,0,0.002277904,0,0
ing3,0.080244924,0.048737916,0.094972067,0.204819277,0.072185971,0.087242798,0.114014252,0.041002278,0.134730539,0.141176471
cped1,0.000966806,0.000268528,0.000328623,0.080321285,0,0,0.000791766,0,0.001497006,0
wnt16,0.000644538,6.71E-05,0,0.030789826,0.00040783,0,0.000791766,0,0.004491018,0
stab2,0.010634869,0.001879699,0.020046007,0.038821954,0.008156607,0.013168724,0.020585907,0.013667426,0.020958084,0.029411765
CR383662.8,0.000322269,0.000201396,0,0.001338688,0,0,0,0,0,0
CR383662.6,0.000322269,0.000537057,0,0,0,0,0.001583531,0,0,0
CR383662.7,0.000322269,0,0,0,0,0,0,0,0,0
CR383662.3,0.000322269,0.000134264,0,0,0.00040783,0,0.000791766,0,0,0.005882353
CR383662.1,0,0,0.000328623,0,0,0.000823045,0,0,0,0
CR383662.5,0.000644538,0,0.000657246,0,0,0.001646091,0.000791766,0.002277904,0,0
ppfibp1a,0.00257815,0.001946831,0.018402892,0.076305221,0.002039152,0.198353909,0.005542359,0.004555809,0.094311377,0.017647059
CR383662.4,0.000322269,0.000134264,0,0,0,0,0,0,0,0
syt10,0.082178537,0.0091971,0.002628985,0.004016064,0.005709625,0.017283951,0.022961203,0.006833713,0.005988024,0
si:ch211-161n3.5,0.000644538,6.71E-05,0,0.001338688,0,0,0.000791766,0,0.026946108,0
si:ch211-161n3.4,0,0,0,0.001338688,0,0,0,0,0.011976048,0
si:ch211-161n3.3,0.000322269,0.000268528,0.000657246,0.002677376,0,0.000823045,0,0,0.043413174,0
tmtc2a,0.008056719,0.002819549,0.008872823,0.013386881,0.004893964,0.014814815,0.033254157,0.020501139,0.263473054,0.017647059
mettl25,0.008056719,0.005639098,0.009858692,0.009370817,0.008156607,0.002469136,0.013460016,0.01594533,0.01497006,0.023529412
ccdc59,0.046728972,0.021280881,0.034505422,0.072289157,0.019168026,0.032921811,0.070467142,0.013667426,0.061377246,0.058823529
si:dkey-21h14.8,0.00257815,0.000335661,0.000328623,0,0,0.002469136,0.003958828,0.002277904,0.001497006,0
si:dkey-21h14.15,0.000322269,0,0,0,0,0,0,0,0,0
si:dkey-21h14.3,0.000644538,0,0,0,0.00040783,0,0.000791766,0,0,0
si:dkey-21h14.12.1,0,0,0,0,0,0,0,0,0.001497006,0
si:dkey-21h14.12.2,0.000322269,0,0,0,0,0.002469136,0.000791766,0,0.002994012,0
si:dkey-21h14.9,0,0,0.000328623,0,0,0,0,0,0.001497006,0
cracr2ab,0.000966806,0.003088077,0.001971738,0.001338688,0.002039152,0.005761317,0.003167063,0.006833713,0.396706587,0.005882353
prmt8b,0.008056719,0.00093985,0.010844561,0.001338688,0.002446982,0.049382716,0.031670625,0,0.002994012,0
tspan11,0.003222688,0.00093985,0.007229708,0.010709505,0.017128874,0.097119342,0.003958828,0,0.02245509,0.011764706
BX784029.3,0,0,0,0,0.00040783,0,0,0,0,0
BX649349.1,0,0.000134264,0.000985869,0,0.000815661,0,0,0.004555809,0.001497006,0
sema3aa,0.01321302,0.003826531,0.015116661,0.101740295,0.305872757,0.012345679,0.009501188,0.038724374,0.032934132,0.011764706
pcloa,0.592007734,0.081364125,0.695037792,0.06961178,0.079934747,0.176954733,0.630245447,0.273348519,0.097305389,0.052941176
pimr173,0.000322269,0,0,0,0,0,0,0,0,0
ankrd16,0.012246213,0.003759398,0.004929346,0.017402945,0.004078303,0.010699588,0.015043547,0,0.02245509,0.005882353
gdi2,0.268449887,0.099959721,0.401577391,0.330655957,0.10725938,0.237860082,0.365003959,0.16856492,0.583832335,0.647058824
asb13a.1,0.010312601,0.004095059,0.003614854,0.004016064,0.002446982,0.009053498,0.022961203,0.006833713,0.064371257,0
asb13a.2,0.006767644,0.003692266,0.002957608,0.002677376,0.002039152,0.001646091,0.009501188,0,0.00748503,0
net1,0.016757976,0.012956498,0.022017746,0.305220884,0.449836868,0.027160494,0.0253365,0.022779043,0.203592814,0.070588235
ENSDARG00000081841,0,6.71E-05,0,0,0,0,0,0,0,0
BX465862.4,0.021914277,0.006646079,0.030561945,0.06961178,0.026508972,0.022222222,0.03087886,0.013667426,0.062874251,0.041176471
mkln1,0.038027715,0.026517186,0.049622083,0.020080321,0.020799347,0.027160494,0.050673001,0.022779043,0.098802395,0.094117647
podxl,0.001611344,0.000738453,0.000328623,0.025435074,0.001223491,0.002469136,0.000791766,0,0.005988024,0.005882353
BX465862.3,0,6.71E-05,0.001643115,0,0.00040783,0.002469136,0.000791766,0,0.001497006,0
BX465862.2,0.002900419,0.000872718,0.001643115,0,0.002854812,0,0.004750594,0,0.001497006,0
BX899181.1,0.002255881,0.000402793,0.000328623,0.002677376,0.001631321,0.000823045,0,0,0.001497006,0
BX649350.2,0,0.000335661,0.000657246,0,0.00040783,0,0.001583531,0,0.001497006,0.005882353
cyb5r3,0.010634869,0.003289474,0.007558331,0.048192771,0.013458401,0.054320988,0.014251781,0.004555809,0.169161677,0.076470588
btbd11a,0.088301644,0.037325456,0.008872823,0.022757697,0.084420881,0.028806584,0.14885194,0.009111617,0.019461078,0
BX005210.1,0.002255881,0.000335661,0.000328623,0.001338688,0.002039152,0.000823045,0,0.004555809,0.001497006,0
cry1a,0.487592652,0.429712675,0.51068025,0.390896921,0.460440457,0.467489712,0.547110055,0.284738041,0.444610778,0.441176471
tnnt2c,0.000322269,0.000201396,0,0.002677376,0,0.001646091,0.000791766,0,0,0.005882353
si:dkey-222f8.3,0.001289075,0.001074114,0.007886954,0.089692102,0.001223491,0.088065844,0.010292953,0.004555809,0.127245509,0.435294118
braf,0.050918466,0.022690655,0.04600723,0.024096386,0.032626427,0.038683128,0.077593032,0.059225513,0.031437126,0.058823529
mrps33,0.131485659,0.063037057,0.209332895,0.152610442,0.069738989,0.131687243,0.207442597,0.072892938,0.160179641,0.288235294
tmem178b,0.398001934,0.270139635,0.073940191,0.06961178,0.106035889,0.129218107,0.436262866,0.093394077,0.125748503,0.052941176
CR792454.1,0,0.00093985,0,0,0,0,0.000791766,0,0,0
cnot4b,0.019013858,0.006176155,0.029247453,0.036144578,0.010195759,0.039506173,0.022169438,0.004555809,0.116766467,0.129411765
mkrn1,0.270705769,0.153061224,0.141636543,0.145917001,0.176182708,0.174485597,0.307205067,0.093394077,0.21257485,0.182352941
tmem121b,0.006123107,0.001074114,0.001314492,0,0.000815661,0.009876543,0.013460016,0.002277904,0,0
il17ra1a,0.000644538,0.000402793,0.001971738,0.001338688,0,0.033744856,0.003167063,0,0.002994012,0.029411765
rergla,0.068965517,0.046254028,0.060138022,0.050870147,0.019168026,0.367901235,0.139350752,0.025056948,0.016467066,0.023529412
arhgef39,0,0.000201396,0,0,0,0.000823045,0.001583531,0,0.002994012,0.005882353
lmo3,0.026426039,0.031283566,0.008215577,0.00669344,0.008156607,0.022222222,0.017418844,0.020501139,0.019461078,0
mgst1.1,0.002255881,0.001141246,0.02037463,0.096385542,0.003262643,0.309465021,0.013460016,0,0.152694611,0.029411765
mgst1.2,0.002900419,0.001074114,0.018074269,0.239625167,0.002039152,0.144855967,0.007125891,0.004555809,0.008982036,0.411764706
dera,0.058008379,0.034505908,0.137693066,0.072289157,0.031402936,0.088065844,0.081551861,0.036446469,0.23502994,0.064705882
helb,0.0051563,0.001879699,0.006901084,0.013386881,0.01182708,0.008230453,0.005542359,0.002277904,0.032934132,0.023529412
irak3,0,0,0.000328623,0.010709505,0,0.000823045,0.000791766,0,0.01497006,0.1
b2m,0.000322269,0.000201396,0.001314492,0.013386881,0.000815661,0.009876543,0.001583531,0,0.017964072,0.011764706
hmga2,0.007412182,0.001611171,0.020703253,0.12583668,0.002446982,0.222222222,0.016627078,0,0.025449102,0.005882353
BX119963.4,0.000644538,0.000201396,0.002628985,0.018741633,0.013866232,0.024691358,0.001583531,0,0.046407186,0
msrb3,0.005800838,0.006847476,0.075911929,0.095046854,0.07137031,0.190946502,0.007917656,0.022779043,0.22005988,0.017647059
lemd3,0.029326458,0.020408163,0.024318107,0.016064257,0.019983687,0.016460905,0.052256532,0.020501139,0.013473054,0.023529412
wif1,0,0.000268528,0.002300361,0.057563588,0.00040783,0.005761317,0,0,0.002994012,0.005882353
vhll,0.000644538,0.000402793,0.0085442,0.065595716,0.005301794,0.055967078,0.001583531,0.002277904,0.020958084,0
tmbim4,0.196583951,0.145139635,0.353927046,0.107095047,0.22593801,0.23127572,0.290577989,0.111617312,0.350299401,0.247058824
si:dkey-6a5.3,0,0,0,0,0,0,0,0,0,0
BX119963.2,0,0.000201396,0,0,0,0,0,0,0.005988024,0
BX119963.1,0.001611344,0.000537057,0.000985869,0.001338688,0,0.001646091,0.000791766,0,0.004491018,0
grip1,0.174347406,0.030612245,0.010844561,0.008032129,0.018352365,0.032921811,0.175771971,0.006833713,0.020958084,0.011764706
BX470116.1,0.000966806,0.000201396,0.000328623,0,0.000815661,0.000823045,0.002375297,0,0.001497006,0
cand1,0.086045762,0.039070892,0.077883667,0.088353414,0.055872757,0.09382716,0.139350752,0.043280182,0.161676647,0.135294118
si:dkey-39a18.1,0,6.71E-05,0.000328623,0.001338688,0,0,0,0,0,0
dyrk2,0.101514663,0.047865199,0.09102859,0.080321285,0.050978793,0.061728395,0.120348377,0.041002278,0.065868263,0.088235294
si:ch211-266a5.12,0,0,0,0,0,0,0,0,0.001497006,0.011764706
ifng1,0,0,0,0,0,0,0,0,0,0.017647059
il22,0,0,0.000328623,0,0,0,0,0,0,0
mdm1,0.008378988,0.003759398,0.043378245,0.00669344,0.002039152,0.004938272,0.01266825,0.070615034,0.00748503,0.017647059
calua,0.049307122,0.016111708,0.04502136,0.089692102,0.01141925,0.027160494,0.09976247,0.022779043,0.109281437,0.041176471
opn1sw1,0.11021592,0.117145542,0.395990799,0.156626506,0.138254486,0.164609053,0.09263658,0.182232346,0.151197605,0.158823529
dre-mir-729,0,0,0,0,0,0,0,0,0,0
tnpo3,0.044473091,0.019132653,0.040420638,0.052208835,0.032218597,0.030452675,0.065716548,0.009111617,0.094311377,0.147058824
irf5,0,6.71E-05,0,0.005354752,0,0,0,0,0.001497006,0.276470588
ccdc87,0.000322269,0,0,0,0,0,0,0,0,0.011764706
pnpla8,0.063164679,0.017857143,0.029904699,0.03480589,0.033849918,0.035390947,0.109263658,0.018223235,0.053892216,0.052941176
si:dkeyp-81f3.4,0.001611344,0.000201396,0.001314492,0,0.000815661,0,0.001583531,0,0.001497006,0
nrcama,0.104092813,0.055316864,0.0128163,0.020080321,0.054241436,0.034567901,0.152019002,0.025056948,0.031437126,0.011764706
cntn1b,0.027392846,0.148093448,0.031219192,0.025435074,0.03548124,0.04526749,0.076009501,0.041002278,0.038922156,0.005882353
pdzrn4,0.019336126,0.001006982,0.001643115,0.001338688,0.000815661,0.007407407,0.059382423,0.002277904,0.001497006,0
gxylt1b,0.004189494,0.001006982,0.002300361,0.001338688,0.002039152,0.005761317,0.002375297,0,0.05239521,0
pphln1,0.054463422,0.019602578,0.046993099,0.029451138,0.027732463,0.055967078,0.06888361,0.009111617,0.091317365,0.105882353
yaf2,0.150821785,0.081766917,0.043706868,0.066934404,0.115415987,0.120987654,0.182897862,0.047835991,0.232035928,0.1
zcrb1,0.062842411,0.020273899,0.061452514,0.048192771,0.021207178,0.039506173,0.08709422,0.01594533,0.091317365,0.041176471
prickle1b,0.106026426,0.009667025,0.009858692,0.133868809,0.207585644,0.039506173,0.062549485,0.011389522,0.038922156,0.005882353
CU469420.1,0,0.000134264,0.000328623,0,0.002039152,0,0.000791766,0,0,0
CU469420.3,0,6.71E-05,0.000985869,0,0,0.000823045,0.000791766,0,0.004491018,0
CU469420.2,0.000322269,0.000201396,0,0,0.00040783,0,0.000791766,0,0,0
CU469420.4,0.000322269,0,0,0,0,0.000823045,0,0,0,0
CR786571.2,0,0,0,0,0,0,0,0,0,0
CR786571.3,0.001289075,0.000268528,0,0.001338688,0,0,0.000791766,0,0,0
CR786571.4,0,0,0,0,0,0.000823045,0,0,0.001497006,0
CR786571.1,0.000322269,0.000134264,0,0,0,0,0.000791766,0,0,0
si:dkey-234l24.8,0.000322269,0.000201396,0,0,0,0,0,0,0,0
pus7l,0.008056719,0.002953813,0.001971738,0.00669344,0.004486134,0.003292181,0.008709422,0.002277904,0.005988024,0.011764706
twf1b,0.029326458,0.05994898,0.06210976,0.025435074,0.039151713,0.038683128,0.053048298,0.034168565,0.103293413,0.035294118
nell2b,0.092168869,0.312567132,0.071639829,0.057563588,0.081973899,0.094650206,0.315914489,0.102505695,0.104790419,0.058823529
prl2,0.013857557,0.001409774,0.001314492,0.001338688,0.000815661,0.003292181,0.002375297,0.002277904,0,0
nuak1a,0.001611344,0.003692266,0.002300361,0.036144578,0.001223491,0.004115226,0.024544735,0.002277904,0.112275449,0
BX571705.1,0,0.000134264,0.000657246,0.002677376,0,0,0,0,0.002994012,0
si:dkey-261e22.4,0.002255881,0.000268528,0.000328623,0.002677376,0,0.000823045,0.003958828,0,0.001497006,0
plxnb2a,0.007412182,0.017857143,0.0128163,0.100401606,0.006525285,0.072427984,0.005542359,0.004555809,0.209580838,0.076470588
plxnb2a.1,0.002900419,0.006109023,0.002957608,0.013386881,0.002446982,0.025514403,0.006334125,0.004555809,0.010479042,0.005882353
si:ch211-127b11.1,0.000322269,0.000268528,0,0.002677376,0,0.001646091,0.000791766,0,0.001497006,0
si:dkey-183c2.4,0.000966806,0.00093985,0,0.00669344,0.00040783,0.004115226,0,0,0.001497006,0.017647059
abcc9,0.016757976,0.004497852,0.001643115,0.020080321,0.00040783,0.001646091,0.021377672,0,0.004491018,0
kcnj8,0,0,0,0.005354752,0,0,0,0,0,0
BX571719.2,0,6.71E-05,0,0,0,0,0,0,0.001497006,0
cmasa,0.050273928,0.007720193,0.014130792,0.02811245,0.020391517,0.042798354,0.079968329,0.006833713,0.040419162,0.011764706
BX571719.4,0,0,0,0,0,0,0,0,0,0
shisal1a,0.003544956,0.000402793,0.000985869,0.001338688,0,0.001646091,0.090261283,0.002277904,0,0
si:dkey-14k9.3,0.005478569,0.001208378,0.001971738,0.002677376,0.003262643,0.006584362,0.004750594,0,0.00748503,0
akr1b1.1,0.046084434,0.014097744,0.021031876,0.072289157,0.037112561,0.046090535,0.147268409,0.020501139,0.468562874,0.017647059
akr1b1.2,0.019980664,0.008122986,0.030233322,0.196787149,0.008156607,0.133333333,0.031670625,0.009111617,0.208083832,0.188235294
prdm4,0.010957138,0.002685285,0.003614854,0.004016064,0.005301794,0.008230453,0.014251781,0.006833713,0.01497006,0.005882353
psmc2,0.123106671,0.062365736,0.124876766,0.140562249,0.064029364,0.098765432,0.182897862,0.038724374,0.266467066,0.247058824
slc26a5,0.070254592,0.031753491,0.037134407,0.048192771,0.028140294,0.023868313,0.083135392,0.029612756,0.323353293,0.164705882
tspan33a,0.001933613,0.000604189,0.010515938,0.005354752,0.000815661,0.06255144,0.003958828,0.002277904,0.064371257,0.135294118
smo,0.000644538,0.001476907,0.019060138,0.190093708,0.002854812,0.185185185,0.003958828,0.002277904,0.049401198,0
cax1,0.001933613,0.000537057,0.000328623,0,0.00040783,0.000823045,0.001583531,0,0.00748503,0
klhdc10,0.022558814,0.0091971,0.007229708,0.008032129,0.013866232,0.012345679,0.031670625,0.011389522,0.025449102,0.011764706
zc3hc1,0.008056719,0.002886681,0.009201446,0.009370817,0.004486134,0.020576132,0.017418844,0.004555809,0.023952096,0.029411765
ube2h,0.209796971,0.107344253,0.185343411,0.112449799,0.162724307,0.205761317,0.251781473,0.107061503,0.236526946,0.123529412
dre-mir-183,0.000322269,0.000402793,0,0,0,0.000823045,0,0,0,0
ENSDARG00000083126,0,6.71E-05,0,0,0,0,0,0,0,0
nrf1,0.098936513,0.037325456,0.057509037,0.050870147,0.069738989,0.07654321,0.126682502,0.029612756,0.065868263,0.082352941
AL590150.2,0.003867225,0.000738453,0.000657246,0.001338688,0.00040783,0.001646091,0.003958828,0,0,0.005882353
BX537358.1,0.000322269,0.000201396,0.000328623,0,0.00040783,0,0,0,0.001497006,0
plxna4,0.066065098,0.0974087,0.026289846,0.096385542,0.024877651,0.037860082,0.202692003,0.029612756,0.02994012,0.070588235
chchd3a,0.045762166,0.020475295,0.058494906,0.18875502,0.039151713,0.080658436,0.082343626,0.013667426,0.128742515,0.158823529
exoc4,0.059619723,0.025443072,0.045349984,0.022757697,0.04771615,0.04526749,0.085510689,0.022779043,0.028443114,0.041176471
