Gene,Crista.SCs_spec,HCs_spec,Macula.SCs_spec
zgc:174935,0.953650794,0.967213115,0.953650794
BX571853.1,0.998730159,1.0,0.998730159
si:dkeyp-69b9.6,0.92,0.93442623,0.92
fabp11b,1.0,1.0,1.0
washc5,0.965079365,0.965217391,0.965079365
zfat,0.975409836,0.956521739,0.956521739
BX001026.1,0.995555556,1.0,0.995555556
snx10b,0.997460317,1.0,0.997460317
caspa,0.998095238,1.0,0.998095238
cbx3b,0.85968254,0.930434783,0.85968254
tmem176l.1,0.918032787,0.869565217,0.869565217
snip1,0.983606557,0.983606557,0.986666667
xrcc1,0.98031746,0.973913043,0.973913043
p3h3,0.982857143,0.973913043,0.973913043
mdc1,0.967619048,0.973913043,0.967619048
si:dkey-87o1.2,0.991803279,0.982608696,0.982608696
rbfa,0.972698413,0.982608696,0.972698413
si:dkey-222b8.1,0.998730159,0.991304348,0.991304348
cobl,0.545396825,0.5573770490000001,0.545396825
stmn2a,0.996825397,1.0,0.996825397
snrnp48,0.966349206,0.973913043,0.966349206
dennd3b,0.998095238,1.0,0.998095238
LIN28A,0.998730159,1.0,0.998730159
adnp2a,0.982857143,0.991304348,0.982857143
FP015809.1,0.999365079,0.991304348,0.991304348
mecr,0.975409836,0.975409836,0.989206349
etv2,0.991803279,0.991803279,0.999365079
ccr2,1.0,1.0,1.0
dhdds,0.972063492,0.983606557,0.972063492
gpn2,0.967619048,0.982608696,0.967619048
si:dkey-152b24.8,0.991803279,0.991803279,0.999365079
ccr2.1,0.991803279,0.991803279,0.998730159
si:dkey-152b24.7,0.991803279,0.991803279,0.997460317
pard6ga,1.0,1.0,1.0
zgc:174938,0.999365079,1.0,0.999365079
rnf41l,0.974603175,0.991304348,0.974603175
zgc:136493,0.986031746,0.982608696,0.982608696
fli1b,0.991803279,0.991803279,0.999365079
slc45a4b,0.952380952,0.965217391,0.952380952
drd2l,0.997460317,0.991304348,0.991304348
arid1aa,0.904761905,0.967213115,0.904761905
chtopb,1.0,1.0,1.0
si:dkeyp-77h1.4,0.991803279,0.991803279,0.996190476
apoa4b.2,1.0,1.0,1.0
osgin2,1.0,1.0,1.0
BX470242.2,0.991746032,1.0,0.991746032
sall3a,0.932698413,0.982608696,0.932698413
apoc4,1.0,1.0,1.0
CU929328.1,1.0,1.0,1.0
upp1,0.959365079,0.967213115,0.959365079
shisa7a,0.938412698,0.991304348,0.938412698
si:dkey-7f3.14,1.0,1.0,1.0
gstk2,0.982222222,0.991304348,0.982222222
apoeb,0.93442623,0.93442623,0.981587302
zp3d.2,0.999365079,1.0,0.999365079
si:dkey-152b24.6,1.0,1.0,1.0
si:ch211-208k15.1,0.563174603,0.626086957,0.563174603
dgat1b,0.84952381,0.973913043,0.84952381
gnb3a,1.0,0.991304348,0.991304348
si:ch73-54f23.4,0.998730159,1.0,0.998730159
nbn,0.93015873,0.913043478,0.913043478
si:dkey-271j15.3,0.996825397,1.0,0.996825397
rad54b,0.991803279,0.991803279,0.998730159
si:dkey-239n17.6,1.0,1.0,1.0
npr1b,0.991803279,0.991304348,0.991304348
BX649388.2,0.991803279,0.991304348,0.991304348
dyrk1b,0.680327869,0.680327869,0.785396825
zp3d.1,0.996825397,1.0,0.996825397
gtpbp10,0.985396825,0.991304348,0.985396825
BX511010.1,1.0,1.0,1.0
apoa4b.2.1,1.0,1.0,1.0
ube2s,0.96,0.983606557,0.96
si:ch211-69g19.2,0.983606557,0.983606557,0.999365079
apoc1,0.967213115,0.956521739,0.956521739
them4,0.943492063,0.991304348,0.943492063
apoa4b.1,1.0,1.0,1.0
tmem176l.3a,0.967213115,0.965217391,0.965217391
jarid2a,0.796825397,0.926229508,0.796825397
zdhhc18a,0.909206349,0.967213115,0.909206349
ino80e,0.963809524,0.982608696,0.963809524
si:dkey-122a22.2,0.96952381,0.973913043,0.96952381
hmgn2,0.903492063,0.904347826,0.903492063
gra,0.999365079,1.0,0.999365079
smpdl3b,0.999365079,1.0,0.999365079
znf407,0.983606557,0.983606557,0.991111111
si:dkey-242e21.3,0.991803279,0.991803279,0.995555556
dennd4b,0.975238095,0.975409836,0.975238095
josd2,0.973333333,0.965217391,0.965217391
mboat7,0.975409836,0.973913043,0.973913043
rorc,0.981587302,0.991304348,0.981587302
scrt1b,0.999365079,1.0,0.999365079
adgrb1a,0.786666667,0.930434783,0.786666667
tent5ba,0.868852459,0.868852459,0.886956522
plekhf2,0.8323809520000001,0.939130435,0.8323809520000001
tmem176l.2,1.0,1.0,1.0
ndufaf6,0.975409836,0.975409836,0.978412698
mroh1,0.79047619,0.909836066,0.79047619
rbm12b,0.937777778,0.983606557,0.937777778
ino80e.1,0.991111111,0.973913043,0.973913043
tmc4,0.975409836,0.975409836,0.991304348
tp53inp1,0.8526984129999999,0.967213115,0.8526984129999999
setd2,0.837460317,0.87826087,0.837460317
CR854927.1,0.999365079,0.991304348,0.991304348
nagpa,0.963809524,0.982608696,0.963809524
pde11al,0.960634921,1.0,0.960634921
ccne2,0.996825397,1.0,0.996825397
si:ch211-198c19.1,1.0,1.0,1.0
themis2,0.991803279,0.991803279,0.997460317
zfpm2a,0.959016393,0.8086956519999999,0.8086956519999999
BX324007.2,0.98031746,0.973913043,0.973913043
tmem176l.4,0.998730159,0.991304348,0.991304348
pex5,0.933968254,0.92173913,0.92173913
CR749162.1,0.987936508,1.0,0.987936508
si:dkey-17m8.2,0.878730159,0.93442623,0.878730159
serpinb14,0.994285714,0.991304348,0.991304348
tcea3,0.942622951,0.930434783,0.930434783
znf236,0.94031746,0.950819672,0.94031746
serpinb1l1,0.998730159,1.0,0.998730159
nradd,0.998730159,1.0,0.998730159
gem,1.0,1.0,1.0
ttyh1,0.991111111,0.991304348,0.991111111
rpa2,0.989206349,0.991304348,0.989206349
dtnbp1a,0.890793651,0.947826087,0.890793651
zgc:173729,0.999365079,1.0,0.999365079
serpinb1l4,0.999365079,1.0,0.999365079
dpys,0.996190476,0.991304348,0.991304348
si:ch211-107n13.1,0.989206349,0.991304348,0.989206349
cep162,0.937777778,0.973913043,0.937777778
cdh17,0.996190476,1.0,0.996190476
scxb,1.0,1.0,1.0
fbl,0.967213115,0.967213115,0.973333333
gon4l,0.96,0.982608696,0.96
nbeal2,0.42603174600000004,0.834782609,0.42603174600000004
alkbh8,0.983606557,0.983606557,0.987301587
vars1,0.931428571,0.959016393,0.931428571
ubqln4,0.755555556,0.909836066,0.755555556
zgc:194210,0.983606557,0.982608696,0.982608696
csnk2a1,0.898412698,0.92173913,0.898412698
mrap2a,0.999365079,1.0,0.999365079
si:ch211-198c19.3,0.996825397,1.0,0.996825397
leng9,0.986031746,0.991304348,0.986031746
rims2a,0.642539683,0.895652174,0.642539683
si:dkey-40m6.8,0.954920635,0.983606557,0.954920635
pdcl,0.915555556,0.956521739,0.915555556
leng1,0.953650794,0.967213115,0.953650794
mbpb,0.901639344,0.901639344,0.904347826
oprd1b,0.998730159,0.991304348,0.991304348
lamtor2,0.934603175,1.0,0.934603175
rxrbb,0.866031746,0.939130435,0.866031746
pdp1,0.998095238,1.0,0.998095238
trim35-29,1.0,1.0,1.0
ube3d,0.987301587,1.0,0.987301587
zgc:162160,0.942222222,0.991304348,0.942222222
ino80c,0.981587302,0.991803279,0.981587302
osbpl3b,0.44761904799999996,0.795081967,0.44761904799999996
rab11al,0.943492063,0.967213115,0.943492063
clstn3,0.983606557,0.983606557,0.994920635
MAN1C1,0.885714286,0.956521739,0.885714286
rcc1,0.991111111,1.0,0.991111111
mylipb,0.983606557,0.983606557,0.984126984
si:dkey-22o22.2,0.983606557,0.965217391,0.965217391
plekho1b,0.67047619,0.8,0.67047619
prpf31,0.972698413,0.991304348,0.972698413
cspg5a,0.991803279,0.930434783,0.930434783
pop1,0.995555556,1.0,0.995555556
galnt1,0.540983607,0.540983607,0.545396825
ccdc12,0.968888889,0.975409836,0.968888889
si:ch211-257p13.3,0.984126984,0.991304348,0.984126984
atxn1b,0.972698413,0.973913043,0.972698413
CR848667.2,1.0,1.0,1.0
gsdmeb,0.97015873,0.991803279,0.97015873
tpbgb,0.89968254,0.967213115,0.89968254
si:dkey-40m6.11,1.0,1.0,1.0
phactr4b,0.959016393,0.904347826,0.904347826
flcn,0.880634921,0.942622951,0.880634921
fam8a1b,0.97015873,0.991304348,0.97015873
gbp,0.954920635,0.983606557,0.954920635
ibtk,0.8914285710000001,0.959016393,0.8914285710000001
KCNV1,1.0,1.0,1.0
dcaf13,0.964444444,0.983606557,0.964444444
thsd7ab,0.959016393,0.852173913,0.852173913
gpatch4,0.983606557,0.983606557,0.991111111
CR848667.1,0.978412698,0.991803279,0.978412698
smarcc1a,0.888888889,0.893442623,0.888888889
arhgef2,0.745901639,0.643478261,0.643478261
tpi1b,0.812698413,0.918032787,0.812698413
tmem245,0.950819672,0.947826087,0.947826087
bckdhb,0.836190476,0.926229508,0.836190476
lpcat3,0.928888889,0.930434783,0.928888889
dek,0.924444444,0.939130435,0.924444444
cyp21a2,1.0,1.0,1.0
si:dkey-256h2.1,0.975873016,0.982608696,0.975873016
si:dkey-23o4.6,1.0,1.0,1.0
fhod3b,0.7346031749999999,0.6695652169999999,0.6695652169999999
hivep3b,0.932698413,0.965217391,0.932698413
zgc:110410,0.983606557,0.983606557,0.991304348
CU459065.1,1.0,1.0,1.0
si:zfos-1192g2.3,0.94031746,0.973913043,0.94031746
zgc:174888,0.967213115,0.956521739,0.956521739
serinc2l,0.973333333,0.983606557,0.973333333
grwd1,0.964444444,0.939130435,0.939130435
si:ch211-151m7.6,0.848253968,0.983606557,0.848253968
cnot3a,0.8692063489999999,0.901639344,0.8692063489999999
zgc:101716,0.982222222,0.991803279,0.982222222
si:dkey-201i6.8,0.993650794,1.0,0.993650794
sec61b,0.950819672,0.930434783,0.930434783
slc25a32b,0.99047619,0.991803279,0.99047619
alg2,0.959016393,0.959016393,0.973333333
ttk,0.991803279,0.991803279,0.997460317
pogzb,0.915555556,0.959016393,0.915555556
si:ch211-215k15.4,1.0,1.0,1.0
sept7b,0.89015873,0.869565217,0.869565217
pmvk,0.994285714,0.973913043,0.973913043
eaf1,0.965714286,0.973913043,0.965714286
tnxba,1.0,1.0,1.0
mpp6a,0.960634921,0.965217391,0.960634921
CR848841.1,0.995555556,1.0,0.995555556
zhx2a,0.680327869,0.680327869,0.680634921
derl1,0.918730159,0.959016393,0.918730159
abhd16a,0.904761905,0.930434783,0.904761905
mef2d,0.544126984,0.713114754,0.544126984
khdc4,0.953650794,0.991803279,0.953650794
si:ch211-255i3.4,0.999365079,1.0,0.999365079
upk1a,0.998095238,1.0,0.998095238
stmn1b,0.953015873,0.956521739,0.953015873
slc6a19b,0.996825397,1.0,0.996825397
paqr7b,0.968888889,0.973913043,0.968888889
ice1,0.956190476,0.965217391,0.956190476
selenbp1,0.967213115,0.930434783,0.930434783
zbtb7b,0.98984127,0.982608696,0.982608696
ccr8.1,0.998730159,1.0,0.998730159
sphk2,0.857777778,0.950819672,0.857777778
apoa2,1.0,1.0,1.0
CR848047.1,0.999365079,1.0,0.999365079
c4b,0.998730159,0.991304348,0.991304348
FP340271.1,0.998095238,1.0,0.998095238
si:ch211-254p10.2,1.0,1.0,1.0
arhgap33,0.645714286,0.87704918,0.645714286
cdc42ep5,0.918032787,0.918032787,0.92173913
nsmce2,0.989206349,1.0,0.989206349
rhbg,0.950819672,0.950819672,0.973913043
gprc6a,0.983606557,0.983606557,0.998730159
pimr98,1.0,1.0,1.0
dctn3,0.898412698,0.956521739,0.898412698
g6fl,0.999365079,1.0,0.999365079
bbs9,0.90031746,0.904347826,0.90031746
pi4kb,0.711746032,0.909836066,0.711746032
apoc2,0.998730159,1.0,0.998730159
scap,0.909206349,0.913043478,0.909206349
ptprub,0.639344262,0.36521739099999995,0.36521739099999995
hapln2,1.0,1.0,1.0
si:ch73-22o12.1,0.385245902,0.385245902,0.443478261
pabpc1a,0.526984127,0.686956522,0.526984127
si:dkey-34d22.1,0.997460317,1.0,0.997460317
ddr1,0.663934426,0.6347826089999999,0.6347826089999999
si:dkey-34d22.2,0.998730159,1.0,0.998730159
zgc:165409,0.989206349,0.991304348,0.989206349
bcan,0.991803279,0.991803279,1.0
elovl4a,0.938412698,0.991304348,0.938412698
tomm40,0.959365079,0.967213115,0.959365079
atg12,0.961904762,0.975409836,0.961904762
nr4a3,0.26229508199999996,0.26229508199999996,0.851428571
atp1a3b,0.11047618999999997,0.843478261,0.11047618999999997
CR524821.1,0.7622950820000001,0.7622950820000001,0.989206349
gnl1,0.919365079,0.965217391,0.919365079
bcam,0.680327869,0.680327869,0.913043478
ptp4a3b,0.909836066,0.909836066,0.956521739
bmper,0.993015873,1.0,0.993015873
uts2r3,1.0,1.0,1.0
kcnj14,0.998095238,1.0,0.998095238
isg20l2,0.967619048,0.975409836,0.967619048
trpv6,0.996825397,1.0,0.996825397
si:ch211-149k23.9,0.991803279,0.991304348,0.991304348
si:dkey-34d22.3,0.999365079,1.0,0.999365079
cthrc1b,0.996825397,1.0,0.996825397
leng8,0.74031746,0.869565217,0.74031746
si:dkey-26c10.5,0.648888889,0.93442623,0.648888889
rcvrn2,1.0,1.0,1.0
stx17,0.960634921,0.965217391,0.960634921
zgc:92606,0.603174603,0.939130435,0.603174603
myo1eb,0.967213115,0.965217391,0.965217391
CR855311.2,1.0,1.0,1.0
rapgef5b,0.901639344,0.895652174,0.895652174
ndrg1b,1.0,1.0,1.0
si:ch211-154o6.3,0.949206349,0.950819672,0.949206349
CR936240.2,0.999365079,1.0,0.999365079
kpna5,0.954920635,0.965217391,0.954920635
rabac1,0.951746032,0.959016393,0.951746032
rbm42,0.98031746,0.991304348,0.98031746
si:dkey-85k15.4,0.999365079,1.0,0.999365079
rps19,0.507936508,0.643478261,0.507936508
si:dkey-34d22.5,1.0,1.0,1.0
rrnad1,0.986031746,0.991304348,0.986031746
rab42b,1.0,1.0,1.0
ccn4b,0.999365079,1.0,0.999365079
zufsp,0.984126984,0.991304348,0.984126984
ptpn23a,0.946031746,0.991304348,0.946031746
dedd1,0.22412698399999997,0.34782608699999995,0.22412698399999997
zgc:162509,0.998095238,1.0,0.998095238
cd22,1.0,1.0,1.0
cops7a,0.91047619,0.947826087,0.91047619
si:dkey-85k15.6,1.0,1.0,1.0
rwdd1,0.955555556,0.965217391,0.955555556
nr0b2a,1.0,1.0,1.0
s100a1,0.77968254,0.991304348,0.77968254
si:ch73-86n18.1,0.999365079,1.0,0.999365079
invs,0.983606557,0.983606557,0.987936508
ncam3,1.0,1.0,1.0
erp44,0.914920635,0.942622951,0.914920635
kdf1a,0.967213115,0.904347826,0.904347826
fdps,0.954285714,0.965217391,0.954285714
tmem222a,0.964444444,0.983606557,0.964444444
zgc:162509.1,1.0,1.0,1.0
csmd3a,0.975873016,0.982608696,0.975873016
prune,0.94984127,0.959016393,0.94984127
pou2f2a,0.991803279,0.991803279,0.996190476
myh14,0.5085714290000001,0.893442623,0.5085714290000001
cadm4,0.204918033,0.06086956499999996,0.06086956499999996
taf12,0.9295238100000001,0.982608696,0.9295238100000001
tlr18,0.983606557,0.983606557,0.991304348
ddx61,0.841269841,0.844262295,0.841269841
ctps1b,0.90984127,0.991803279,0.90984127
FP015862.3,0.999365079,1.0,0.999365079
dicp3.3,1.0,0.991304348,0.991304348
trim108,0.991803279,0.991803279,1.0
si:ch211-53m15.2,0.998095238,1.0,0.998095238
si:ch211-113g11.6,0.99047619,0.991803279,0.99047619
azin1a,0.954920635,0.965217391,0.954920635
calhm5.2,0.983606557,0.983606557,1.0
tg,0.994285714,0.982608696,0.982608696
si:ch211-79k12.1,0.93442623,0.930434783,0.930434783
calhm5.1,1.0,1.0,1.0
calhm6,1.0,1.0,1.0
wdtc1,0.928888889,0.930434783,0.928888889
sc:d156,0.995555556,1.0,0.995555556
si:ch211-79k12.2,0.980952381,0.991304348,0.980952381
sult2st3,0.8524590160000001,0.782608696,0.782608696
bnipl,0.983606557,0.973913043,0.973913043
nek11,0.798730159,0.913043478,0.798730159
dnah11,0.993015873,1.0,0.993015873
cdc42se1,0.93442623,0.904347826,0.904347826
dnah11.1,0.998095238,1.0,0.998095238
lingo4b,1.0,1.0,1.0
klhl32,0.954285714,0.959016393,0.954285714
BX005012.4,1.0,1.0,1.0
cmtm6,0.942622951,0.92173913,0.92173913
cpne4a,0.97015873,0.991304348,0.97015873
elp6,0.945396825,0.982608696,0.945396825
gabpb2b,0.991803279,0.991304348,0.991304348
ephb6,0.979047619,0.904347826,0.904347826
atp6v1c1a,0.902222222,0.967213115,0.902222222
tmem147,0.943492063,0.967213115,0.943492063
mms22l,0.997460317,1.0,0.997460317
ctsk,0.991803279,0.991304348,0.991304348
si:dkey-56f14.4,0.991803279,0.982608696,0.982608696
bcl3,0.997460317,0.982608696,0.982608696
tex10,0.93442623,0.93442623,0.967619048
si:ch73-322b17.4,1.0,1.0,1.0
rusc1,0.991803279,0.991304348,0.991304348
gapdhs,0.11809523799999999,0.516393443,0.11809523799999999
CR854989.1,0.98984127,0.991803279,0.98984127
si:ch73-34h11.1,1.0,1.0,1.0
pou3f2b,0.999365079,1.0,0.999365079
si:rp71-77l1.2,0.967213115,0.886956522,0.886956522
cblc,0.926229508,0.926229508,0.982608696
si:dkey-56f14.7,1.0,1.0,1.0
irge4,0.975409836,0.975409836,0.991746032
irgq1,0.959016393,0.959016393,0.991304348
si:ch73-103b2.1,0.994285714,1.0,0.994285714
dicp3.1,0.999365079,0.991304348,0.991304348
fxyd6l,0.713114754,0.713114754,0.747826087
fbxl4,0.965079365,0.991304348,0.965079365
zgc:114181,0.998095238,0.991304348,0.991304348
zgc:113232,0.999365079,1.0,0.999365079
ctss2.1,0.983606557,0.983606557,0.997460317
prss59.1,1.0,1.0,1.0
faxcb,0.980952381,0.991304348,0.980952381
trim109,0.999365079,1.0,0.999365079
setdb1b,0.94031746,0.959016393,0.94031746
si:dkey-85k15.11,0.999365079,1.0,0.999365079
prss59.2,1.0,1.0,1.0
si:ch211-197h24.6,0.926984127,0.930434783,0.926984127
cd83,0.996825397,1.0,0.996825397
pnisr,0.751746032,0.843478261,0.751746032
coq3,0.980952381,0.982608696,0.980952381
ctss2.2,0.983606557,0.983606557,0.998095238
onecutl,1.0,1.0,1.0
mrpl17,0.963809524,0.947826087,0.947826087
rspo2,0.868852459,0.868852459,0.989206349
abcb5,0.984126984,1.0,0.984126984
sp8b,1.0,1.0,1.0
znf687a,0.977777778,0.973913043,0.973913043
tmem145,0.702857143,0.770491803,0.702857143
si:dkey-71b5.7,0.954285714,0.973913043,0.954285714
CR855277.2,0.958730159,0.991304348,0.958730159
si:dkey-71b5.3,1.0,1.0,1.0
adamts16,0.996825397,1.0,0.996825397
mboat1,0.983606557,0.956521739,0.956521739
cabz01093075.1,0.998095238,1.0,0.998095238
LO017815.1,1.0,1.0,1.0
BX571678.1,0.991803279,0.991803279,0.997460317
pigv,0.963174603,0.973913043,0.963174603
CR626941.1,0.999365079,1.0,0.999365079
ndufb9,0.713015873,0.901639344,0.713015873
preb,0.959365079,0.967213115,0.959365079
GRIK2,0.827301587,0.965217391,0.827301587
plcl2,0.8524590160000001,0.8524590160000001,0.895652174
c1s,1.0,1.0,1.0
OSCP1,0.88,0.965217391,0.88
c16h2orf66,0.998730159,1.0,0.998730159
BX323793.1,0.997460317,1.0,0.997460317
mrps15,0.954920635,0.959016393,0.954920635
BX005256.1,0.999365079,1.0,0.999365079
osr2,1.0,1.0,1.0
C16H1orf232,0.94031746,1.0,0.94031746
LO017771.1,0.967213115,0.965217391,0.965217391
CABZ01027551.1,1.0,1.0,1.0
tpbgl,0.998730159,1.0,0.998730159
stk40,0.853968254,0.939130435,0.853968254
tmem79b,0.909836066,0.909836066,0.930434783
il6r,1.0,1.0,1.0
satb1b,0.5460317459999999,0.959016393,0.5460317459999999
CR533578.3,1.0,1.0,1.0
adcy3a,0.989206349,0.991304348,0.989206349
ctnnb1,0.795081967,0.72173913,0.72173913
tdp2a,0.999365079,1.0,0.999365079
ccdc127a,0.973333333,0.991803279,0.973333333
LO017877.2,0.982857143,0.991803279,0.982857143
nrsn1,0.975873016,1.0,0.975873016
zmp:0000000951,0.991803279,0.991803279,0.998095238
CU855821.1,1.0,1.0,1.0
nes,0.975409836,0.975409836,0.982608696
cmtm8b,0.996825397,1.0,0.996825397
zdhhc11,0.993015873,1.0,0.993015873
slc6a3,0.998730159,1.0,0.998730159
BX072576.1,1.0,1.0,1.0
sqlea,0.882539683,0.991304348,0.882539683
LO017721.1,1.0,1.0,1.0
LO017682.1,0.993650794,0.991304348,0.991304348
gpatch3,0.96,0.982608696,0.96
cep72,0.991803279,0.973913043,0.973913043
zmp:0000001316,0.983606557,0.983606557,0.998730159
ccdc106a,0.956825397,0.965217391,0.956825397
cyp11c1,0.998095238,1.0,0.998095238
spag1b,0.989206349,1.0,0.989206349
fzd1,0.991803279,0.991803279,0.998095238
BX571738.1,0.966984127,0.983606557,0.966984127
sh3bp5b,0.994920635,1.0,0.994920635
si:ch211-154o6.2,0.965079365,0.991803279,0.965079365
cdkal1,0.992380952,1.0,0.992380952
LO017872.1,0.972698413,0.982608696,0.972698413
rnf144b,0.8524590160000001,0.8524590160000001,0.902857143
hpxb,0.994920635,1.0,0.994920635
nat14,0.972698413,0.991304348,0.972698413
FO704821.1,0.999365079,1.0,0.999365079
irx1a,0.94984127,0.967213115,0.94984127
CR854927.4,1.0,1.0,1.0
wdr21,0.991803279,0.991803279,0.998730159
mios,0.951111111,0.965217391,0.951111111
CR848788.1,0.996190476,0.991304348,0.991304348
BX571853.3,0.989206349,1.0,0.989206349
iqgap3,0.978412698,0.991803279,0.978412698
FP015862.4,1.0,1.0,1.0
scgn,0.996190476,1.0,0.996190476
BX470182.1,0.984761905,0.991304348,0.984761905
col28a1b,0.996190476,1.0,0.996190476
rpz6,1.0,1.0,1.0
csf3r,0.996825397,0.991304348,0.991304348
LO017852.1,0.975238095,0.956521739,0.956521739
fzd6,0.977777778,0.973913043,0.973913043
BX322614.1,0.998730159,1.0,0.998730159
gask1a,0.983606557,0.983606557,0.991304348
SLA,1.0,1.0,1.0
adcy2a,0.836065574,0.836065574,0.947826087
spire1b,0.8524590160000001,0.8524590160000001,0.939130435
cnih4,0.998095238,1.0,0.998095238
fsbp,1.0,1.0,1.0
CU928063.1,0.997460317,1.0,0.997460317
LO017917.1,0.996825397,0.991304348,0.991304348
rbp5,0.93442623,0.913043478,0.913043478
CU104741.1,0.998730159,1.0,0.998730159
LO017849.1,0.998730159,1.0,0.998730159
ggctb,0.991803279,0.991304348,0.991304348
mrpl32,0.93015873,0.956521739,0.93015873
CR848788.2,0.93442623,0.93442623,0.991304348
CABZ01090785.1,0.999365079,1.0,0.999365079
zmp:0000000608,1.0,1.0,1.0
LO017848.1,0.999365079,1.0,0.999365079
il11a,0.991803279,0.991803279,0.998095238
FP085428.1,0.991803279,0.991803279,1.0
FQ976914.1,0.946031746,0.991304348,0.946031746
wu:fd46c06,1.0,1.0,1.0
pklr,1.0,1.0,1.0
ubr5,0.707301587,0.745901639,0.707301587
ifnlr1,0.991803279,0.991803279,0.997460317
ica1,0.965714286,0.991304348,0.965714286
snrka,0.791111111,0.913043478,0.791111111
RIMS2,0.35111111100000003,0.93442623,0.35111111100000003
si:ch211-201o1.1,0.963174603,0.967213115,0.963174603
cdk14,0.967619048,0.982608696,0.967619048
azi2,0.978412698,0.982608696,0.978412698
irge1,1.0,1.0,1.0
CABZ01111454.1,1.0,1.0,1.0
pomgnt2,0.991746032,0.973913043,0.973913043
baalca,0.999365079,1.0,0.999365079
CABZ01053976.1,0.926229508,0.913043478,0.913043478
atad2,0.975409836,0.975409836,0.984761905
capn7,0.93442623,0.93442623,0.946666667
UBE2O,0.959016393,0.913043478,0.913043478
eomesb,0.998730159,1.0,0.998730159
CR388102.7,0.937777778,0.991304348,0.937777778
CABZ01068499.1,0.999365079,1.0,0.999365079
ago3a,0.754098361,0.754098361,0.826086957
fabp10a,1.0,1.0,1.0
CU499336.2,0.999365079,1.0,0.999365079
fbxo43,0.991803279,0.991304348,0.991304348
psma2,0.911111111,0.942622951,0.911111111
c1r,0.997460317,1.0,0.997460317
si:dkey-17m8.1,0.568888889,0.886956522,0.568888889
FO082781.1,0.999365079,1.0,0.999365079
triob,0.34222222199999996,0.803278689,0.34222222199999996
BX470182.3,0.998730159,1.0,0.998730159
rpl28,0.546666667,0.598360656,0.546666667
CR391998.1,0.997460317,1.0,0.997460317
mtf1,0.928888889,0.947826087,0.928888889
LO018340.1,0.885245902,0.87826087,0.87826087
CU062628.1,1.0,1.0,1.0
sox4b,0.981587302,0.991803279,0.981587302
ENSDARG00000098402,1.0,1.0,1.0
wdr26a,0.934603175,0.956521739,0.934603175
cyb5r4,0.94031746,0.965217391,0.94031746
dnah5,0.09904761900000003,0.904347826,0.09904761900000003
CABZ01043952.1,0.909836066,0.909836066,0.965217391
CABZ01080434.1,0.999365079,1.0,0.999365079
CR293507.1,0.99047619,1.0,0.99047619
si:cabz01093077.1,1.0,1.0,1.0
TENT5A,0.997460317,1.0,0.997460317
stk31,0.991803279,0.982608696,0.982608696
nod1,0.967213115,0.967213115,0.982608696
znrf2b,0.901639344,0.901639344,0.903492063
CR855311.6,1.0,1.0,1.0
cmc1,0.965714286,0.982608696,0.965714286
hace1,0.957460317,0.967213115,0.957460317
rab25b,0.983606557,0.982608696,0.982608696
gpr20,1.0,1.0,1.0
CR855318.1,0.93442623,0.93442623,0.991304348
SLC9A1,0.890793651,0.93442623,0.890793651
LO018128.1,0.993015873,1.0,0.993015873
TPPP,0.991803279,0.982608696,0.982608696
clk2b,0.962539683,0.983606557,0.962539683
frrs1l,0.988571429,0.973913043,0.973913043
CR854942.1,0.991803279,0.991803279,0.999365079
rprd2b,0.89015873,0.965217391,0.89015873
ppox,0.99047619,1.0,0.99047619
GRIK3,0.965714286,0.973913043,0.965714286
ano10a,0.885079365,0.939130435,0.885079365
CR391937.1,1.0,1.0,1.0
fam171a1,0.975409836,0.956521739,0.956521739
ethe1,0.954285714,0.973913043,0.954285714
LO017841.1,0.981587302,1.0,0.981587302
CU469524.2,1.0,1.0,1.0
BX324006.2,0.999365079,1.0,0.999365079
BX324006.3,0.999365079,1.0,0.999365079
BX005402.1,0.999365079,1.0,0.999365079
BX005389.2,0.998095238,1.0,0.998095238
BX005389.5,0.996825397,1.0,0.996825397
BX005389.3,0.999365079,1.0,0.999365079
BX005389.4,0.998730159,1.0,0.998730159
CU855688.1,0.998730159,1.0,0.998730159
CU855688.2,0.984761905,0.991803279,0.984761905
CU855948.1,0.985396825,0.991304348,0.985396825
BX511151.1,1.0,1.0,1.0
CR855277.4,1.0,1.0,1.0
CR533571.1,0.989206349,0.991304348,0.989206349
AL954832.2,0.991803279,0.991803279,0.993015873
BX296552.2,0.95047619,0.967213115,0.95047619
CT025588.3,1.0,1.0,1.0
CR628324.1,0.998730159,0.991304348,0.991304348
LO017847.1,0.997460317,1.0,0.997460317
LO017938.1,0.863492063,0.965217391,0.863492063
LO018250.1,0.998095238,1.0,0.998095238
FO905052.1,0.926229508,0.926229508,0.947826087
LO018166.1,0.983606557,0.983606557,0.991304348
LO017816.1,0.994920635,1.0,0.994920635
si:ch211-191d2.2,0.983606557,0.983606557,0.988571429
si:dkey-174m14.3,0.983606557,0.983606557,0.991304348
exoc2,0.900952381,0.947826087,0.900952381
slc35a1,0.989206349,0.982608696,0.982608696
mei4,1.0,1.0,1.0
kctd1,0.991803279,0.991304348,0.991304348
snx3,0.940952381,0.959016393,0.940952381
si:dkey-249p7.4,1.0,1.0,1.0
nek1,0.862222222,0.939130435,0.862222222
rd3,1.0,1.0,1.0
rdh14b,0.958730159,0.975409836,0.958730159
si:dkeyp-117h8.4,1.0,1.0,1.0
