Gene,Crista.SCs_spec,HCs_spec,Macula.SCs_spec
CR383668.1,1.0,1.0,1.0
fgfr1op2,0.978412698,1.0,0.978412698
si:dkey-21h14.12,1.0,1.0,1.0
si:dkey-285e18.2,1.0,1.0,1.0
znf1114,0.991803279,0.991803279,0.994920635
si:dkey-21h14.10,1.0,1.0,1.0
ERC1,0.35047618999999997,0.843478261,0.35047618999999997
si:dkey-199m13.5,0.999365079,0.991304348,0.991304348
erc1b,0.999365079,1.0,0.999365079
si:dkey-199m13.4,0.983606557,0.983606557,0.991304348
si:dkey-285e18.5,1.0,1.0,1.0
si:dkey-285e18.6,1.0,1.0,1.0
tm7sf3,0.950819672,0.950819672,0.971428571
galnt8b.2,0.999365079,1.0,0.999365079
zgc:174650,0.999365079,1.0,0.999365079
pax4,1.0,1.0,1.0
dyrk2,0.940952381,0.991304348,0.940952381
lhfpl3,0.993015873,0.991304348,0.991304348
si:dkey-21h14.9,1.0,1.0,1.0
si:ch211-197e7.1,0.998730159,1.0,0.998730159
si:dkeyp-82h4.1,0.997460317,1.0,0.997460317
si:dkeyp-82h4.3,0.977142857,1.0,0.977142857
znf1136,0.992380952,0.991304348,0.991304348
wnt5b,0.946666667,0.860869565,0.860869565
znf1062,0.999365079,1.0,0.999365079
si:ch211-266a5.12,1.0,1.0,1.0
si:dkey-16p19.1,1.0,1.0,1.0
BX571664.1,0.983606557,0.983606557,0.985396825
fbxl14b,0.959016393,0.959016393,0.973968254
BX649324.2,1.0,1.0,1.0
znf1052,0.991803279,0.991803279,1.0
CR749763.5,0.991803279,0.991304348,0.991304348
ada2b,0.999365079,0.991304348,0.991304348
si:dkey-16p19.5,0.998095238,1.0,0.998095238
atp6v1e1b,0.755555556,0.965217391,0.755555556
nampta,0.8914285710000001,0.93442623,0.8914285710000001
BX324126.1,1.0,1.0,1.0
zgc:172014,0.998730159,1.0,0.998730159
zgc:173709,0.983606557,0.983606557,0.989206349
cracr2ab,1.0,1.0,1.0
si:ch211-73m21.1,1.0,1.0,1.0
BX957251.1,1.0,1.0,1.0
prmt8b,0.998730159,1.0,0.998730159
si:ch211-181p13.2,0.998095238,1.0,0.998095238
rbm17,0.961904762,0.991304348,0.961904762
ifng1,1.0,1.0,1.0
CR382294.1,1.0,0.991304348,0.991304348
zgc:174944,0.998730159,1.0,0.998730159
braf,0.904126984,0.913043478,0.904126984
kmt2e,0.839365079,0.843478261,0.839365079
ifng1r,1.0,1.0,1.0
il26,1.0,1.0,1.0
si:dkey-178j11.5,0.991803279,0.991803279,0.998730159
si:dkey-156k2.4,0.999365079,1.0,0.999365079
med21,0.976507937,0.991304348,0.976507937
si:dkey-16p19.5.1,0.996190476,1.0,0.996190476
si:dkey-16p6.1,0.997460317,1.0,0.997460317
znf1135,1.0,1.0,1.0
si:dkey-11n14.1,0.983606557,0.983606557,0.989206349
si:ch211-152l15.2,0.999365079,1.0,0.999365079
hgfa,1.0,1.0,1.0
znf1099,1.0,1.0,1.0
sypl1,0.996825397,0.991304348,0.991304348
il22,0.999365079,1.0,0.999365079
CU928083.1,0.991803279,0.991304348,0.991304348
atp2b1a,0.07301587300000001,0.729508197,0.07301587300000001
BX842699.1,0.873650794,0.87704918,0.873650794
si:dkey-16p19.5.2,0.991803279,0.991803279,0.995555556
adipor2,0.768888889,0.87704918,0.768888889
znf1066,0.998730159,0.982608696,0.982608696
si:dkey-47k16.4,0.998095238,1.0,0.998095238
mdm1,0.982222222,0.991304348,0.982222222
si:dkey-156k2.7,1.0,1.0,1.0
BX649620.1,0.996825397,1.0,0.996825397
si:dkey-16p19.8,0.999365079,1.0,0.999365079
tspan11,0.963809524,0.973913043,0.963809524
znf987,0.991803279,0.991803279,0.998095238
pmpcb,0.952380952,0.959016393,0.952380952
BX784029.2,0.999365079,1.0,0.999365079
si:dkeyp-44d3.1,1.0,1.0,1.0
si:dkey-43f9.4,0.985396825,0.991304348,0.985396825
si:ch73-389k6.1,0.942622951,0.942622951,0.955555556
si:dkey-57l19.1,1.0,1.0,1.0
dnajc2,0.981587302,0.991304348,0.981587302
si:dkey-156k2.8,1.0,1.0,1.0
znf1061,1.0,1.0,1.0
BX663613.1,0.993650794,0.982608696,0.982608696
znf977,1.0,1.0,1.0
znf1110,1.0,0.991304348,0.991304348
ndufb2,0.817777778,0.930434783,0.817777778
atxn7l1,0.97968254,0.991803279,0.97968254
si:dkeyp-44d3.3,0.999365079,1.0,0.999365079
CU928073.1,0.993650794,1.0,0.993650794
znf800b,0.982222222,0.973913043,0.973913043
znf1058,1.0,1.0,1.0
acot14,0.998730159,0.991304348,0.991304348
si:ch211-127b6.2,0.937142857,0.982608696,0.937142857
si:ch211-214j24.14,1.0,1.0,1.0
si:ch211-245n8.4,0.998730159,1.0,0.998730159
znf1045,1.0,1.0,1.0
cacna2d1a,0.999365079,1.0,0.999365079
kdm7aa,0.947936508,0.965217391,0.947936508
BX784029.3,0.998095238,1.0,0.998095238
znf1094,0.994285714,1.0,0.994285714
si:dkeyp-44d3.5,1.0,1.0,1.0
BX649349.2,0.997460317,1.0,0.997460317
mpped1,0.998730159,1.0,0.998730159
snap91b,0.5841269840000001,0.959016393,0.5841269840000001
si:ch211-208f21.2,1.0,1.0,1.0
zgc:171673,0.991803279,0.982608696,0.982608696
ccdc167,0.916190476,0.965217391,0.916190476
znf996,0.994920635,1.0,0.994920635
BX649349.1,1.0,1.0,1.0
si:dkey-19c16.12,0.982857143,0.982608696,0.982608696
si:ch73-158p21.2,0.967213115,0.967213115,0.986666667
si:ch211-208f21.3,0.999365079,1.0,0.999365079
si:dkey-156j15.1,1.0,1.0,1.0
si:dkey-265e15.5,0.999365079,1.0,0.999365079
znf1049,0.991803279,0.991803279,0.998730159
znf976,0.989206349,0.991803279,0.989206349
si:dkey-16p6.1.1,0.999365079,1.0,0.999365079
si:ch73-158p21.3,0.997460317,1.0,0.997460317
si:dkey-237m9.2,1.0,1.0,1.0
grm8a,0.959016393,0.959016393,0.96
CR954226.2,1.0,1.0,1.0
znf1026,0.994285714,1.0,0.994285714
znf1145,1.0,1.0,1.0
si:ch211-268b14.2,0.991803279,0.991803279,0.999365079
svopl,0.868852459,0.868852459,0.973913043
si:dkey-237m9.1,0.985396825,0.991304348,0.985396825
msgn1,1.0,1.0,1.0
calua,0.967213115,0.965217391,0.965217391
sema3c,0.878095238,0.975409836,0.878095238
acot15,0.944126984,0.973913043,0.944126984
mrps33,0.971428571,0.975409836,0.971428571
zgc:123107,0.999365079,1.0,0.999365079
sema3aa,0.90031746,0.869565217,0.869565217
scube1,0.950819672,0.826086957,0.826086957
si:ch211-51e12.7,0.860655738,0.860655738,0.902222222
si:dkey-165e24.1,0.996825397,1.0,0.996825397
FP074874.2,1.0,1.0,1.0
FP074874.3,1.0,1.0,1.0
zgc:172128,0.999365079,1.0,0.999365079
FP074874.1,0.991803279,0.991803279,0.997460317
zgc:172128.1,0.987936508,0.982608696,0.982608696
zgc:113209,0.996190476,0.991304348,0.991304348
opn1sw1,1.0,1.0,1.0
si:dkeyp-90h9.1,0.993015873,1.0,0.993015873
tmem178b,0.40317460299999996,0.886956522,0.40317460299999996
si:ch211-142b24.8,0.999365079,1.0,0.999365079
CR792454.1,0.946666667,0.975409836,0.946666667
kera,1.0,1.0,1.0
drd4-rs,0.993650794,1.0,0.993650794
chpt1,0.897777778,0.973913043,0.897777778
epyc,0.999365079,1.0,0.999365079
si:dkey-72l17.5,0.954285714,0.967213115,0.954285714
cd36,1.0,1.0,1.0
si:dkeyp-85d8.5,0.994920635,1.0,0.994920635
gpr37b,0.983606557,0.983606557,0.996190476
nudt4b,0.978412698,0.982608696,0.978412698
BX321870.1,1.0,1.0,1.0
si:dkey-16p6.1.2,0.983606557,0.982608696,0.982608696
si:dkeyp-38g8.5,0.987936508,1.0,0.987936508
zgc:113119,0.988571429,0.973913043,0.973913043
ube2nb,0.977142857,0.982608696,0.977142857
si:dkey-22a18.2,0.996825397,1.0,0.996825397
zgc:153116,0.988571429,0.991803279,0.988571429
ftr51,0.991803279,0.991803279,0.993650794
waslb,0.876825397,0.947826087,0.876825397
gpr85,0.925079365,0.991803279,0.925079365
BX950217.1,0.993650794,1.0,0.993650794
zgc:174696,1.0,1.0,1.0
acot16,0.970793651,0.991304348,0.970793651
znf1060,0.997460317,1.0,0.997460317
BX649328.2,1.0,1.0,1.0
gcc1,0.983606557,0.983606557,0.986666667
lamtor4,0.96952381,0.973913043,0.96952381
atp6v1f,0.945396825,0.982608696,0.945396825
znf1148,0.987936508,1.0,0.987936508
si:ch211-142b24.2,0.998730159,1.0,0.998730159
tmem168a,0.947936508,0.965217391,0.947936508
tnpo3,0.965079365,0.982608696,0.965079365
spic,1.0,1.0,1.0
spi2,1.0,1.0,1.0
CT868708.1,0.994920635,1.0,0.994920635
dnajb9b,0.991803279,0.991803279,0.996190476
si:dkey-72l17.6,1.0,1.0,1.0
mybpc1,0.989206349,0.991803279,0.989206349
zgc:174698,0.998095238,0.991304348,0.991304348
cnot4b,0.921269841,0.93442623,0.921269841
samm50l,0.966984127,1.0,0.966984127
dennd6b,0.973968254,0.991304348,0.973968254
lmod2b,0.999365079,1.0,0.999365079
si:ch211-59d8.2,0.998095238,1.0,0.998095238
si:dkey-4e4.1,1.0,1.0,1.0
pcloa,0.616507937,0.973913043,0.616507937
si:ch211-76m11.8,0.94984127,0.982608696,0.94984127
mrpl42,0.971428571,0.991304348,0.971428571
mrps10,0.939047619,0.956521739,0.939047619
si:dkeyp-44b5.4,1.0,1.0,1.0
BX649431.3,1.0,1.0,1.0
si:dkeyp-107f9.1,1.0,1.0,1.0
pimr173,0.998730159,1.0,0.998730159
znf1118,0.999365079,1.0,0.999365079
znf1085,0.999365079,1.0,0.999365079
si:dkey-265e7.1,0.927619048,0.959016393,0.927619048
asb15b,0.983606557,0.983606557,0.997460317
si:dkey-16p6.1.3,0.999365079,1.0,0.999365079
gnai1,0.49968254,0.852173913,0.49968254
parp12b,0.961904762,0.947826087,0.947826087
si:dkey-16b10.1,0.998730159,1.0,0.998730159
znf1034,0.999365079,0.982608696,0.982608696
si:dkey-16b10.2,0.998095238,1.0,0.998095238
CR318589.1,1.0,1.0,1.0
si:dkeyp-27e10.3,0.975409836,0.975409836,0.991304348
CT009596.1,1.0,1.0,1.0
ifrd1,0.768253968,0.819672131,0.768253968
pwp1,0.964444444,0.983606557,0.964444444
irf5,0.991803279,0.982608696,0.982608696
shisal1a,0.66984127,0.965217391,0.66984127
tulp4a,0.950819672,0.950819672,0.956521739
ppp6r2a,0.950819672,0.950819672,0.960634921
si:dkey-14k9.3,0.995555556,1.0,0.995555556
si:dkeyp-107f9.2,0.999365079,1.0,0.999365079
CR293509.1,0.950819672,0.950819672,0.988571429
acot17,0.944126984,1.0,0.944126984
si:ch211-214j24.15,0.999365079,1.0,0.999365079
si:ch211-214j24.10,0.817142857,0.956521739,0.817142857
si:dkeyp-107f9.4,1.0,1.0,1.0
zgc:173705,0.998730159,0.991304348,0.991304348
si:dkey-78o7.3,0.999365079,0.991304348,0.991304348
BX640584.1,0.991803279,0.991803279,0.998730159
si:dkeyp-44b5.5,0.999365079,1.0,0.999365079
si:dkey-16p6.1.4,1.0,1.0,1.0
znf1042,0.911111111,0.956521739,0.911111111
BX324003.1,0.995555556,1.0,0.995555556
aldh1l2,0.968888889,0.991304348,0.968888889
si:ch211-59d8.3,0.998095238,1.0,0.998095238
akr1b1.1,0.996190476,1.0,0.996190476
cd9b,0.385245902,0.385245902,0.4
mkrn1,0.8184126979999999,0.926229508,0.8184126979999999
si:dkey-16p6.1.5,0.996190476,1.0,0.996190476
akr1b1.2,0.976507937,0.982608696,0.976507937
tmem121b,1.0,1.0,1.0
znf1053,1.0,0.991304348,0.991304348
si:dkey-26h11.2,1.0,1.0,1.0
si:dkey-26h11.1,1.0,1.0,1.0
nup107,0.960634921,0.965217391,0.960634921
tmem181,0.944126984,0.965217391,0.944126984
ms4a17a.7,0.996825397,1.0,0.996825397
ms4a17a.3,1.0,1.0,1.0
si:dkeyp-4f2.1,0.999365079,1.0,0.999365079
ccdc87,0.98984127,0.991304348,0.98984127
ms4a17a.6,0.999365079,1.0,0.999365079
osgep,0.991803279,0.991304348,0.991304348
dock4b,0.658412698,0.895652174,0.658412698
ms4a17a.10,0.998095238,1.0,0.998095238
ttc41,0.995555556,1.0,0.995555556
BX640547.1,1.0,1.0,1.0
fam3c,0.771428571,0.956521739,0.771428571
ms4a17a.12,0.991803279,0.982608696,0.982608696
ms4a17a.4,1.0,1.0,1.0
si:dkey-4j21.2,0.998730159,1.0,0.998730159
lum,1.0,1.0,1.0
CU571163.1,0.991803279,0.991803279,0.993015873
il17ra1a,0.991803279,0.982608696,0.982608696
znf1112,0.993650794,0.991304348,0.991304348
si:ch73-56d11.5,0.991803279,0.982608696,0.982608696
si:dkeyp-4f2.6,0.998730159,1.0,0.998730159
si:dkey-159a18.1,1.0,1.0,1.0
ankrd16,0.995555556,1.0,0.995555556
pnpla8,0.94031746,0.965217391,0.94031746
dynlt1,0.954285714,1.0,0.954285714
si:dkeyp-81f3.4,0.985396825,1.0,0.985396825
ms4a17a.5,0.991803279,0.991803279,0.999365079
si:ch211-162i8.4,0.999365079,1.0,0.999365079
si:dkey-247i3.6,0.998730159,1.0,0.998730159
znf1072,0.991803279,0.991304348,0.991304348
si:dkey-247i3.5,0.991803279,0.991304348,0.991304348
si:dkey-54j5.2,0.999365079,1.0,0.999365079
znf1000,0.998730159,0.991304348,0.991304348
dcn,0.87704918,0.87704918,0.913043478
fbxo18,0.975238095,0.983606557,0.975238095
CABZ01015815.1,0.983606557,0.982608696,0.982608696
CABZ01015815.3,0.991803279,0.991803279,0.998095238
CABZ01015815.5,0.995555556,0.991304348,0.991304348
CABZ01015815.2,0.996190476,1.0,0.996190476
CABZ01015815.4,1.0,1.0,1.0
glt8d2,0.996190476,0.991304348,0.991304348
prdm4,0.991803279,0.991304348,0.991304348
znf1055,1.0,1.0,1.0
rpl18a,0.602539683,0.643478261,0.602539683
hsp90b1,0.779047619,0.87826087,0.779047619
si:dkeyp-4f2.3,0.995555556,1.0,0.995555556
si:dkey-240n22.6,0.998730159,1.0,0.998730159
si:dkey-48p11.3,0.993015873,1.0,0.993015873
acot18,0.946031746,0.982608696,0.946031746
si:dkey-201g16.1,1.0,1.0,1.0
si:dkey-240n22.6.1,0.942857143,0.991304348,0.942857143
znf1090,0.999365079,0.991304348,0.991304348
pimr168,1.0,1.0,1.0
cep83,0.971428571,0.991304348,0.971428571
ano6,0.991803279,0.930434783,0.930434783
pimr170,1.0,1.0,1.0
pimr214,0.999365079,1.0,0.999365079
si:dkeyp-4f2.3.1,0.999365079,0.991304348,0.991304348
znf1065,1.0,1.0,1.0
pimr171,1.0,1.0,1.0
znf1137,0.999365079,1.0,0.999365079
avpr2l,1.0,1.0,1.0
si:dkey-247i3.1,0.999365079,1.0,0.999365079
ano2b,0.303492063,0.926229508,0.303492063
si:dkey-16p6.2,0.98984127,1.0,0.98984127
CU468826.1,0.958730159,1.0,0.958730159
BX571954.2,0.999365079,1.0,0.999365079
slc41a2b,0.918095238,0.926229508,0.918095238
si:ch211-171l17.14,0.997460317,1.0,0.997460317
si:ch73-177h5.2,1.0,1.0,1.0
si:ch211-76m11.5,0.996825397,1.0,0.996825397
lrrc17,1.0,1.0,1.0
BX005417.1,0.998095238,1.0,0.998095238
si:dkey-240n22.3,0.991746032,0.982608696,0.982608696
si:dkey-29j8.1,1.0,1.0,1.0
CT027801.2,0.999365079,1.0,0.999365079
CT027801.1,1.0,1.0,1.0
si:dkey-84h14.2,1.0,1.0,1.0
si:dkey-84h14.4,1.0,1.0,1.0
btg1,0.36065573799999995,0.36065573799999995,0.52173913
si:ch211-170p16.1,1.0,1.0,1.0
nrcama,0.702857143,0.983606557,0.702857143
gdi2,0.90984127,0.930434783,0.90984127
BX890562.3,1.0,1.0,1.0
BX890562.2,0.983606557,0.982608696,0.982608696
CU467646.4,1.0,1.0,1.0
znf1009,0.994920635,0.991304348,0.991304348
chst11,0.914920635,0.973913043,0.914920635
asb13a.1,0.99047619,0.991304348,0.99047619
si:dkey-172k15.11,0.98984127,1.0,0.98984127
CU467646.5,0.998730159,1.0,0.998730159
znf1009.1,0.950819672,0.950819672,0.963174603
CU467646.6,1.0,1.0,1.0
znf1009.2,0.998095238,1.0,0.998095238
si:dkey-172k15.6,0.942622951,0.942622951,0.964444444
si:dkey-240n22.8,0.991803279,0.991803279,0.997460317
apaf1,0.975409836,0.975409836,0.977142857
CU467646.1,1.0,1.0,1.0
si:ch211-207e19.2,0.991803279,0.991304348,0.991304348
CU467646.7,0.993650794,0.982608696,0.982608696
BX005417.2,0.983606557,0.983606557,0.998095238
CU467646.8,1.0,1.0,1.0
trpm2,0.998095238,1.0,0.998095238
gsap,0.991803279,0.982608696,0.982608696
ccdc146,1.0,1.0,1.0
stk38l,0.994920635,0.991304348,0.991304348
zgc:173770,1.0,1.0,1.0
tnni4a,0.980952381,1.0,0.980952381
magi2a,0.717460317,0.8524590160000001,0.717460317
CU467646.3,1.0,1.0,1.0
si:dkeyp-53e4.1,0.998730159,1.0,0.998730159
apex1,0.967213115,0.967213115,0.985396825
si:dkey-29j8.2,0.99047619,1.0,0.99047619
slc26a5,0.778688525,0.778688525,0.892063492
pthlha,0.999365079,0.991304348,0.991304348
fgl2a,0.998095238,1.0,0.998095238
si:dkey-84h14.1,0.988571429,1.0,0.988571429
sinup,1.0,1.0,1.0
ntf3,0.934603175,0.959016393,0.934603175
znf1073,0.991803279,0.991803279,0.997460317
znf1053.1,1.0,1.0,1.0
nfyba,0.966349206,0.973913043,0.966349206
znf1037,0.994920635,1.0,0.994920635
psmc2,0.941587302,0.950819672,0.941587302
si:ch211-197f20.1,0.998730159,1.0,0.998730159
xpot,0.962539683,0.975409836,0.962539683
si:dkeyp-53e4.2,1.0,1.0,1.0
caprin2,0.999365079,1.0,0.999365079
si:dkey-28i19.3,0.999365079,1.0,0.999365079
si:dkey-250k10.1,0.991803279,0.991803279,0.994920635
znf1026.1,0.991803279,0.991304348,0.991304348
BX571843.1,1.0,1.0,1.0
si:dkey-29p23.2,0.999365079,1.0,0.999365079
si:dkeyp-53e4.4,0.983492063,0.982608696,0.982608696
FAR2,0.918032787,0.918032787,0.9320634919999999
si:ch211-226o13.1,0.996825397,1.0,0.996825397
tbc1d30,0.974603175,0.973913043,0.973913043
zgc:173705.1,1.0,1.0,1.0
si:dkey-29p23.1,0.975873016,0.983606557,0.975873016
si:dkey-16p6.4,1.0,1.0,1.0
si:ch211-223g7.6,1.0,1.0,1.0
si:ch211-246b8.5,1.0,1.0,1.0
CT025695.1,0.997460317,1.0,0.997460317
slc35e3,0.996190476,1.0,0.996190476
si:dkey-250k10.4,0.998730159,1.0,0.998730159
si:ch211-246b8.1,0.998095238,1.0,0.998095238
CT025695.2,1.0,1.0,1.0
lamb1b,0.944126984,0.991304348,0.944126984
pimr169,1.0,1.0,1.0
si:ch211-249c2.1,0.998730159,1.0,0.998730159
psmb10,0.98031746,0.991803279,0.98031746
si:dkey-172k15.4,0.983606557,0.983606557,0.993015873
si:dkey-172k15.3,0.987936508,0.991304348,0.987936508
hcfc2,0.993650794,1.0,0.993650794
si:ch211-226o13.3,1.0,1.0,1.0
si:dkey-261p22.1,0.986666667,0.991304348,0.986666667
cntn1b,0.968253968,0.991803279,0.968253968
adm2a,0.998730159,1.0,0.998730159
znf1104,0.982222222,0.991304348,0.982222222
si:dkey-22l11.6,0.998095238,1.0,0.998095238
asb13a.2,0.987936508,0.982608696,0.982608696
gnsa,0.90031746,0.942622951,0.90031746
si:ch211-64i20.3,0.995555556,1.0,0.995555556
FP102892.1,0.999365079,1.0,0.999365079
pimr168.1,1.0,1.0,1.0
si:dkeyp-51g9.4,0.991803279,0.991803279,0.999365079
sinhcaf,0.868852459,0.868852459,0.87826087
rergla,0.999365079,1.0,0.999365079
si:ch211-237a4.2,0.999365079,1.0,0.999365079
si:ch211-246b8.2,0.988571429,1.0,0.988571429
zgc:113263,0.959365079,0.973913043,0.959365079
si:dkey-14d8.1,0.987936508,1.0,0.987936508
CU855889.1,0.999365079,1.0,0.999365079
rtcb,0.977777778,0.956521739,0.956521739
cpsf6,0.785396825,0.852173913,0.785396825
anks1b,0.959016393,0.959016393,0.965217391
mdm2,0.939047619,0.967213115,0.939047619
dennd5b,0.488253968,0.6,0.488253968
si:dkeyp-100h4.4,1.0,1.0,1.0
slco1e1,0.998095238,1.0,0.998095238
si:ch211-223g7.6.1,0.991803279,0.991803279,0.994285714
sbf1,0.463492063,0.8,0.463492063
si:dkeyp-100h4.7,1.0,1.0,1.0
si:dkeyp-100h4.1,0.975873016,0.965217391,0.965217391
slco1d1,0.996825397,1.0,0.996825397
zgc:174944.1,0.998730159,1.0,0.998730159
si:dkeyp-100h4.2,0.998095238,1.0,0.998095238
avpr1ab,1.0,1.0,1.0
CABZ01087415.1,0.994920635,0.991304348,0.991304348
AL935186.1,1.0,1.0,1.0
net1,0.893442623,0.893442623,0.956521739
gbp4,0.999365079,0.991304348,0.991304348
srgap1b,0.98984127,0.991304348,0.98984127
arhgef39,0.991111111,1.0,0.991111111
si:ch211-227e10.6,0.998095238,0.991304348,0.991304348
fbxo7,0.975238095,0.991304348,0.975238095
si:ch211-223g7.2,0.991803279,0.991803279,0.998095238
PTCHD3,1.0,1.0,1.0
hspa12a.2,1.0,1.0,1.0
hspa12a.1,0.998730159,1.0,0.998730159
si:dkey-61p9.7,0.996190476,1.0,0.996190476
tmcc3,0.686984127,0.81147541,0.686984127
lrtm2a,0.9295238100000001,1.0,0.9295238100000001
si:dkey-146m20.13,1.0,1.0,1.0
si:dkey-61p9.9,0.999365079,1.0,0.999365079
AL935186.3,0.986666667,1.0,0.986666667
si:dkey-61p9.11,0.999365079,1.0,0.999365079
si:dkey-7j22.1,0.996825397,1.0,0.996825397
si:dkey-7j22.2,0.991803279,0.991803279,0.998095238
CU855889.2,0.991803279,0.991803279,0.996190476
znf1115,0.993015873,1.0,0.993015873
si:dkey-7j22.4,0.998730159,1.0,0.998730159
BX897720.1,0.999365079,1.0,0.999365079
zgc:194209,0.996190476,1.0,0.996190476
si:dkey-16p6.1.6,0.983606557,0.983606557,0.997460317
si:dkeyp-77c4.5,0.997460317,1.0,0.997460317
znf1107,0.977777778,0.983606557,0.977777778
BX649307.1,0.995555556,1.0,0.995555556
pkp2,0.704918033,0.704918033,0.782608696
znf980,1.0,1.0,1.0
tnnt2e,0.983606557,0.982608696,0.982608696
znf1137.1,0.998730159,1.0,0.998730159
pdzrn4,0.795555556,0.973913043,0.795555556
BX901954.1,0.999365079,1.0,0.999365079
trhde.2,0.991746032,0.991304348,0.991304348
agbl5,0.968253968,0.982608696,0.968253968
ndufa12,0.7104761900000001,0.904347826,0.7104761900000001
si:dkey-269p2.1,1.0,1.0,1.0
ost4,0.882539683,0.942622951,0.882539683
si:ch211-276i6.1,1.0,1.0,1.0
si:ch211-227e10.2,1.0,1.0,1.0
cacna2d4a,0.998095238,1.0,0.998095238
si:ch211-227e10.1,0.983606557,0.982608696,0.982608696
yaf2,0.900952381,0.965217391,0.900952381
si:dkey-279j5.1,0.97968254,1.0,0.97968254
selenoo2,1.0,0.991304348,0.991304348
si:ch211-227e10.3,0.994920635,1.0,0.994920635
C4H12orf66,0.978412698,0.982608696,0.978412698
rassf3,0.950819672,0.939130435,0.939130435
zcrb1,0.987936508,0.991304348,0.987936508
FP236161.1,1.0,1.0,1.0
pphln1,0.921269841,0.926229508,0.921269841
si:dkeyp-100h4.8,1.0,1.0,1.0
si:dkey-51d8.1,0.991803279,0.991304348,0.991304348
tspan33a,0.925079365,0.860869565,0.860869565
nr2c1,0.98031746,0.973913043,0.973913043
yeats4,0.972698413,0.983606557,0.972698413
frs2a,0.998095238,0.982608696,0.982608696
kcnc2,0.966349206,0.991304348,0.966349206
gxylt1b,0.968888889,1.0,0.968888889
lmo3,0.973333333,1.0,0.973333333
trhde.2.1,0.964444444,1.0,0.964444444
tcp11l2,0.732698413,0.885245902,0.732698413
ikbip,0.986031746,0.991304348,0.986031746
creb3l2,0.696721311,0.696721311,0.817391304
dcp1b,0.975409836,0.975409836,0.978412698
si:dkey-207m2.4,0.991803279,0.991304348,0.991304348
naf1,0.947301587,0.983606557,0.947301587
si:dkey-238k10.3,0.976507937,0.965217391,0.965217391
ckap4,0.959016393,0.959016393,0.982608696
arfgap3,0.960634921,0.956521739,0.956521739
uhrf1bp1l,0.478095238,0.869565217,0.478095238
tmem214,0.965714286,0.967213115,0.965714286
BX649500.1,0.980952381,0.983606557,0.980952381
BX649476.1,0.982222222,0.982608696,0.982222222
cct2,1.0,1.0,1.0
terfa,0.967213115,0.967213115,0.982608696
cpm,0.967213115,0.967213115,0.971428571
golt1ba,0.974603175,0.982608696,0.974603175
gys2,0.996825397,1.0,0.996825397
si:dkey-51d8.3,0.998730159,1.0,0.998730159
CR847906.1,0.991803279,0.991803279,0.998730159
ssbp1,0.984126984,0.973913043,0.973913043
si:ch211-227e10.6.1,0.994285714,1.0,0.994285714
si:dkey-56m15.2,0.973968254,0.991803279,0.973968254
BX465862.4,0.81147541,0.81147541,0.852173913
si:dkeyp-4c4.2,0.991803279,0.991304348,0.991304348
si:dkey-56m15.6,0.998730159,1.0,0.998730159
si:dkey-56m15.5,0.995555556,1.0,0.995555556
ipo8,0.932698413,0.947826087,0.932698413
BX324164.3,0.991803279,0.991803279,0.995555556
si:dkey-56m15.3,1.0,1.0,1.0
STMP1,0.918730159,0.92173913,0.918730159
BX324164.4,0.997460317,1.0,0.997460317
si:dkey-56m15.9,0.998730159,1.0,0.998730159
si:dkey-14d8.20,0.93015873,0.967213115,0.93015873
si:dkey-238k10.2,0.909836066,0.909836066,0.966349206
BX649516.1,0.994920635,1.0,0.994920635
spx,0.991803279,0.991803279,0.997460317
si:dkey-56m15.7,1.0,1.0,1.0
BX649516.3,0.998730159,1.0,0.998730159
si:dkey-56m15.8,1.0,1.0,1.0
si:dkey-238k10.1,0.993015873,1.0,0.993015873
BX649516.5,0.998730159,1.0,0.998730159
si:dkey-14d8.22,0.999365079,0.991304348,0.991304348
si:dkey-61p9.9.1,0.918032787,0.918032787,0.92173913
pacsin2,0.967213115,0.967213115,0.982608696
si:dkey-176f19.4,1.0,0.991304348,0.991304348
ccdc136b,0.871111111,0.965217391,0.871111111
zgc:174653,0.991803279,0.982608696,0.982608696
si:dkey-176f19.1,1.0,1.0,1.0
si:dkey-176f19.7,0.999365079,1.0,0.999365079
znf1125,1.0,1.0,1.0
zgc:174180,1.0,1.0,1.0
cacna1c,0.967619048,0.991304348,0.967619048
znf1023,1.0,1.0,1.0
znf1089,0.998730159,1.0,0.998730159
ttll1,0.979047619,0.983606557,0.979047619
smo,0.893442623,0.886956522,0.886956522
usp6nl,0.8019047619999999,0.81147541,0.8019047619999999
si:ch211-258f14.2,0.921904762,1.0,0.921904762
mgst1.2,0.950819672,0.950819672,0.973913043
mgst1.1,0.975409836,0.975409836,0.998095238
si:ch73-278m9.1,0.979047619,0.991304348,0.979047619
plxnc1,0.993650794,0.973913043,0.973913043
mapre3b,0.902857143,0.947826087,0.902857143
fgd6,0.860655738,0.860655738,0.87826087
si:ch211-271g18.4,0.999365079,1.0,0.999365079
zgc:162331,0.998730159,1.0,0.998730159
znf1039,0.999365079,1.0,0.999365079
znf1109,0.998730159,1.0,0.998730159
si:dkey-61p9.9.2,0.998730159,0.991304348,0.991304348
znf1116,0.999365079,0.991304348,0.991304348
CT027586.1,1.0,1.0,1.0
si:dkey-157e10.6,0.998095238,1.0,0.998095238
si:dkey-157e10.8,1.0,1.0,1.0
BX546503.1,1.0,1.0,1.0
