Gene,Late RPCs,Photoreceptor Precursor,RGC,Early RPCs,Amacrine,Muller Glia,Horizontal,Bipolar,Photoreceptor
nhlh2_tp53inp2,0.021676892,0.003754693,0.100931677,0.003197807,0.035633055,0.006726457,0.009259259,0.00668037,0
scrt1b_tp53inp2,0.001738241,0,0.030279503,0,0.006065201,0,0,0,0
dla_tp53inp2,0.157668712,0.037546934,0.062888199,0.069590376,0.016679303,0.00896861,0.009259259,0.024665982,0.001776199
kdm2bb_tp53inp2,0.042944785,0.036295369,0.062111801,0.019491396,0.042077331,0.004484305,0.018518519,0.075539568,0.001776199
rhbdl3_tp53inp2,0.019734151,0.005006258,0.036490683,0.003654637,0.004548901,0.004484305,0.002314815,0.038540596,0
pacsin1b_tp53inp2,0.058588957,0.017521902,0.108695652,0.046292066,0.070887036,0.00896861,0.037037037,0.058067831,0.001776199
dlb_tp53inp2,0.114928425,0.037546934,0.102484472,0.040657835,0.023881729,0.011210762,0.009259259,0.043679342,0
hoxb3a_tp53inp2,0.000408998,0,0.031055901,0.00045683,0,0,0,0.000513875,0
tp53inp2_vsx1,0.130368098,0.051314143,0.075310559,0.02680067,0.070128886,0.013452915,0.053240741,0.251284687,0.007104796
sox11b_tp53inp2,0.23609407,0.106382979,0.230590062,0.101720725,0.139878696,0.015695067,0.041666667,0.084789311,0.001776199
insm1a_tp53inp2,0.192944785,0.078848561,0.147515528,0.020252779,0.080742987,0.015695067,0.018518519,0.064748201,0
smad7_tp53inp2,0.045194274,0.04505632,0.057453416,0.016750419,0.040940106,0,0.011574074,0.067831449,0.001776199
her13_tp53inp2,0.0299591,0.007509387,0.048136646,0.009441145,0.007202426,0.004484305,0,0.005652621,0
irx1a_tp53inp2,0.004601227,0,0.076863354,0.002284148,0.0015163,0,0.00462963,0.000513875,0
rbpjb_tp53inp2,0.108486708,0.051314143,0.044254658,0.042028323,0.042456406,0.011210762,0.016203704,0.047790339,0.003552398
tp53inp2_yaf2,0.106543967,0.065081352,0.138975155,0.061824273,0.092873389,0.020179372,0.050925926,0.080678314,0
myt1b_spsb4a,0.009406953,0.01126408,0.068322981,0.003197807,0.008339651,0,0.006944444,0.028263104,0.001776199
myt1b_nhlh2,0.019734151,0.002503129,0.104037267,0.002893254,0.048521607,0.004484305,0.011574074,0.006166495,0.001776199
myt1b_scrt1b,0.002351738,0,0.032608696,0,0.009855951,0,0.002314815,0,0
dla_myt1b,0.080265849,0.016270338,0.072204969,0.012029846,0.011372252,0,0.006944444,0.027749229,0
kdm2bb_myt1b,0.022494888,0.016270338,0.067546584,0.004872849,0.040940106,0.002242152,0.027777778,0.104830421,0
myt1b_rhbdl3,0.017893661,0.003754693,0.041925466,0.001522765,0.005686126,0.002242152,0.00462963,0.062178828,0
myt1b_pacsin1b,0.028834356,0.008760951,0.117236025,0.006091061,0.089082638,0.004484305,0.037037037,0.078622816,0
dlb_myt1b,0.064826176,0.013767209,0.118012422,0.009897975,0.012888552,0.002242152,0.00462963,0.047790339,0
hoxb3a_myt1b,0.000511247,0,0.038819876,0,0.00075815,0,0,0.000513875,0
myt1b_vsx1,0.066257669,0.026282854,0.094720497,0.002740978,0.081501137,0.013452915,0.078703704,0.357656732,0.003552398
myt1b_sox11b,0.118813906,0.021276596,0.27173913,0.014618547,0.116376042,0.004484305,0.041666667,0.104316547,0.001776199
insm1a_myt1b,0.094887526,0.025031289,0.176242236,0.006091061,0.040561031,0.004484305,0.013888889,0.081706064,0.005328597
myt1b_smad7,0.024744376,0.013767209,0.072204969,0.002284148,0.037149356,0.002242152,0.020833333,0.090441932,0
her13_myt1b,0.014110429,0.005006258,0.055900621,0.002588701,0.005686126,0.002242152,0,0.007194245,0
irx1a_myt1b,0.004294479,0,0.080745342,0.000609106,0.00227445,0,0.00462963,0,0
myt1b_rbpjb,0.039161554,0.013767209,0.058229814,0.007156997,0.023123578,0.002242152,0.011574074,0.064234327,0.001776199
myt1b_yaf2,0.05,0.021276596,0.147515528,0.006395614,0.093631539,0.004484305,0.05787037,0.107913669,0
nhlh2_spsb4a,0.003578732,0.002503129,0.039596273,0.001522765,0.006823351,0.002242152,0.002314815,0.001027749,0
scrt1b_spsb4a,0.000715746,0.001251564,0.010869565,0,0.001137225,0.002242152,0,0,0
dla_spsb4a,0.016462168,0.015018773,0.024068323,0.024059692,0.002653525,0.002242152,0,0.004624872,0
kdm2bb_spsb4a,0.004907975,0.016270338,0.027950311,0.010354804,0.0030326,0,0.00462963,0.012846865,0.007104796
rhbdl3_spsb4a,0.002760736,0.002503129,0.017857143,0.002436425,0.00075815,0.002242152,0,0.006166495,0
pacsin1b_spsb4a,0.007361963,0.007509387,0.042701863,0.023907416,0.007960576,0.002242152,0.009259259,0.011819116,0
dlb_spsb4a,0.014826176,0.013767209,0.043478261,0.013400335,0.002653525,0.002242152,0,0.004110997,0
hoxb3a_spsb4a,0.000204499,0,0.017080745,0.000304553,0,0,0,0,0
spsb4a_vsx1,0.011860941,0.02252816,0.030279503,0.013400335,0.009476876,0.002242152,0.030092593,0.046248715,0.014209591
sox11b_spsb4a,0.022801636,0.042553191,0.086180124,0.047510279,0.012888552,0.002242152,0.016203704,0.015416238,0.008880995
insm1a_spsb4a,0.017177914,0.030037547,0.060559006,0.005786508,0.009097801,0.002242152,0.006944444,0.01336074,0.007104796
smad7_spsb4a,0.005112474,0.018773467,0.030279503,0.011116187,0.005686126,0.002242152,0.00462963,0.011305242,0.007104796
her13_spsb4a,0.003680982,0.005006258,0.020186335,0.001979595,0,0,0,0.002569373,0
irx1a_spsb4a,0.000715746,0,0.02484472,0.000913659,0.000379075,0,0,0,0
rbpjb_spsb4a,0.010224949,0.025031289,0.02484472,0.020405056,0.008718726,0.002242152,0.002314815,0.009249743,0.005328597
spsb4a_yaf2,0.011247444,0.028785982,0.048136646,0.030455307,0.010993177,0.004484305,0.013888889,0.015930113,0.003552398
nhlh2_scrt1b,0.001635992,0,0.02173913,0,0.005307051,0.002242152,0,0,0
dla_nhlh2,0.025664622,0.003754693,0.031832298,0.004720573,0.008339651,0.004484305,0.00462963,0.000513875,0
kdm2bb_nhlh2,0.007668712,0.003754693,0.047360248,0.001979595,0.024639879,0.002242152,0.002314815,0.005652621,0.001776199
nhlh2_rhbdl3,0.005623722,0,0.022515528,0.000913659,0.00227445,0.002242152,0.002314815,0.001541624,0
nhlh2_pacsin1b,0.01196319,0.002503129,0.050465839,0.002588701,0.039802881,0.006726457,0.00462963,0.001027749,0
dlb_nhlh2,0.026175869,0.002503129,0.065993789,0.004263743,0.007581501,0.006726457,0,0.001541624,0
hoxb3a_nhlh2,0,0,0.023291925,0,0,0,0,0,0
nhlh2_vsx1,0.010327198,0.006257822,0.045031056,0.000913659,0.043214556,0.006726457,0.016203704,0.019013361,0.001776199
nhlh2_sox11b,0.04396728,0.008760951,0.13121118,0.005329679,0.061410159,0.00896861,0.00462963,0.004624872,0.001776199
insm1a_nhlh2,0.031288344,0.007509387,0.089285714,0.002284148,0.022744503,0.00896861,0.002314815,0.004624872,0.001776199
nhlh2_smad7,0.006952965,0.005006258,0.055900621,0.001065936,0.019711903,0.002242152,0.006944444,0.002569373,0
her13_nhlh2,0.00398773,0.002503129,0.028726708,0.001522765,0.0015163,0.002242152,0,0,0
irx1a_nhlh2,0.002760736,0,0.045807453,0.000152277,0.001137225,0,0.006944444,0,0
nhlh2_rbpjb,0.01400818,0.005006258,0.032608696,0.002436425,0.009855951,0.00896861,0.002314815,0.001027749,0
nhlh2_yaf2,0.017280164,0.006257822,0.087732919,0.003045531,0.06520091,0.00896861,0.013888889,0.008735868,0
dla_scrt1b,0.002351738,0,0.010093168,0,0.0015163,0.002242152,0.002314815,0,0
kdm2bb_scrt1b,0.000920245,0,0.014751553,0,0.002653525,0,0,0,0
rhbdl3_scrt1b,0.001022495,0,0.00621118,0,0.001137225,0,0,0,0
pacsin1b_scrt1b,0.001022495,0,0.013975155,0.000152277,0.003411676,0.002242152,0.002314815,0,0
dlb_scrt1b,0.002249489,0,0.014751553,0,0.000379075,0.002242152,0,0,0
hoxb3a_scrt1b,0,0,0.00621118,0,0,0,0,0,0
scrt1b_vsx1,0.001124744,0,0.01863354,0,0.009855951,0,0.002314815,0.001027749,0
scrt1b_sox11b,0.004703476,0,0.041925466,0,0.008339651,0.002242152,0.002314815,0,0
insm1a_scrt1b,0.002862986,0,0.020186335,0,0.004548901,0.002242152,0,0.000513875,0
scrt1b_smad7,0.000613497,0,0.014751553,0,0.00227445,0,0,0,0
her13_scrt1b,0.000408998,0,0.008540373,0,0.000379075,0,0,0,0
irx1a_scrt1b,0.000408998,0,0.01552795,0,0.00075815,0,0,0,0
rbpjb_scrt1b,0.001635992,0,0.00621118,0,0.001895375,0.002242152,0,0,0
scrt1b_yaf2,0.001635992,0,0.026397516,0,0.010993177,0.002242152,0,0.000513875,0
dla_kdm2bb,0.05807771,0.023779725,0.02173913,0.039135069,0.010235027,0.004484305,0.00462963,0.016957862,0.001776199
dla_rhbdl3,0.025051125,0.005006258,0.022515528,0.006091061,0.001895375,0.002242152,0.002314815,0.008221994,0
dla_pacsin1b,0.079038855,0.012515645,0.041925466,0.103548043,0.010993177,0.013452915,0.00462963,0.014902364,0
dla_hoxb3a,0.000408998,0,0.017857143,0.00045683,0,0,0,0,0
dla_vsx1,0.165848671,0.041301627,0.023291925,0.06547891,0.018195603,0.011210762,0.011574074,0.044193217,0.001776199
dla_smad7,0.052249489,0.023779725,0.023291925,0.032587178,0.009097801,0.002242152,0,0.011819116,0
dla_her13,0.040695297,0.006257822,0.041925466,0.014161718,0.00227445,0,0,0.001027749,0
dla_irx1a,0.005623722,0,0.010869565,0.004872849,0,0,0.002314815,0.000513875,0
dla_yaf2,0.143353783,0.035043805,0.045807453,0.129435054,0.020090978,0.020179372,0.013888889,0.018499486,0.001776199
kdm2bb_rhbdl3,0.006339468,0.003754693,0.013198758,0.002131871,0.0030326,0.002242152,0.002314815,0.043679342,0.005328597
kdm2bb_pacsin1b,0.021063395,0.013767209,0.044254658,0.032587178,0.037907506,0.00896861,0.027777778,0.044193217,0
dlb_kdm2bb,0.040593047,0.018773467,0.038043478,0.018120908,0.009476876,0.006726457,0.006944444,0.024152107,0.001776199
hoxb3a_kdm2bb,0.000102249,0,0.010869565,0,0,0,0,0.000513875,0
kdm2bb_vsx1,0.041513292,0.038798498,0.038043478,0.015075377,0.03601213,0.00896861,0.050925926,0.210688592,0.008880995
kdm2bb_sox11b,0.076482618,0.058823529,0.094720497,0.064260697,0.060272934,0.00896861,0.020833333,0.054984584,0.012433393
insm1a_kdm2bb,0.051329243,0.046307885,0.064440994,0.008832039,0.028051554,0.002242152,0.011574074,0.045220966,0.003552398
kdm2bb_smad7,0.01595092,0.026282854,0.034161491,0.013857165,0.018195603,0,0.016203704,0.048304214,0.007104796
her13_kdm2bb,0.009304703,0.003754693,0.01863354,0.00350236,0.004548901,0,0,0.004110997,0
irx1a_kdm2bb,0.001533742,0.001251564,0.028726708,0.001522765,0.000379075,0,0.002314815,0,0
kdm2bb_rbpjb,0.036605317,0.038798498,0.025621118,0.024668799,0.017437453,0.006726457,0.009259259,0.032374101,0.003552398
kdm2bb_yaf2,0.038343558,0.035043805,0.066770186,0.042789706,0.046626232,0.020179372,0.046296296,0.068345324,0.001776199
pacsin1b_rhbdl3,0.009406953,0.002503129,0.024068323,0.004720573,0.004169826,0.002242152,0.00462963,0.024665982,0
dlb_rhbdl3,0.020245399,0.003754693,0.031055901,0.003197807,0.001895375,0,0,0.011819116,0.001776199
hoxb3a_rhbdl3,0.000204499,0,0.010093168,0,0,0,0,0,0
rhbdl3_vsx1,0.015235174,0.007509387,0.01242236,0.002436425,0.005686126,0.006726457,0.009259259,0.099691675,0.001776199
rhbdl3_sox11b,0.033128834,0.005006258,0.052018634,0.008984316,0.007202426,0.006726457,0.00462963,0.029804728,0.003552398
insm1a_rhbdl3,0.025766871,0.006257822,0.032608696,0.000913659,0.004169826,0.002242152,0.00462963,0.021068859,0
rhbdl3_smad7,0.007361963,0.005006258,0.01242236,0.001522765,0.002653525,0,0.002314815,0.025693731,0
her13_rhbdl3,0.005112474,0,0.023291925,0.000152277,0.001137225,0,0,0.001541624,0
irx1a_rhbdl3,0.001124744,0,0.010093168,0.000913659,0.00075815,0,0.002314815,0,0
rbpjb_rhbdl3,0.01002045,0.003754693,0.013975155,0.003350084,0.002653525,0,0,0.019013361,0
rhbdl3_yaf2,0.014212679,0.008760951,0.02484472,0.005634232,0.005307051,0.004484305,0.006944444,0.035971223,0.001776199
dlb_pacsin1b,0.061451943,0.01126408,0.061335404,0.041419217,0.014783927,0.006726457,0.006944444,0.021582734,0
hoxb3a_pacsin1b,0.000102249,0,0.019409938,0.000304553,0.00075815,0,0,0,0
pacsin1b_vsx1,0.056543967,0.015018773,0.041925466,0.046901173,0.059893859,0.00896861,0.078703704,0.118191161,0
pacsin1b_sox11b,0.119427403,0.031289111,0.14363354,0.187909243,0.115617892,0.013452915,0.053240741,0.04008222,0.001776199
insm1a_pacsin1b,0.072290389,0.023779725,0.095496894,0.016445866,0.048900682,0.006726457,0.018518519,0.038540596,0
pacsin1b_smad7,0.02198364,0.012515645,0.041925466,0.030912136,0.029567854,0.002242152,0.030092593,0.036485098,0.001776199
her13_pacsin1b,0.015235174,0.003754693,0.037267081,0.005177402,0.006823351,0,0,0.003597122,0
irx1a_pacsin1b,0.001226994,0,0.048136646,0.002131871,0.00227445,0,0,0,0
pacsin1b_rbpjb,0.052453988,0.015018773,0.036490683,0.061976549,0.030326005,0.011210762,0.009259259,0.02672148,0
pacsin1b_yaf2,0.056952965,0.02252816,0.084627329,0.125475864,0.078847612,0.020179372,0.081018519,0.038026721,0
dlb_hoxb3a,0.000408998,0,0.025621118,0,0,0,0,0,0
dlb_vsx1,0.103783231,0.036295369,0.033385093,0.033348561,0.018195603,0.011210762,0.00462963,0.068859198,0
dlb_smad7,0.036400818,0.018773467,0.034161491,0.01537993,0.009855951,0,0,0.016443988,0
dlb_her13,0.031390593,0.003754693,0.039596273,0.010507081,0.002653525,0.002242152,0,0.001541624,0
dlb_irx1a,0.005214724,0,0.036490683,0.001827318,0.00075815,0,0,0,0
dlb_yaf2,0.102760736,0.032540676,0.065217391,0.054514999,0.022365428,0.011210762,0.006944444,0.030832477,0
hoxb3a_vsx1,0.000204499,0,0.008540373,0,0,0,0,0.001027749,0
hoxb3a_sox11b,0.000613497,0,0.049689441,0.000913659,0.00075815,0,0,0,0
hoxb3a_insm1a,0.000306748,0,0.027173913,0,0,0,0,0,0
hoxb3a_smad7,0.000306748,0,0.019409938,0.000304553,0,0,0,0,0
her13_hoxb3a,0.000102249,0,0.014751553,0,0,0,0,0,0
hoxb3a_irx1a,0.000102249,0,0.00621118,0.000152277,0,0,0,0,0
hoxb3a_rbpjb,0.000204499,0,0.00621118,0.000609106,0,0,0,0,0
hoxb3a_yaf2,0.000204499,0,0.017857143,0.00045683,0.000379075,0,0,0,0
sox11b_vsx1,0.228425358,0.096370463,0.11878882,0.102634384,0.094768764,0.029147982,0.097222222,0.2004111,0.021314387
insm1a_vsx1,0.165235174,0.082603254,0.073757764,0.014009441,0.053449583,0.013452915,0.039351852,0.165467626,0.008880995
smad7_vsx1,0.048568507,0.038798498,0.039596273,0.017207248,0.03449583,0.013452915,0.046296296,0.161356629,0.019538188
her13_vsx1,0.026482618,0.006257822,0.013198758,0.005177402,0.004169826,0.004484305,0,0.009249743,0
irx1a_vsx1,0.002351738,0.001251564,0.050465839,0.000913659,0.0015163,0,0.00462963,0.001541624,0
rbpjb_vsx1,0.098159509,0.055068836,0.029503106,0.038373687,0.032600455,0.015695067,0.018518519,0.112538541,0.012433393
vsx1_yaf2,0.107464213,0.077596996,0.091614907,0.065174357,0.090598939,0.058295964,0.145833333,0.250256937,0.010657194
smad7_sox11b,0.074130879,0.08135169,0.093944099,0.055885488,0.059514784,0.013452915,0.023148148,0.052929085,0.019538188
her13_sox11b,0.054498978,0.007509387,0.071428571,0.015227653,0.010993177,0.002242152,0,0.002055498,0
irx1a_sox11b,0.011758691,0.001251564,0.10636646,0.007309274,0.00227445,0,0.00462963,0,0
sox11b_yaf2,0.220347648,0.131414268,0.204968944,0.26100198,0.145564822,0.02690583,0.078703704,0.070400822,0.007104796
insm1a_smad7,0.054703476,0.056320401,0.052795031,0.007004721,0.03373768,0,0.002314815,0.037512847,0.008880995
her13_insm1a,0.041411043,0.007509387,0.048136646,0.005938785,0.006823351,0.002242152,0,0.002055498,0
insm1a_irx1a,0.005623722,0,0.059782609,0.000761383,0.001137225,0,0.002314815,0.000513875,0
insm1a_yaf2,0.140388548,0.101376721,0.120341615,0.020405056,0.077331312,0.01793722,0.030092593,0.05344296,0.005328597
her13_smad7,0.009611452,0.002503129,0.019409938,0.002284148,0.00227445,0,0,0.004110997,0
irx1a_smad7,0.001329243,0,0.031832298,0.000913659,0.000379075,0,0.002314815,0,0
rbpjb_smad7,0.030572597,0.04505632,0.02173913,0.021775544,0.018574678,0.004484305,0.002314815,0.033915725,0.012433393
smad7_yaf2,0.037014315,0.051314143,0.061335404,0.036546368,0.045868082,0.00896861,0.027777778,0.052415211,0.012433393
her13_irx1a,0.001226994,0,0.013975155,0.000304553,0.000379075,0,0,0,0
her13_rbpjb,0.025766871,0.005006258,0.01552795,0.00746155,0.003790751,0.002242152,0,0.002055498,0
her13_yaf2,0.024642127,0.005006258,0.043478261,0.00791838,0.007960576,0.002242152,0,0.002055498,0
irx1a_rbpjb,0.002658487,0,0.023291925,0.001827318,0.00075815,0,0.002314815,0.000513875,0
irx1a_yaf2,0.004498978,0.001251564,0.072981366,0.004263743,0.001137225,0,0.00462963,0,0
rbpjb_yaf2,0.093353783,0.068836045,0.047360248,0.091365921,0.043214556,0.022421525,0.011574074,0.034429599,0.003552398
msx3_zic4,0.001124744,0,0.001552795,0.002893254,0,0,0.002314815,0,0
msx3_zic1,0.001431493,0,0.001552795,0.006091061,0,0,0.002314815,0.000513875,0
msx3_zic2b,0.004805726,0.001251564,0,0.048423938,0.000379075,0,0,0.000513875,0
msx3_zic3,0.003271984,0,0.001552795,0.021775544,0,0.002242152,0.002314815,0,0
casz1_msx3,0,0,0,0.000152277,0.000379075,0,0,0,0
msx3_zic2a,0.003476483,0,0.000776398,0.03426222,0.000379075,0,0.002314815,0,0
msx3_zic5,0.001840491,0,0,0.014618547,0,0,0,0,0
epha2a_msx3,0.001635992,0,0.000776398,0.006395614,0,0,0,0,0
msx3_olig4,0.000306748,0,0.001552795,0.000913659,0,0,0,0,0
atoh1a_msx3,0.000102249,0,0.000776398,0.001522765,0,0,0,0,0
fzd10_msx3,0.001022495,0,0.000776398,0.003350084,0,0,0,0,0
boc_msx3,0.004294479,0,0,0.026648393,0,0.004484305,0,0,0
msx3_pax7b,0.000204499,0,0,0.000761383,0,0,0,0,0
msx3_pax3a,0.001226994,0,0.002329193,0.002893254,0,0,0,0,0
mdkb_msx3,0.003680982,0.002503129,0.004658385,0.016750419,0.001137225,0.004484305,0.002314815,0.000513875,0
msx3_mxd3,0.003374233,0.001251564,0,0.016293589,0.000379075,0.002242152,0,0,0
msx3_pdgfaa,0.000408998,0,0,0.001827318,0.000379075,0,0,0,0
msx3_zgc:110796,0.002453988,0,0.002329193,0.019034567,0,0.002242152,0,0,0
enox2_msx3,0.000408998,0,0.000776398,0.003045531,0,0.002242152,0,0,0
zic1_zic4,0.009304703,0,0.016304348,0.007309274,0.000379075,0.002242152,0.002314815,0,0
zic2b_zic4,0.010531697,0,0.004658385,0.01537993,0,0.004484305,0,0,0
zic3_zic4,0.013394683,0,0.011645963,0.009745698,0,0.002242152,0.002314815,0,0
casz1_zic4,0,0,0,0.000152277,0,0,0,0,0
zic2a_zic4,0.014314928,0.001251564,0.013198758,0.014313994,0,0.002242152,0.002314815,0,0
zic4_zic5,0.009304703,0,0.008540373,0.007766103,0,0.002242152,0.002314815,0,0
epha2a_zic4,0.004907975,0,0.002329193,0.003806913,0,0.002242152,0,0,0
olig4_zic4,0.000920245,0,0.005434783,0.000761383,0,0,0,0,0
atoh1a_zic4,0.000306748,0,0.000776398,0.000609106,0,0,0,0,0
fzd10_zic4,0.004703476,0,0.000776398,0.005025126,0.000379075,0.002242152,0,0,0
boc_zic4,0.008691207,0,0.002329193,0.010354804,0,0.002242152,0.002314815,0,0
pax7b_zic4,0.000408998,0,0.000776398,0.001218212,0,0,0,0,0
pax3a_zic4,0.001738241,0,0.002329193,0.003350084,0,0,0,0,0
mdkb_zic4,0.015439673,0,0.019409938,0.009288869,0.000379075,0.004484305,0.00462963,0.001027749,0
mxd3_zic4,0.006134969,0.001251564,0.00310559,0.005938785,0,0.002242152,0.002314815,0,0
pdgfaa_zic4,0.000920245,0,0,0.000761383,0,0.002242152,0,0,0
zgc:110796_zic4,0.00408998,0.001251564,0.00621118,0.007613827,0,0.002242152,0,0,0
enox2_zic4,0.000511247,0,0.000776398,0.001675042,0,0,0,0,0
zic1_zic2b,0.014826176,0,0.007763975,0.036698645,0.000379075,0.002242152,0.002314815,0.000513875,0
zic1_zic3,0.014928425,0,0.020186335,0.018425461,0,0.002242152,0.002314815,0,0
casz1_zic1,0.000204499,0,0,0.000304553,0,0,0,0,0
zic1_zic2a,0.017791411,0,0.02173913,0.029998477,0.002653525,0.002242152,0.00462963,0,0.001776199
zic1_zic5,0.010531697,0,0.011645963,0.016141313,0.0015163,0.002242152,0,0,0.001776199
epha2a_zic1,0.005214724,0,0.004658385,0.005177402,0,0.002242152,0,0,0.001776199
olig4_zic1,0.001022495,0,0.007763975,0.000761383,0,0,0,0,0
atoh1a_zic1,0.000102249,0,0.000776398,0.000609106,0,0,0,0,0
fzd10_zic1,0.003885481,0,0.002329193,0.006852444,0.000379075,0.002242152,0,0,0
boc_zic1,0.010736196,0.001251564,0.004658385,0.022536927,0,0.002242152,0.002314815,0,0
pax7b_zic1,0.000306748,0,0.000776398,0.001827318,0,0,0,0,0
pax3a_zic1,0.001635992,0,0.00310559,0.004720573,0,0,0,0,0
mdkb_zic1,0.015746421,0,0.045807453,0.017207248,0.002653525,0.002242152,0.00462963,0.001027749,0.001776199
mxd3_zic1,0.007770961,0,0.010093168,0.014618547,0.000379075,0.002242152,0.002314815,0,0.001776199
pdgfaa_zic1,0.000817996,0,0,0.002131871,0,0,0,0,0
zgc:110796_zic1,0.004396728,0,0.010093168,0.017511801,0.000379075,0.002242152,0,0,0
enox2_zic1,0.000817996,0,0.000776398,0.002740978,0,0,0,0,0.001776199
zic2b_zic3,0.066871166,0.021276596,0.01242236,0.112075529,0.00075815,0.004484305,0.00462963,0.000513875,0.005328597
casz1_zic2b,0.000715746,0.001251564,0.000776398,0.001979595,0.000379075,0.002242152,0,0,0.001776199
zic2a_zic2b,0.078220859,0.021276596,0.013975155,0.24562205,0.004169826,0.004484305,0.013888889,0.001027749,0.003552398
zic2b_zic5,0.034151329,0.001251564,0.006987578,0.097456982,0.00075815,0.004484305,0.002314815,0.000513875,0
epha2a_zic2b,0.013496933,0.003754693,0.001552795,0.041571494,0,0.004484305,0,0,0
olig4_zic2b,0.003271984,0,0,0.008070656,0.000379075,0,0,0,0
atoh1a_zic2b,0.001226994,0.001251564,0.000776398,0.003806913,0,0,0,0,0.001776199
fzd10_zic2b,0.005828221,0,0.001552795,0.017816354,0,0.002242152,0,0,0
boc_zic2b,0.063292434,0.007509387,0.00621118,0.205725598,0.00075815,0.024663677,0.006944444,0.000513875,0
pax7b_zic2b,0.000817996,0,0,0.003806913,0,0,0,0,0
pax3a_zic2b,0.003374233,0,0.001552795,0.010050251,0,0,0,0,0
mdkb_zic2b,0.071779141,0.025031289,0.029503106,0.104918532,0.017058378,0.024663677,0.030092593,0.023638232,0.007104796
mxd3_zic2b,0.067177914,0.023779725,0.011645963,0.165524593,0.010235027,0.006726457,0.013888889,0.006166495,0.001776199
pdgfaa_zic2b,0.001124744,0,0,0.009441145,0.00075815,0.002242152,0,0,0
zgc:110796_zic2b,0.038548057,0.010012516,0.006987578,0.169483783,0.009855951,0.004484305,0.00462963,0.002569373,0.001776199
enox2_zic2b,0.003680982,0.001251564,0.00310559,0.018425461,0.00075815,0,0.002314815,0,0
casz1_zic3,0.000511247,0.001251564,0,0.000152277,0,0,0.002314815,0,0.001776199
zic2a_zic3,0.05807771,0.020025031,0.020962733,0.087254454,0.00075815,0.011210762,0.006944444,0.001027749,0.008880995
zic3_zic5,0.028629857,0.001251564,0.010869565,0.04172377,0,0.002242152,0.002314815,0,0
epha2a_zic3,0.014826176,0.005006258,0.005434783,0.014466271,0.000379075,0.006726457,0,0,0
olig4_zic3,0.00398773,0,0.008540373,0.003045531,0,0,0,0,0
atoh1a_zic3,0.000511247,0.001251564,0.001552795,0.001675042,0,0,0,0,0.001776199
fzd10_zic3,0.006748466,0,0.004658385,0.009288869,0.00075815,0.002242152,0,0,0
boc_zic3,0.042535787,0.006257822,0.00621118,0.062433379,0.000379075,0.013452915,0.002314815,0,0.001776199
pax7b_zic3,0.000511247,0,0.001552795,0.002284148,0,0,0,0,0
pax3a_zic3,0.002760736,0,0.005434783,0.007766103,0,0.002242152,0,0,0
mdkb_zic3,0.053374233,0.020025031,0.054347826,0.037155474,0.006065201,0.01793722,0.023148148,0.007708119,0.005328597
mxd3_zic3,0.030265849,0.016270338,0.017857143,0.0421806,0.0015163,0.011210762,0.011574074,0.000513875,0.001776199
pdgfaa_zic3,0.001635992,0,0,0.002893254,0,0,0,0.000513875,0
zgc:110796_zic3,0.020961145,0.007509387,0.01552795,0.048271661,0.001137225,0.00896861,0.00462963,0,0.005328597
enox2_zic3,0.002351738,0.002503129,0.004658385,0.007156997,0,0.004484305,0,0.000513875,0
casz1_zic2a,0.000408998,0,0,0.000761383,0.000379075,0,0,0,0.001776199
casz1_zic5,0.000204499,0,0,0.000609106,0,0,0,0,0
casz1_epha2a,0,0.001251564,0,0.000304553,0,0,0,0,0
casz1_olig4,0,0,0,0,0,0,0,0,0
atoh1a_casz1,0,0,0,0,0,0,0,0,0
casz1_fzd10,0,0,0,0.000152277,0,0,0,0,0
boc_casz1,0.000511247,0,0,0.001370489,0,0,0,0,0
casz1_pax7b,0,0,0,0,0,0,0,0,0
casz1_pax3a,0,0,0,0,0,0,0,0,0
casz1_mdkb,0.000715746,0.002503129,0.005434783,0.00045683,0.001137225,0.002242152,0.00462963,0.001027749,0.001776199
casz1_mxd3,0.000715746,0.001251564,0.003881988,0.000761383,0.0015163,0,0,0,0
casz1_pdgfaa,0,0,0,0,0.000379075,0,0,0,0
casz1_zgc:110796,0.000306748,0.002503129,0,0.001065936,0.000379075,0,0.00462963,0,0.001776199
casz1_enox2,0.000204499,0,0,0.000304553,0.000379075,0,0,0,0
zic2a_zic5,0.036809816,0.002503129,0.01552795,0.089538602,0.00227445,0.002242152,0.002314815,0,0.001776199
epha2a_zic2a,0.012985685,0.002503129,0.003881988,0.025887011,0.000379075,0.00896861,0,0,0
olig4_zic2a,0.002351738,0,0.006987578,0.004872849,0,0,0,0,0
atoh1a_zic2a,0.000715746,0.003754693,0,0.003045531,0.000379075,0,0,0,0
fzd10_zic2a,0.006850716,0,0.003881988,0.013095782,0.000379075,0.002242152,0,0,0
boc_zic2a,0.043762781,0.008760951,0.008540373,0.122430333,0.000379075,0.01793722,0.006944444,0.001027749,0.001776199
pax7b_zic2a,0.000306748,0,0.002329193,0.001675042,0,0,0,0,0
pax3a_zic2a,0.002862986,0,0.003881988,0.007766103,0,0.002242152,0,0,0
mdkb_zic2a,0.055623722,0.021276596,0.045031056,0.068067611,0.016300227,0.022421525,0.018518519,0.008221994,0.007104796
mxd3_zic2a,0.032106339,0.012515645,0.013198758,0.077204203,0.003411676,0.00896861,0.00462963,0.001541624,0
