Gene,HCs,Macula.SCs,Crista.SCs
gal3st3_si:ch211-172l8.4,0.160634921,0.016393443,0.008695652
cabp2b_gal3st3,0.252698413,0.090163934,0.069565217
gal3st3_gipc3,0.292698413,0.040983607,0.017391304
gal3st3_tmc2a,0.32952381,0.057377049,0.043478261
nanos1_si:ch211-172l8.4,0.017777778,0,0
cabp2b_si:ch211-172l8.4,0.123174603,0.008196721,0
sall1b_si:ch211-172l8.4,0.012698413,0.008196721,0.008695652
gipc3_si:ch211-172l8.4,0.151746032,0,0.017391304
si:ch211-172l8.4_tmc2a,0.154920635,0.008196721,0
cabp2b_nanos1,0.019047619,0,0.043478261
gipc3_nanos1,0.022222222,0,0
nanos1_tmc2a,0.029206349,0,0.026086957
cabp2b_sall1b,0.025396825,0.008196721,0
cabp2b_gipc3,0.17968254,0.016393443,0
cabp2b_tmc2a,0.26031746,0.016393443,0.017391304
gipc3_sall1b,0.029206349,0,0.008695652
sall1b_tmc2a,0.042539683,0,0
gipc3_tmc2a,0.302857143,0.008196721,0
hbae3_slc16a10,0,0,0
hbae3_si:ch211-103n10.5,0,0,0
hbbe1.2_slc16a10,0,0,0
hbbe1.2_si:ch211-103n10.5,0,0,0
hbbe2_slc16a10,0,0,0
hbbe2_si:ch211-103n10.5,0,0,0
hbbe1.1_slc16a10,0,0,0
hbbe1.1_si:ch211-103n10.5,0,0,0
alas2_slc16a10,0,0,0
alas2_si:ch211-103n10.5,0.000634921,0,0
cahz_slc16a10,0,0,0
cahz_si:ch211-103n10.5,0,0,0
nt5c2l1_slc16a10,0.001269841,0,0
nt5c2l1_si:ch211-103n10.5,0.002539683,0,0
slc16a10_slc4a1a,0,0,0
si:ch211-103n10.5_slc4a1a,0,0,0
si:ch211-250g4.3_slc16a10,0,0,0
si:ch211-103n10.5_si:ch211-250g4.3,0,0,0
slc16a10_tspo,0,0,0
si:ch211-103n10.5_tspo,0,0,0
epb41b_slc16a10,0,0,0
epb41b_si:ch211-103n10.5,0.000634921,0,0
hbbe3_slc16a10,0,0,0
hbbe3_si:ch211-103n10.5,0,0,0
slc16a10_tmod4,0.000634921,0,0
si:ch211-103n10.5_tmod4,0,0,0
slc16a10_slc29a1b,0,0,0
si:ch211-103n10.5_slc29a1b,0,0,0
si:ch211-207c6.2_slc16a10,0,0,0
si:ch211-103n10.5_slc16a10,0,0,0
nmt1b_slc16a10,0,0,0
gp9_slc16a10,0,0,0
si:ch211-227m13.1_slc16a10,0,0,0
blvrb_slc16a10,0.000634921,0,0
rhd_slc16a10,0,0,0
si:ch211-103n10.5_si:ch211-207c6.2,0,0,0
nmt1b_si:ch211-103n10.5,0,0,0
gp9_si:ch211-103n10.5,0.000634921,0,0
si:ch211-103n10.5_si:ch211-227m13.1,0,0,0
blvrb_si:ch211-103n10.5,0,0,0
rhd_si:ch211-103n10.5,0,0,0
hbaa1_si:ch73-55i23.1,0.001904762,0,0
hbaa1_si:ch211-197g15.10,0.000634921,0,0
si:ch211-197g15.10_si:ch73-55i23.1,0,0,0
blf_mef2aa,0,0.008196721,0
blf_glrx5,0,0,0
blf_prdx3,0.000634921,0,0
blf_rgcc,0,0,0
blf_pa2g4b,0,0,0
blf_eif4bb,0,0,0
blf_wdr43,0,0,0
blf_ptgs1,0,0,0
blf_dck,0,0,0
blf_eif3s6ip,0,0,0
blf_prps1a,0,0,0
blf_rsl1d1,0,0,0
blf_rbm28,0,0.008196721,0
blf_men1,0,0,0
blf_usp10,0,0,0
blf_hars,0,0,0
blf_dap3,0.000634921,0.008196721,0
blf_naa15a,0,0.008196721,0
blf_rpf2,0,0,0
blf_polr1d,0,0,0
mef2aa_tal1,0,0,0
glrx5_tal1,0,0,0
prdx3_tal1,0,0,0
rgcc_tal1,0,0,0
pa2g4b_tal1,0,0,0
eif4bb_tal1,0,0,0
tal1_wdr43,0,0,0
ptgs1_tal1,0,0,0
dck_tal1,0,0,0
eif3s6ip_tal1,0,0,0
prps1a_tal1,0,0,0
rsl1d1_tal1,0,0,0
rbm28_tal1,0,0,0
men1_tal1,0,0,0
tal1_usp10,0,0,0
hars_tal1,0,0,0
dap3_tal1,0,0,0
naa15a_tal1,0,0,0
rpf2_tal1,0,0,0
polr1d_tal1,0,0,0
mef2aa_znfl2a,0,0,0
glrx5_znfl2a,0,0,0
prdx3_znfl2a,0,0,0
rgcc_znfl2a,0,0,0
pa2g4b_znfl2a,0,0,0
eif4bb_znfl2a,0,0,0
wdr43_znfl2a,0,0,0
ptgs1_znfl2a,0,0,0
dck_znfl2a,0,0,0
eif3s6ip_znfl2a,0,0,0
prps1a_znfl2a,0,0,0
rsl1d1_znfl2a,0,0,0
rbm28_znfl2a,0,0,0
men1_znfl2a,0,0,0
usp10_znfl2a,0,0,0
hars_znfl2a,0,0,0
dap3_znfl2a,0,0,0
naa15a_znfl2a,0,0,0
rpf2_znfl2a,0,0,0
polr1d_znfl2a,0,0,0
hdr_mef2aa,0.001269841,0.024590164,0.034782609
glrx5_hdr,0,0.008196721,0.008695652
hdr_prdx3,0,0,0
hdr_rgcc,0,0,0
hdr_pa2g4b,0,0,0.026086957
eif4bb_hdr,0,0,0
hdr_wdr43,0,0,0
hdr_ptgs1,0,0,0.017391304
dck_hdr,0,0,0
eif3s6ip_hdr,0,0,0
hdr_prps1a,0,0.008196721,0
hdr_rsl1d1,0,0,0
hdr_rbm28,0,0,0.008695652
hdr_men1,0,0,0.008695652
hdr_usp10,0.000634921,0,0.017391304
hars_hdr,0,0,0
dap3_hdr,0,0,0
hdr_naa15a,0,0,0.017391304
hdr_rpf2,0,0,0.017391304
hdr_polr1d,0,0,0
glrx5_mef2aa,0.015873016,0,0
mef2aa_myb,0.001269841,0,0
mef2aa_prdx3,0.046349206,0.024590164,0.008695652
mef2aa_rgcc,0.000634921,0.008196721,0
mef2aa_pa2g4b,0.008888889,0.024590164,0.026086957
itga2b_mef2aa,0.000634921,0,0
eif4bb_mef2aa,0.022222222,0.008196721,0.008695652
mef2aa_wdr43,0.01015873,0.008196721,0
mef2aa_ptgs1,0,0.008196721,0.008695652
dck_mef2aa,0,0,0
eif3s6ip_mef2aa,0.006349206,0.008196721,0
mef2aa_prps1a,0.02984127,0.032786885,0
mef2aa_rsl1d1,0.011428571,0.016393443,0
mef2aa_rbm28,0.045714286,0.024590164,0.017391304
mef2aa_men1,0.022857143,0,0.008695652
mef2aa_usp10,0.064126984,0.032786885,0.060869565
hars_mef2aa,0.018412698,0,0
dap3_mef2aa,0.022222222,0.016393443,0
mef2aa_naa15a,0.017777778,0.008196721,0.008695652
mef2aa_rpf2,0.003809524,0,0.008695652
mef2aa_polr1d,0.006984127,0,0
glrx5_myb,0.000634921,0,0
glrx5_prdx3,0.011428571,0,0
glrx5_rgcc,0,0,0
glrx5_pa2g4b,0.001269841,0,0
glrx5_itga2b,0,0,0
eif4bb_glrx5,0.006349206,0,0
glrx5_wdr43,0.001904762,0,0
glrx5_ptgs1,0,0,0
dck_glrx5,0,0,0
eif3s6ip_glrx5,0.004444444,0,0
glrx5_prps1a,0.006349206,0,0
glrx5_rsl1d1,0.000634921,0,0
glrx5_rbm28,0.006984127,0,0
glrx5_men1,0.002539683,0,0
glrx5_usp10,0.013333333,0,0
glrx5_hars,0.003174603,0,0.008695652
dap3_glrx5,0.005079365,0,0
glrx5_naa15a,0.005079365,0,0
glrx5_rpf2,0.000634921,0,0
glrx5_polr1d,0.000634921,0,0
myb_prdx3,0.001269841,0,0
myb_rgcc,0,0,0
myb_pa2g4b,0,0,0
eif4bb_myb,0,0,0
myb_wdr43,0.000634921,0,0
myb_ptgs1,0,0,0
dck_myb,0,0,0
eif3s6ip_myb,0,0,0
myb_prps1a,0,0,0
myb_rsl1d1,0,0,0
myb_rbm28,0.001269841,0,0
men1_myb,0,0,0
myb_usp10,0.000634921,0,0
hars_myb,0,0,0
dap3_myb,0,0,0
myb_naa15a,0,0,0
myb_rpf2,0,0,0
myb_polr1d,0,0,0
prdx3_rgcc,0.001269841,0.008196721,0
pa2g4b_prdx3,0.005079365,0,0
itga2b_prdx3,0,0,0
eif4bb_prdx3,0.016507937,0,0
prdx3_wdr43,0.005079365,0.008196721,0
prdx3_ptgs1,0.000634921,0,0.008695652
dck_prdx3,0.000634921,0,0
eif3s6ip_prdx3,0.006984127,0.008196721,0
prdx3_prps1a,0.014603175,0,0
prdx3_rsl1d1,0.005079365,0,0
prdx3_rbm28,0.021587302,0.024590164,0
men1_prdx3,0.00952381,0,0
prdx3_usp10,0.04952381,0.016393443,0.017391304
hars_prdx3,0.00952381,0,0
dap3_prdx3,0.014603175,0.016393443,0
naa15a_prdx3,0.008888889,0.008196721,0
prdx3_rpf2,0.002539683,0,0.008695652
polr1d_prdx3,0.001269841,0,0
pa2g4b_rgcc,0,0,0
itga2b_rgcc,0,0,0
eif4bb_rgcc,0,0,0
rgcc_wdr43,0,0,0
ptgs1_rgcc,0,0,0
dck_rgcc,0,0,0
eif3s6ip_rgcc,0,0,0
prps1a_rgcc,0.000634921,0,0
rgcc_rsl1d1,0,0,0
rbm28_rgcc,0.000634921,0,0
men1_rgcc,0,0,0
rgcc_usp10,0,0,0
hars_rgcc,0,0,0
dap3_rgcc,0,0,0
naa15a_rgcc,0,0,0
rgcc_rpf2,0,0,0
polr1d_rgcc,0,0,0
itga2b_pa2g4b,0.000634921,0,0
eif4bb_pa2g4b,0.003174603,0,0
pa2g4b_wdr43,0.001269841,0,0
pa2g4b_ptgs1,0,0,0.008695652
dck_pa2g4b,0,0,0
eif3s6ip_pa2g4b,0.000634921,0,0
pa2g4b_prps1a,0.002539683,0.008196721,0
pa2g4b_rsl1d1,0,0,0
pa2g4b_rbm28,0.003809524,0,0
men1_pa2g4b,0.002539683,0,0
pa2g4b_usp10,0.007619048,0.008196721,0
hars_pa2g4b,0.000634921,0,0
dap3_pa2g4b,0.001269841,0,0
naa15a_pa2g4b,0.002539683,0,0.008695652
pa2g4b_rpf2,0.000634921,0,0.017391304
pa2g4b_polr1d,0,0,0
eif4bb_itga2b,0.000634921,0,0
itga2b_wdr43,0,0,0
itga2b_ptgs1,0,0,0
dck_itga2b,0,0,0
eif3s6ip_itga2b,0,0,0
itga2b_prps1a,0.000634921,0,0
itga2b_rsl1d1,0,0,0
itga2b_rbm28,0,0,0
itga2b_men1,0,0,0
itga2b_usp10,0.000634921,0,0
hars_itga2b,0.000634921,0,0
dap3_itga2b,0,0,0
itga2b_naa15a,0.001269841,0,0
itga2b_rpf2,0,0,0
itga2b_polr1d,0,0,0
eif4bb_wdr43,0.003174603,0,0
eif4bb_ptgs1,0,0,0
dck_eif4bb,0.001269841,0,0
eif3s6ip_eif4bb,0.003809524,0,0
eif4bb_prps1a,0.005079365,0.008196721,0
eif4bb_rsl1d1,0.003174603,0,0.008695652
eif4bb_rbm28,0.00952381,0,0
eif4bb_men1,0.003809524,0,0
eif4bb_usp10,0.022222222,0.016393443,0.008695652
eif4bb_hars,0.003809524,0.008196721,0
dap3_eif4bb,0.005079365,0,0
eif4bb_naa15a,0.01015873,0.008196721,0.008695652
eif4bb_rpf2,0.001904762,0,0
eif4bb_polr1d,0.001269841,0,0
ptgs1_wdr43,0,0,0
dck_wdr43,0,0,0
eif3s6ip_wdr43,0.002539683,0,0.008695652
prps1a_wdr43,0.001269841,0,0
rsl1d1_wdr43,0,0,0
rbm28_wdr43,0.002539683,0,0
men1_wdr43,0.001269841,0,0
usp10_wdr43,0.007619048,0,0
hars_wdr43,0.001269841,0,0
dap3_wdr43,0.001904762,0,0
naa15a_wdr43,0.003174603,0,0
rpf2_wdr43,0,0,0
polr1d_wdr43,0.000634921,0,0
dck_ptgs1,0,0,0
eif3s6ip_ptgs1,0.000634921,0,0
prps1a_ptgs1,0,0,0
ptgs1_rsl1d1,0,0,0
ptgs1_rbm28,0,0,0.008695652
men1_ptgs1,0.000634921,0,0
ptgs1_usp10,0,0,0
hars_ptgs1,0,0,0
dap3_ptgs1,0,0,0
naa15a_ptgs1,0,0,0.008695652
ptgs1_rpf2,0,0,0.017391304
polr1d_ptgs1,0,0,0
dck_eif3s6ip,0.000634921,0,0
dck_prps1a,0,0,0
dck_rsl1d1,0,0,0
dck_rbm28,0.000634921,0,0
dck_men1,0.000634921,0,0
dck_usp10,0.001269841,0,0
dck_hars,0,0,0
dap3_dck,0,0,0
dck_naa15a,0,0,0
dck_rpf2,0,0,0
dck_polr1d,0,0,0
eif3s6ip_prps1a,0.003809524,0,0
eif3s6ip_rsl1d1,0.001269841,0.008196721,0
eif3s6ip_rbm28,0.005714286,0.008196721,0.008695652
eif3s6ip_men1,0.001904762,0,0
eif3s6ip_usp10,0.01015873,0.016393443,0
eif3s6ip_hars,0.003174603,0,0
dap3_eif3s6ip,0.001904762,0.008196721,0
eif3s6ip_naa15a,0.002539683,0,0
eif3s6ip_rpf2,0.000634921,0,0
eif3s6ip_polr1d,0,0,0
prps1a_rbm28,0.010793651,0.008196721,0
men1_prps1a,0.003174603,0,0
prps1a_usp10,0.019047619,0.016393443,0
hars_prps1a,0.003174603,0,0
dap3_prps1a,0.008253968,0,0
naa15a_prps1a,0.006984127,0,0
prps1a_rpf2,0.001269841,0,0
polr1d_prps1a,0.001904762,0,0
rbm28_rsl1d1,0.003809524,0,0
men1_rsl1d1,0.001904762,0,0
rsl1d1_usp10,0.007619048,0,0.008695652
hars_rsl1d1,0.001904762,0,0
dap3_rsl1d1,0.001269841,0,0
naa15a_rsl1d1,0.001269841,0.008196721,0
rpf2_rsl1d1,0,0,0
polr1d_rsl1d1,0,0,0
men1_rbm28,0.00952381,0,0
rbm28_usp10,0.028571429,0.032786885,0.034782609
hars_rbm28,0.00952381,0,0
dap3_rbm28,0.01015873,0.016393443,0
naa15a_rbm28,0.008253968,0.024590164,0.008695652
rbm28_rpf2,0.003809524,0,0
polr1d_rbm28,0.003174603,0,0
men1_usp10,0.015238095,0,0.008695652
hars_men1,0.001904762,0,0
dap3_men1,0.000634921,0,0
men1_naa15a,0.002539683,0,0
men1_rpf2,0.000634921,0,0
men1_polr1d,0.001904762,0,0
hars_usp10,0.008888889,0,0
dap3_usp10,0.017142857,0.008196721,0
naa15a_usp10,0.018412698,0.008196721,0.008695652
rpf2_usp10,0.001269841,0,0
polr1d_usp10,0.003809524,0,0
dap3_hars,0.001269841,0,0
hars_naa15a,0.005079365,0,0
hars_rpf2,0.001269841,0,0
hars_polr1d,0.000634921,0,0
dap3_naa15a,0.002539683,0.008196721,0
dap3_rpf2,0.000634921,0,0
dap3_polr1d,0.000634921,0,0
naa15a_rpf2,0.000634921,0,0.008695652
naa15a_polr1d,0,0,0
polr1d_rpf2,0,0,0
dcn_scinla,0,0,0
dcn_kera,0,0,0
dcn_postnb,0,0,0
dcn_tkta,0,0,0
clu_dcn,0.000634921,0,0.017391304
dcn_tnmd,0,0,0
dcn_gpc1b,0,0,0
dcn_mamdc2b,0,0,0
bgnb_dcn,0.000634921,0.008196721,0.008695652
dcn_si:dkey-164f24.2,0,0.008196721,0
dcn_si:ch211-170d8.8,0,0,0
col6a3_dcn,0,0,0
dcn_pdgfrl,0,0,0
col6a1_dcn,0,0,0
dcn_zgc:195173,0.000634921,0.008196721,0
col6a2_dcn,0,0,0
dcn_thbs1b,0,0.073770492,0.026086957
dcn_spock3,0,0.008196721,0.034782609
dap1b_dcn,0,0,0
dcn_lum,0,0,0
kera_scinla,0,0,0
postnb_scinla,0,0,0
scinla_tkta,0,0,0
clu_scinla,0,0,0
scinla_tnmd,0,0,0
gpc1b_scinla,0,0,0
mamdc2b_scinla,0,0,0
fmoda_scinla,0,0,0
bgnb_scinla,0,0,0
scinla_si:ch211-106h4.12,0,0,0
scinla_si:dkey-164f24.2,0,0,0
scinla_si:ch211-170d8.8,0,0,0
col6a3_scinla,0,0,0
mmp2_scinla,0,0,0
pdgfrl_scinla,0,0,0
col6a1_scinla,0,0,0
scinla_zgc:195173,0,0,0
col6a2_scinla,0,0,0
col1a1a_scinla,0,0,0
scinla_thbs1b,0,0,0
scinla_twist3,0,0,0
col1a2_scinla,0,0,0
scinla_spock3,0,0,0
dap1b_scinla,0,0,0
lum_scinla,0,0,0
kera_postnb,0,0,0
kera_tkta,0,0,0
clu_kera,0,0,0
kera_tnmd,0,0,0
gpc1b_kera,0,0,0
kera_mamdc2b,0,0,0
fmoda_kera,0,0,0
bgnb_kera,0,0,0
kera_si:ch211-106h4.12,0,0,0
kera_si:dkey-164f24.2,0,0,0
kera_si:ch211-170d8.8,0,0,0
col6a3_kera,0,0,0
kera_mmp2,0,0,0
kera_pdgfrl,0,0,0
col6a1_kera,0,0,0
kera_zgc:195173,0,0,0
col6a2_kera,0,0,0
col1a1a_kera,0,0,0
kera_twist3,0,0,0
col1a2_kera,0,0,0
kera_spock3,0,0,0
dap1b_kera,0,0,0
kera_lum,0,0,0
postnb_tkta,0,0,0
clu_postnb,0,0,0
postnb_tnmd,0,0,0
gpc1b_postnb,0,0,0
mamdc2b_postnb,0,0,0
fmoda_postnb,0,0,0
bgnb_postnb,0,0,0
postnb_si:ch211-106h4.12,0,0,0
postnb_si:dkey-164f24.2,0.000634921,0,0
postnb_si:ch211-170d8.8,0,0,0
col6a3_postnb,0,0,0
pdgfrl_postnb,0,0,0
col6a1_postnb,0,0,0
postnb_zgc:195173,0,0,0
col6a2_postnb,0,0,0
col1a1a_postnb,0,0,0
postnb_thbs1b,0.000634921,0,0
postnb_twist3,0,0,0
col1a2_postnb,0,0,0
postnb_spock3,0,0,0
dap1b_postnb,0,0,0
clu_tkta,0,0,0
tkta_tnmd,0,0,0
gpc1b_tkta,0,0,0
mamdc2b_tkta,0,0,0
fmoda_tkta,0,0,0
bgnb_tkta,0,0,0
si:ch211-106h4.12_tkta,0,0,0
si:dkey-164f24.2_tkta,0,0,0
si:ch211-170d8.8_tkta,0,0,0
col6a3_tkta,0,0,0
mmp2_tkta,0,0,0
pdgfrl_tkta,0,0,0
col6a1_tkta,0.000634921,0,0
tkta_zgc:195173,0,0,0
col6a2_tkta,0,0,0
col1a1a_tkta,0,0,0
thbs1b_tkta,0,0,0
tkta_twist3,0,0,0
col1a2_tkta,0,0,0
spock3_tkta,0.002539683,0,0
dap1b_tkta,0,0,0
lum_tkta,0,0,0
clu_tnmd,0.001269841,0,0
clu_gpc1b,0.001904762,0,0
clu_mamdc2b,0,0,0
clu_fmoda,0,0,0
bgnb_clu,0.000634921,0,0
clu_si:ch211-106h4.12,0,0,0
clu_si:dkey-164f24.2,0.000634921,0,0
clu_si:ch211-170d8.8,0,0,0
clu_col6a3,0,0,0
clu_mmp2,0.002539683,0,0
clu_pdgfrl,0.001269841,0,0
clu_col6a1,0.000634921,0,0
clu_zgc:195173,0.000634921,0,0
clu_col6a2,0.000634921,0,0
clu_col1a1a,0,0,0
clu_thbs1b,0.001904762,0.016393443,0.008695652
clu_twist3,0,0,0
clu_col1a2,0.001269841,0,0
clu_spock3,0.045714286,0,0
clu_dap1b,0.000634921,0,0
clu_lum,0,0,0
gpc1b_tnmd,0,0,0
mamdc2b_tnmd,0,0,0
fmoda_tnmd,0,0,0
bgnb_tnmd,0,0,0
si:ch211-106h4.12_tnmd,0,0,0
si:dkey-164f24.2_tnmd,0,0,0
si:ch211-170d8.8_tnmd,0,0,0
col6a3_tnmd,0,0,0
mmp2_tnmd,0,0,0
pdgfrl_tnmd,0,0,0
col6a1_tnmd,0,0,0
tnmd_zgc:195173,0,0,0
col6a2_tnmd,0,0,0
col1a1a_tnmd,0,0,0
thbs1b_tnmd,0,0,0
tnmd_twist3,0,0,0
col1a2_tnmd,0,0,0
spock3_tnmd,0.002539683,0,0
dap1b_tnmd,0,0,0
lum_tnmd,0,0,0
gpc1b_mamdc2b,0,0,0
fmoda_gpc1b,0,0,0
bgnb_gpc1b,0,0,0
gpc1b_si:ch211-106h4.12,0,0,0
gpc1b_si:dkey-164f24.2,0,0,0
gpc1b_si:ch211-170d8.8,0,0,0
col6a3_gpc1b,0,0,0
gpc1b_mmp2,0.001904762,0,0
gpc1b_pdgfrl,0,0,0
col6a1_gpc1b,0,0,0
gpc1b_zgc:195173,0,0,0
col6a2_gpc1b,0,0,0
col1a1a_gpc1b,0,0,0
gpc1b_thbs1b,0.000634921,0,0.026086957
gpc1b_twist3,0,0,0
col1a2_gpc1b,0,0,0
gpc1b_spock3,0.005714286,0,0.026086957
dap1b_gpc1b,0,0,0
gpc1b_lum,0,0,0
fmoda_mamdc2b,0,0,0
bgnb_mamdc2b,0,0,0
mamdc2b_si:ch211-106h4.12,0,0,0
mamdc2b_si:dkey-164f24.2,0,0,0
mamdc2b_si:ch211-170d8.8,0,0,0
col6a3_mamdc2b,0,0,0
mamdc2b_mmp2,0,0,0
mamdc2b_pdgfrl,0,0,0
col6a1_mamdc2b,0,0,0
mamdc2b_zgc:195173,0,0,0
col6a2_mamdc2b,0,0,0
col1a1a_mamdc2b,0,0,0
mamdc2b_thbs1b,0,0,0
mamdc2b_twist3,0,0,0
col1a2_mamdc2b,0,0,0
mamdc2b_spock3,0.002539683,0,0
dap1b_mamdc2b,0,0,0
lum_mamdc2b,0,0,0
bgnb_fmoda,0,0,0
fmoda_si:dkey-164f24.2,0,0,0
fmoda_si:ch211-170d8.8,0,0,0
col6a3_fmoda,0,0,0
fmoda_pdgfrl,0,0,0
col6a1_fmoda,0,0,0
fmoda_zgc:195173,0,0,0
col6a2_fmoda,0,0,0
fmoda_thbs1b,0,0,0
fmoda_spock3,0,0,0
dap1b_fmoda,0,0,0
fmoda_lum,0,0,0
bgnb_si:ch211-106h4.12,0,0,0
bgnb_si:dkey-164f24.2,0,0,0
bgnb_si:ch211-170d8.8,0,0,0
bgnb_col6a3,0,0,0
bgnb_mmp2,0.000634921,0,0
bgnb_pdgfrl,0,0,0
bgnb_col6a1,0,0,0
bgnb_zgc:195173,0.000634921,0,0
bgnb_col6a2,0,0,0
bgnb_col1a1a,0,0,0
bgnb_thbs1b,0,0,0
bgnb_twist3,0,0,0
bgnb_col1a2,0,0,0
bgnb_spock3,0.000634921,0,0.008695652
bgnb_dap1b,0,0,0
bgnb_lum,0,0,0
si:ch211-106h4.12_si:dkey-164f24.2,0,0,0
si:ch211-106h4.12_si:ch211-170d8.8,0,0,0
col6a3_si:ch211-106h4.12,0,0,0
mmp2_si:ch211-106h4.12,0,0,0
pdgfrl_si:ch211-106h4.12,0,0,0
col6a1_si:ch211-106h4.12,0,0,0
si:ch211-106h4.12_zgc:195173,0,0,0
col6a2_si:ch211-106h4.12,0,0,0
si:ch211-106h4.12_thbs1b,0,0,0
col1a2_si:ch211-106h4.12,0,0,0
si:ch211-106h4.12_spock3,0,0,0
dap1b_si:ch211-106h4.12,0,0,0
lum_si:ch211-106h4.12,0,0,0
si:ch211-170d8.8_si:dkey-164f24.2,0,0,0
col6a3_si:dkey-164f24.2,0,0,0
mmp2_si:dkey-164f24.2,0.001269841,0.008196721,0
pdgfrl_si:dkey-164f24.2,0,0,0
col6a1_si:dkey-164f24.2,0,0,0
si:dkey-164f24.2_zgc:195173,0,0.008196721,0
col6a2_si:dkey-164f24.2,0,0,0
col1a1a_si:dkey-164f24.2,0,0,0
si:dkey-164f24.2_thbs1b,0,0.016393443,0
si:dkey-164f24.2_twist3,0,0,0
col1a2_si:dkey-164f24.2,0,0,0
si:dkey-164f24.2_spock3,0.001904762,0,0
dap1b_si:dkey-164f24.2,0,0,0
lum_si:dkey-164f24.2,0,0,0
col6a3_si:ch211-170d8.8,0,0,0
mmp2_si:ch211-170d8.8,0,0,0
pdgfrl_si:ch211-170d8.8,0,0,0
col6a1_si:ch211-170d8.8,0,0,0
si:ch211-170d8.8_zgc:195173,0,0,0
col6a2_si:ch211-170d8.8,0,0,0
col1a1a_si:ch211-170d8.8,0,0,0
si:ch211-170d8.8_thbs1b,0,0,0
si:ch211-170d8.8_twist3,0,0,0
col1a2_si:ch211-170d8.8,0,0,0
si:ch211-170d8.8_spock3,0,0,0.008695652
dap1b_si:ch211-170d8.8,0,0,0
lum_si:ch211-170d8.8,0,0,0
col6a3_mmp2,0,0,0
col6a3_pdgfrl,0,0,0
col6a1_col6a3,0,0,0
col6a3_zgc:195173,0,0,0
col6a2_col6a3,0,0,0
col1a1a_col6a3,0,0,0
col6a3_thbs1b,0,0,0
col6a3_twist3,0,0,0
col1a2_col6a3,0,0,0
col6a3_spock3,0,0,0
col6a3_dap1b,0,0,0
col6a3_lum,0,0,0
mmp2_pdgfrl,0,0,0
col6a1_mmp2,0,0,0
mmp2_zgc:195173,0.000634921,0.008196721,0.008695652
col6a2_mmp2,0,0,0
mmp2_thbs1b,0,0.032786885,0.017391304
mmp2_twist3,0,0,0
mmp2_spock3,0.018412698,0,0.043478261
dap1b_mmp2,0.000634921,0,0
lum_mmp2,0,0,0
col6a1_pdgfrl,0,0,0
pdgfrl_zgc:195173,0,0,0
col6a2_pdgfrl,0,0,0
col1a1a_pdgfrl,0,0,0
pdgfrl_thbs1b,0,0,0
pdgfrl_twist3,0,0,0
col1a2_pdgfrl,0,0,0
pdgfrl_spock3,0.003174603,0,0
dap1b_pdgfrl,0,0,0
lum_pdgfrl,0,0,0
col6a1_zgc:195173,0,0,0
col1a1a_col6a1,0,0,0
col6a1_thbs1b,0.000634921,0,0
col6a1_twist3,0,0,0
col1a2_col6a1,0,0,0
col6a1_spock3,0.003174603,0,0
col6a1_dap1b,0,0,0
col6a1_lum,0,0,0
col6a2_zgc:195173,0,0,0
col1a1a_zgc:195173,0,0,0
thbs1b_zgc:195173,0,0.016393443,0
twist3_zgc:195173,0,0,0
col1a2_zgc:195173,0,0,0
spock3_zgc:195173,0.001269841,0.008196721,0.008695652
dap1b_zgc:195173,0,0,0
lum_zgc:195173,0,0,0
col1a1a_col6a2,0,0,0
col6a2_thbs1b,0,0.008196721,0
col6a2_twist3,0,0,0
col1a2_col6a2,0,0,0
col6a2_spock3,0.001904762,0,0
col6a2_dap1b,0,0,0
col6a2_lum,0,0,0
col1a1a_thbs1b,0,0,0
col1a1a_spock3,0,0,0
col1a1a_dap1b,0,0,0
col1a1a_lum,0,0,0
thbs1b_twist3,0,0,0
col1a2_thbs1b,0,0,0
spock3_thbs1b,0.003809524,0.008196721,0.086956522
dap1b_thbs1b,0,0,0
lum_thbs1b,0,0,0
col1a2_twist3,0,0,0
spock3_twist3,0,0,0
dap1b_twist3,0,0,0
lum_twist3,0,0,0
col1a2_spock3,0.004444444,0,0
col1a2_dap1b,0,0,0
col1a2_lum,0,0,0
dap1b_spock3,0.001269841,0,0
lum_spock3,0,0,0
dap1b_lum,0,0,0
si:ch73-359m17.9_si:dkey-246j7.1,0,0,0
gnpnat1_si:ch73-359m17.9,0,0,0
si:ch211-137i24.10_si:ch73-359m17.9,0,0,0
agr2_si:ch73-359m17.9,0,0,0
anxa4_si:ch73-359m17.9,0,0,0
si:ch211-266g18.6_si:ch73-359m17.9,0,0,0
eppk1_si:ch73-359m17.9,0,0,0
si:ch73-359m17.9_tmem176l.2,0,0,0
CABZ01112049.1_si:ch73-359m17.9,0,0,0
cmah_si:ch73-359m17.9,0,0,0
foxa3_si:ch73-359m17.9,0,0,0
anxa2b_si:ch73-359m17.9,0,0,0
si:ch73-359m17.9_zgc:194330,0,0,0
ccdc125_si:ch73-359m17.9,0,0,0
si:ch73-359m17.9_zgc:152791,0,0,0
c1galt1c1_si:ch73-359m17.9,0,0,0
dennd2da_si:ch73-359m17.9,0,0,0
si:ch73-359m17.9_smim14,0,0,0
galnt7_si:ch73-359m17.9,0,0,0
si:ch73-359m17.9_wu:fb59d01,0,0,0
CABZ01075242.1_si:ch73-359m17.9,0,0,0
ca4b_si:ch73-359m17.9,0,0,0
krt1-c5_si:ch73-359m17.9,0,0,0
si:ch73-359m17.9_tprg1,0,0,0
