Gene,HCs,Macula.SCs,Crista.SCs
otog_tpst1,0.029206349,0.139344262,0.47826087
CR936442.1_otog,0.007619048,0.008196721,0.313043478
otog_tenm1,0.008888889,0.040983607,0.365217391
mtnr1aa_otog,0,0.016393443,0.304347826
cbln20_otog,0,0.016393443,0.313043478
ahcyl1_otog,0.037460317,0.073770492,0.556521739
cahz_sema3fa,0.000634921,0,0.2
cahz_cxcl14,0.000634921,0,0.173913043
cahz_NPAS3,0.003809524,0,0.208695652
cahz_samd10b,0.003174603,0,0.173913043
cahz_myo18aa,0.003174603,0,0.165217391
cahz_tpst1,0.003174603,0,0.182608696
cahz_CR936442.1,0.000634921,0,0.12173913
cahz_tenm1,0.001269841,0,0.104347826
cahz_mtnr1aa,0,0,0.104347826
cahz_cbln20,0,0,0.12173913
ahcyl1_cahz,0.003174603,0,0.269565217
cxcl14_sema3fa,0.003174603,0.016393443,0.260869565
NPAS3_sema3fa,0.00952381,0.106557377,0.443478261
samd10b_sema3fa,0.010793651,0.024590164,0.356521739
myo18aa_sema3fa,0.008888889,0.057377049,0.304347826
sema3fa_tpst1,0.013333333,0.049180328,0.32173913
CR936442.1_sema3fa,0.001904762,0.016393443,0.208695652
sema3fa_tenm1,0.004444444,0,0.260869565
mtnr1aa_sema3fa,0,0,0.182608696
cbln20_sema3fa,0,0,0.234782609
ahcyl1_sema3fa,0.00952381,0.024590164,0.356521739
cxcl14_NPAS3,0.008888889,0.016393443,0.269565217
cxcl14_samd10b,0.016507937,0,0.182608696
cxcl14_myo18aa,0.01015873,0,0.217391304
cxcl14_tpst1,0.007619048,0.024590164,0.2
CR936442.1_cxcl14,0.003174603,0,0.147826087
cxcl14_tenm1,0.005714286,0,0.165217391
cxcl14_mtnr1aa,0,0.008196721,0.060869565
cbln20_cxcl14,0,0,0.147826087
ahcyl1_cxcl14,0.013333333,0.016393443,0.295652174
NPAS3_samd10b,0.031746032,0.049180328,0.330434783
myo18aa_NPAS3,0.016507937,0.040983607,0.295652174
NPAS3_tpst1,0.032380952,0.06557377,0.330434783
CR936442.1_NPAS3,0.003174603,0.016393443,0.226086957
NPAS3_tenm1,0.006349206,0.024590164,0.27826087
mtnr1aa_NPAS3,0.001269841,0.016393443,0.191304348
cbln20_NPAS3,0,0,0.226086957
ahcyl1_NPAS3,0.033015873,0.032786885,0.408695652
myo18aa_samd10b,0.042539683,0.008196721,0.269565217
samd10b_tpst1,0.041904762,0.032786885,0.32173913
CR936442.1_samd10b,0.005079365,0,0.156521739
samd10b_tenm1,0.017777778,0.024590164,0.226086957
mtnr1aa_samd10b,0.001269841,0.008196721,0.191304348
cbln20_samd10b,0,0.016393443,0.217391304
ahcyl1_samd10b,0.064761905,0.049180328,0.286956522
myo18aa_tpst1,0.026031746,0.032786885,0.252173913
CR936442.1_myo18aa,0.001904762,0.008196721,0.208695652
myo18aa_tenm1,0.007619048,0.024590164,0.217391304
mtnr1aa_myo18aa,0.000634921,0,0.182608696
cbln20_myo18aa,0,0,0.2
ahcyl1_myo18aa,0.045714286,0,0.286956522
CR936442.1_tpst1,0.006349206,0.008196721,0.208695652
tenm1_tpst1,0.017142857,0.016393443,0.208695652
mtnr1aa_tpst1,0,0.008196721,0.2
cbln20_tpst1,0,0,0.208695652
ahcyl1_tpst1,0.068571429,0.049180328,0.313043478
CR936442.1_tenm1,0.001269841,0,0.165217391
CR936442.1_mtnr1aa,0,0,0.095652174
cbln20_CR936442.1,0,0,0.086956522
ahcyl1_CR936442.1,0.006984127,0,0.191304348
mtnr1aa_tenm1,0,0.008196721,0.130434783
cbln20_tenm1,0,0,0.139130435
ahcyl1_tenm1,0.020952381,0.008196721,0.226086957
cbln20_mtnr1aa,0,0,0.12173913
ahcyl1_mtnr1aa,0.002539683,0.016393443,0.191304348
ahcyl1_cbln20,0,0.008196721,0.252173913
dnah5_myo3b,0.827301587,0.057377049,0.052173913
myo3b_nptna,0.806984127,0.057377049,0.043478261
myo3b_pcsk5a,0.784761905,0.049180328,0.052173913
myo3b_myo6b,0.865396825,0.057377049,0.060869565
myo3b_otofb,0.814603175,0.057377049,0.043478261
myo3b_slc17a8,0.772698413,0.024590164,0.052173913
myo3b_pclob,0.774603175,0.06557377,0.052173913
man1a1_myo3b,0.768253968,0.032786885,0.052173913
cacna1da_myo3b,0.765714286,0.040983607,0.052173913
atp1a3b_myo3b,0.822222222,0.040983607,0.052173913
hcn1_myo3b,0.777777778,0.032786885,0.043478261
myo3b_rbm24a,0.881269841,0.06557377,0.060869565
laptm4b_myo3b,0.793650794,0.040983607,0.060869565
myo3b_pex5la,0.737777778,0.032786885,0.052173913
myo3b_si:ch211-286b4.4,0.716190476,0.040983607,0.052173913
atp1b2b_myo3b,0.767619048,0.057377049,0.052173913
igsf21a_myo3b,0.753650794,0.057377049,0.043478261
myo15aa_myo3b,0.768253968,0.032786885,0.043478261
CABZ01077956.1_myo3b,0.704126984,0.040983607,0.043478261
myo3b_osbpl1a,0.690793651,0.032786885,0.043478261
cabp1b_myo3b,0.714285714,0.016393443,0.052173913
myo3b_nrxn3a,0.86031746,0.06557377,0.052173913
dscaml1_myo3b,0.706666667,0.057377049,0.060869565
gfi1aa_myo3b,0.678095238,0.032786885,0.052173913
dnah5_nptna,0.79047619,0.057377049,0.052173913
dnah5_pcsk5a,0.77015873,0.049180328,0.052173913
dnah5_myo6b,0.850793651,0.06557377,0.052173913
dnah5_otofb,0.806984127,0.06557377,0.052173913
dnah5_slc17a8,0.751746032,0.024590164,0.043478261
dnah5_pclob,0.770793651,0.06557377,0.052173913
dnah5_man1a1,0.76,0.032786885,0.043478261
cacna1da_dnah5,0.753015873,0.040983607,0.060869565
atp1a3b_dnah5,0.812063492,0.049180328,0.052173913
dnah5_hcn1,0.74984127,0.032786885,0.043478261
dnah5_rbm24a,0.866666667,0.057377049,0.060869565
dnah5_laptm4b,0.787301587,0.049180328,0.060869565
dnah5_pex5la,0.714285714,0.032786885,0.052173913
dnah5_si:ch211-286b4.4,0.71047619,0.040983607,0.043478261
atp1b2b_dnah5,0.755555556,0.06557377,0.043478261
dnah5_igsf21a,0.735873016,0.057377049,0.043478261
dnah5_myo15aa,0.758095238,0.040983607,0.034782609
CABZ01077956.1_dnah5,0.693333333,0.040983607,0.043478261
dnah5_osbpl1a,0.684444444,0.032786885,0.043478261
cabp1b_dnah5,0.686349206,0.016393443,0.052173913
dnah5_nrxn3a,0.840634921,0.06557377,0.052173913
dnah5_dscaml1,0.697777778,0.049180328,0.052173913
dnah5_gfi1aa,0.669206349,0.040983607,0.052173913
nptna_pcsk5a,0.752380952,0.049180328,0.043478261
myo6b_nptna,0.824126984,0.057377049,0.043478261
nptna_otofb,0.780952381,0.057377049,0.043478261
nptna_slc17a8,0.73968254,0.024590164,0.034782609
nptna_pclob,0.742222222,0.057377049,0.043478261
man1a1_nptna,0.736507937,0.032786885,0.034782609
cacna1da_nptna,0.726984127,0.040983607,0.043478261
atp1a3b_nptna,0.791111111,0.040983607,0.043478261
hcn1_nptna,0.73015873,0.032786885,0.034782609
nptna_rbm24a,0.843174603,0.049180328,0.043478261
laptm4b_nptna,0.762539683,0.040983607,0.043478261
nptna_pex5la,0.698412698,0.032786885,0.043478261
nptna_si:ch211-286b4.4,0.697142857,0.040983607,0.034782609
atp1b2b_nptna,0.740952381,0.057377049,0.034782609
igsf21a_nptna,0.714920635,0.057377049,0.034782609
myo15aa_nptna,0.728253968,0.032786885,0.034782609
CABZ01077956.1_nptna,0.674285714,0.040983607,0.034782609
nptna_osbpl1a,0.667936508,0.032786885,0.034782609
cabp1b_nptna,0.667301587,0.016393443,0.052173913
nptna_nrxn3a,0.815873016,0.057377049,0.043478261
dscaml1_nptna,0.684444444,0.049180328,0.043478261
gfi1aa_nptna,0.653333333,0.032786885,0.043478261
myo6b_pcsk5a,0.8,0.049180328,0.052173913
otofb_pcsk5a,0.770793651,0.049180328,0.043478261
pcsk5a_slc17a8,0.712380952,0.024590164,0.043478261
pclob_pcsk5a,0.724444444,0.049180328,0.052173913
man1a1_pcsk5a,0.708571429,0.032786885,0.052173913
cacna1da_pcsk5a,0.713015873,0.032786885,0.052173913
atp1a3b_pcsk5a,0.768888889,0.040983607,0.052173913
hcn1_pcsk5a,0.711111111,0.032786885,0.043478261
pcsk5a_rbm24a,0.817142857,0.049180328,0.052173913
laptm4b_pcsk5a,0.741587302,0.032786885,0.052173913
pcsk5a_pex5la,0.680634921,0.032786885,0.052173913
pcsk5a_si:ch211-286b4.4,0.665396825,0.040983607,0.043478261
atp1b2b_pcsk5a,0.714285714,0.049180328,0.043478261
igsf21a_pcsk5a,0.695873016,0.049180328,0.043478261
myo15aa_pcsk5a,0.707301587,0.032786885,0.034782609
CABZ01077956.1_pcsk5a,0.647619048,0.032786885,0.043478261
osbpl1a_pcsk5a,0.647619048,0.032786885,0.043478261
cabp1b_pcsk5a,0.648253968,0.016393443,0.052173913
nrxn3a_pcsk5a,0.786666667,0.06557377,0.043478261
dscaml1_pcsk5a,0.663492063,0.040983607,0.052173913
gfi1aa_pcsk5a,0.634920635,0.032786885,0.052173913
myo6b_otofb,0.838095238,0.06557377,0.043478261
myo6b_slc17a8,0.793015873,0.024590164,0.060869565
myo6b_pclob,0.798095238,0.057377049,0.052173913
man1a1_myo6b,0.786666667,0.040983607,0.052173913
cacna1da_myo6b,0.783492063,0.049180328,0.052173913
atp1a3b_myo6b,0.844444444,0.049180328,0.052173913
hcn1_myo6b,0.79047619,0.032786885,0.043478261
myo6b_rbm24a,0.900952381,0.073770492,0.060869565
laptm4b_myo6b,0.815238095,0.057377049,0.060869565
myo6b_pex5la,0.746666667,0.032786885,0.052173913
myo6b_si:ch211-286b4.4,0.72952381,0.040983607,0.052173913
atp1b2b_myo6b,0.788571429,0.057377049,0.060869565
igsf21a_myo6b,0.762539683,0.057377049,0.043478261
myo15aa_myo6b,0.778412698,0.032786885,0.052173913
CABZ01077956.1_myo6b,0.718095238,0.040983607,0.043478261
myo6b_osbpl1a,0.708571429,0.032786885,0.043478261
cabp1b_myo6b,0.714920635,0.016393443,0.052173913
myo6b_nrxn3a,0.871746032,0.06557377,0.052173913
dscaml1_myo6b,0.733333333,0.049180328,0.060869565
gfi1aa_myo6b,0.694603175,0.032786885,0.052173913
otofb_slc17a8,0.746666667,0.024590164,0.034782609
otofb_pclob,0.760634921,0.073770492,0.052173913
man1a1_otofb,0.739047619,0.032786885,0.034782609
cacna1da_otofb,0.749206349,0.040983607,0.043478261
atp1a3b_otofb,0.800634921,0.049180328,0.052173913
hcn1_otofb,0.746666667,0.032786885,0.043478261
otofb_rbm24a,0.854603175,0.049180328,0.043478261
laptm4b_otofb,0.771428571,0.06557377,0.043478261
otofb_pex5la,0.698412698,0.032786885,0.043478261
otofb_si:ch211-286b4.4,0.694603175,0.049180328,0.034782609
atp1b2b_otofb,0.746666667,0.06557377,0.043478261
igsf21a_otofb,0.719365079,0.057377049,0.043478261
myo15aa_otofb,0.732063492,0.032786885,0.034782609
CABZ01077956.1_otofb,0.677460317,0.049180328,0.043478261
osbpl1a_otofb,0.673650794,0.032786885,0.034782609
cabp1b_otofb,0.667936508,0.016393443,0.052173913
nrxn3a_otofb,0.822857143,0.073770492,0.060869565
dscaml1_otofb,0.693968254,0.049180328,0.043478261
gfi1aa_otofb,0.659047619,0.032786885,0.043478261
pclob_slc17a8,0.702857143,0.024590164,0.043478261
man1a1_slc17a8,0.699047619,0.016393443,0.043478261
cacna1da_slc17a8,0.697142857,0.016393443,0.043478261
atp1a3b_slc17a8,0.747936508,0.016393443,0.043478261
hcn1_slc17a8,0.713015873,0.024590164,0.043478261
rbm24a_slc17a8,0.81015873,0.024590164,0.060869565
laptm4b_slc17a8,0.722539683,0.016393443,0.052173913
pex5la_slc17a8,0.708571429,0.024590164,0.043478261
si:ch211-286b4.4_slc17a8,0.655238095,0.016393443,0.043478261
atp1b2b_slc17a8,0.705396825,0.024590164,0.052173913
igsf21a_slc17a8,0.688253968,0.024590164,0.043478261
myo15aa_slc17a8,0.693333333,0.008196721,0.034782609
CABZ01077956.1_slc17a8,0.628571429,0.016393443,0.034782609
osbpl1a_slc17a8,0.636825397,0.016393443,0.034782609
cabp1b_slc17a8,0.682539683,0.016393443,0.043478261
nrxn3a_slc17a8,0.779047619,0.024590164,0.043478261
dscaml1_slc17a8,0.655238095,0.024590164,0.052173913
gfi1aa_slc17a8,0.631111111,0.016393443,0.043478261
man1a1_pclob,0.700952381,0.032786885,0.043478261
cacna1da_pclob,0.70984127,0.040983607,0.052173913
atp1a3b_pclob,0.761269841,0.057377049,0.069565217
hcn1_pclob,0.706666667,0.032786885,0.043478261
pclob_rbm24a,0.812698413,0.057377049,0.060869565
laptm4b_pclob,0.732698413,0.040983607,0.052173913
pclob_pex5la,0.654603175,0.032786885,0.052173913
pclob_si:ch211-286b4.4,0.664761905,0.040983607,0.043478261
atp1b2b_pclob,0.704126984,0.057377049,0.043478261
igsf21a_pclob,0.679365079,0.06557377,0.043478261
myo15aa_pclob,0.700952381,0.032786885,0.034782609
CABZ01077956.1_pclob,0.652698413,0.040983607,0.052173913
osbpl1a_pclob,0.643174603,0.032786885,0.043478261
cabp1b_pclob,0.634920635,0.024590164,0.052173913
nrxn3a_pclob,0.791111111,0.06557377,0.052173913
dscaml1_pclob,0.667936508,0.057377049,0.052173913
gfi1aa_pclob,0.631111111,0.032786885,0.060869565
cacna1da_man1a1,0.693968254,0.032786885,0.043478261
atp1a3b_man1a1,0.747936508,0.032786885,0.043478261
hcn1_man1a1,0.70031746,0.024590164,0.034782609
man1a1_rbm24a,0.8,0.057377049,0.060869565
laptm4b_man1a1,0.725714286,0.032786885,0.052173913
man1a1_pex5la,0.66031746,0.024590164,0.043478261
man1a1_si:ch211-286b4.4,0.654603175,0.032786885,0.043478261
atp1b2b_man1a1,0.698412698,0.032786885,0.043478261
igsf21a_man1a1,0.681904762,0.032786885,0.043478261
man1a1_myo15aa,0.688253968,0.024590164,0.034782609
CABZ01077956.1_man1a1,0.641904762,0.024590164,0.034782609
man1a1_osbpl1a,0.637460317,0.024590164,0.034782609
cabp1b_man1a1,0.638730159,0.008196721,0.043478261
man1a1_nrxn3a,0.780952381,0.040983607,0.043478261
dscaml1_man1a1,0.652063492,0.040983607,0.052173913
gfi1aa_man1a1,0.613968254,0.024590164,0.043478261
atp1a3b_cacna1da,0.746031746,0.032786885,0.060869565
cacna1da_hcn1,0.699047619,0.024590164,0.043478261
cacna1da_rbm24a,0.796190476,0.040983607,0.052173913
cacna1da_laptm4b,0.716190476,0.024590164,0.052173913
cacna1da_pex5la,0.648253968,0.024590164,0.052173913
cacna1da_si:ch211-286b4.4,0.640634921,0.024590164,0.043478261
atp1b2b_cacna1da,0.698412698,0.049180328,0.043478261
cacna1da_igsf21a,0.678095238,0.040983607,0.043478261
cacna1da_myo15aa,0.686984127,0.016393443,0.034782609
CABZ01077956.1_cacna1da,0.643174603,0.040983607,0.043478261
cacna1da_osbpl1a,0.627301587,0.016393443,0.043478261
cabp1b_cacna1da,0.629206349,0.008196721,0.052173913
cacna1da_nrxn3a,0.766984127,0.040983607,0.060869565
cacna1da_dscaml1,0.648253968,0.040983607,0.052173913
cacna1da_gfi1aa,0.618412698,0.016393443,0.052173913
atp1a3b_hcn1,0.746666667,0.016393443,0.043478261
atp1a3b_rbm24a,0.855238095,0.049180328,0.07826087
atp1a3b_laptm4b,0.787936508,0.032786885,0.052173913
atp1a3b_pex5la,0.708571429,0.024590164,0.052173913
atp1a3b_si:ch211-286b4.4,0.706031746,0.032786885,0.043478261
atp1a3b_atp1b2b,0.768888889,0.057377049,0.043478261
atp1a3b_igsf21a,0.722539683,0.049180328,0.043478261
atp1a3b_myo15aa,0.746031746,0.040983607,0.034782609
atp1a3b_CABZ01077956.1,0.691428571,0.024590164,0.043478261
atp1a3b_osbpl1a,0.681904762,0.024590164,0.043478261
atp1a3b_cabp1b,0.681269841,0.024590164,0.052173913
atp1a3b_nrxn3a,0.83047619,0.057377049,0.060869565
atp1a3b_dscaml1,0.692063492,0.040983607,0.052173913
atp1a3b_gfi1aa,0.674285714,0.032786885,0.052173913
hcn1_rbm24a,0.799365079,0.032786885,0.043478261
hcn1_laptm4b,0.716825397,0.024590164,0.043478261
hcn1_pex5la,0.679365079,0.024590164,0.043478261
hcn1_si:ch211-286b4.4,0.638095238,0.032786885,0.034782609
atp1b2b_hcn1,0.693333333,0.032786885,0.034782609
hcn1_igsf21a,0.690793651,0.032786885,0.052173913
hcn1_myo15aa,0.692698413,0.016393443,0.034782609
CABZ01077956.1_hcn1,0.636190476,0.024590164,0.034782609
hcn1_osbpl1a,0.624761905,0.024590164,0.034782609
cabp1b_hcn1,0.663492063,0.016393443,0.043478261
hcn1_nrxn3a,0.780952381,0.032786885,0.043478261
dscaml1_hcn1,0.646349206,0.032786885,0.043478261
gfi1aa_hcn1,0.62031746,0.024590164,0.043478261
laptm4b_rbm24a,0.831746032,0.032786885,0.069565217
pex5la_rbm24a,0.768888889,0.049180328,0.052173913
rbm24a_si:ch211-286b4.4,0.747936508,0.032786885,0.052173913
atp1b2b_rbm24a,0.801904762,0.06557377,0.069565217
igsf21a_rbm24a,0.782222222,0.049180328,0.060869565
myo15aa_rbm24a,0.794285714,0.032786885,0.060869565
CABZ01077956.1_rbm24a,0.733333333,0.040983607,0.052173913
osbpl1a_rbm24a,0.721904762,0.024590164,0.043478261
cabp1b_rbm24a,0.73968254,0.016393443,0.052173913
nrxn3a_rbm24a,0.895238095,0.081967213,0.07826087
dscaml1_rbm24a,0.746031746,0.06557377,0.069565217
gfi1aa_rbm24a,0.704126984,0.040983607,0.052173913
laptm4b_pex5la,0.695873016,0.024590164,0.052173913
laptm4b_si:ch211-286b4.4,0.681904762,0.032786885,0.052173913
atp1b2b_laptm4b,0.733968254,0.040983607,0.052173913
igsf21a_laptm4b,0.703492063,0.049180328,0.043478261
laptm4b_myo15aa,0.720634921,0.032786885,0.043478261
CABZ01077956.1_laptm4b,0.659047619,0.024590164,0.043478261
laptm4b_osbpl1a,0.669206349,0.032786885,0.043478261
cabp1b_laptm4b,0.668571429,0.008196721,0.052173913
laptm4b_nrxn3a,0.805079365,0.057377049,0.086956522
dscaml1_laptm4b,0.666666667,0.032786885,0.060869565
gfi1aa_laptm4b,0.641904762,0.032786885,0.052173913
pex5la_si:ch211-286b4.4,0.606349206,0.016393443,0.043478261
atp1b2b_pex5la,0.664761905,0.032786885,0.043478261
igsf21a_pex5la,0.662222222,0.032786885,0.043478261
myo15aa_pex5la,0.658412698,0.008196721,0.034782609
CABZ01077956.1_pex5la,0.605079365,0.024590164,0.043478261
osbpl1a_pex5la,0.603174603,0.016393443,0.043478261
cabp1b_pex5la,0.686984127,0.016393443,0.052173913
nrxn3a_pex5la,0.744761905,0.040983607,0.043478261
dscaml1_pex5la,0.608253968,0.032786885,0.052173913
gfi1aa_pex5la,0.586666667,0.016393443,0.052173913
atp1b2b_si:ch211-286b4.4,0.650793651,0.040983607,0.043478261
igsf21a_si:ch211-286b4.4,0.622857143,0.040983607,0.034782609
myo15aa_si:ch211-286b4.4,0.64952381,0.032786885,0.034782609
CABZ01077956.1_si:ch211-286b4.4,0.596190476,0.032786885,0.034782609
osbpl1a_si:ch211-286b4.4,0.605714286,0.032786885,0.043478261
cabp1b_si:ch211-286b4.4,0.573333333,0.008196721,0.043478261
nrxn3a_si:ch211-286b4.4,0.726349206,0.040983607,0.043478261
dscaml1_si:ch211-286b4.4,0.616507937,0.032786885,0.052173913
gfi1aa_si:ch211-286b4.4,0.576507937,0.032786885,0.043478261
atp1b2b_igsf21a,0.678730159,0.057377049,0.034782609
atp1b2b_myo15aa,0.695873016,0.040983607,0.052173913
atp1b2b_CABZ01077956.1,0.641904762,0.040983607,0.043478261
atp1b2b_osbpl1a,0.637460317,0.040983607,0.043478261
atp1b2b_cabp1b,0.633650794,0.016393443,0.043478261
atp1b2b_nrxn3a,0.777142857,0.06557377,0.060869565
atp1b2b_dscaml1,0.648888889,0.049180328,0.052173913
atp1b2b_gfi1aa,0.624761905,0.040983607,0.043478261
igsf21a_myo15aa,0.671746032,0.032786885,0.026086957
CABZ01077956.1_igsf21a,0.626666667,0.040983607,0.034782609
igsf21a_osbpl1a,0.613333333,0.032786885,0.034782609
cabp1b_igsf21a,0.64,0.016393443,0.043478261
igsf21a_nrxn3a,0.760634921,0.073770492,0.034782609
dscaml1_igsf21a,0.629206349,0.049180328,0.043478261
gfi1aa_igsf21a,0.605714286,0.032786885,0.043478261
CABZ01077956.1_myo15aa,0.645079365,0.016393443,0.034782609
myo15aa_osbpl1a,0.620952381,0.024590164,0.026086957
cabp1b_myo15aa,0.642539683,0.008196721,0.034782609
myo15aa_nrxn3a,0.773968254,0.032786885,0.052173913
dscaml1_myo15aa,0.64,0.024590164,0.043478261
gfi1aa_myo15aa,0.615873016,0.032786885,0.034782609
CABZ01077956.1_osbpl1a,0.58031746,0.016393443,0.034782609
cabp1b_CABZ01077956.1,0.567619048,0.008196721,0.043478261
CABZ01077956.1_nrxn3a,0.713015873,0.040983607,0.043478261
CABZ01077956.1_dscaml1,0.596825397,0.040983607,0.052173913
CABZ01077956.1_gfi1aa,0.559365079,0.016393443,0.052173913
cabp1b_osbpl1a,0.577777778,0.008196721,0.043478261
nrxn3a_osbpl1a,0.706031746,0.032786885,0.034782609
dscaml1_osbpl1a,0.586666667,0.024590164,0.043478261
gfi1aa_osbpl1a,0.564444444,0.032786885,0.043478261
cabp1b_nrxn3a,0.720634921,0.032786885,0.043478261
cabp1b_dscaml1,0.572063492,0.024590164,0.052173913
cabp1b_gfi1aa,0.563174603,0.008196721,0.052173913
dscaml1_nrxn3a,0.713650794,0.057377049,0.052173913
gfi1aa_nrxn3a,0.686349206,0.032786885,0.043478261
dscaml1_gfi1aa,0.574603175,0.032786885,0.052173913
otogl_tecta,0.008253968,0.754098361,0.034782609
otogl_tectb,0.003174603,0.721311475,0.034782609
nr4a2b_otogl,0.004444444,0.581967213,0.008695652
nr4a3_otogl,0.024761905,0.680327869,0.026086957
otogl_si:ch211-133n4.6,0.003809524,0.549180328,0.017391304
otogl_tuft1a,0.017142857,0.459016393,0.034782609
cers2a_otogl,0.03047619,0.532786885,0.034782609
nocta_otogl,0.038095238,0.524590164,0.008695652
atp1b1a_otogl,0.041904762,0.56557377,0.026086957
otogl_tns1b,0.00952381,0.573770492,0.017391304
cldnb_otogl,0.002539683,0.43442623,0.026086957
mcf2l2_otogl,0.024126984,0.557377049,0.043478261
adgrg6_otogl,0.047619048,0.516393443,0.008695652
otogl_pnp5a,0,0.303278689,0.008695652
otogl_si:ch211-80h18.1,0.013333333,0.344262295,0.017391304
nedd9_otogl,0.02031746,0.704918033,0.086956522
otogl_slc43a2b,0.005079365,0.540983607,0.034782609
dlgap1b_otogl,0.003809524,0.303278689,0
gadd45ba_otogl,0.034285714,0.606557377,0.069565217
otogl_stm,0.008888889,0.754098361,0.07826087
grb10b_otogl,0.021587302,0.508196721,0.060869565
ncam1a_otogl,0.033650794,0.5,0.017391304
otogl_pmp22b,0.005079365,0.344262295,0.017391304
otogl_ptp4a2b,0.037460317,0.442622951,0.034782609
ank2b_otogl,0.021587302,0.459016393,0.026086957
myo5b_otogl,0.036190476,0.631147541,0.07826087
cicb_otogl,0.026666667,0.385245902,0.043478261
efhd2_otogl,0.00952381,0.254098361,0.017391304
tecta_tectb,0.000634921,0.663934426,0.069565217
nr4a2b_tecta,0.003809524,0.524590164,0.008695652
nr4a3_tecta,0.007619048,0.590163934,0.034782609
si:ch211-133n4.6_tecta,0.002539683,0.459016393,0.008695652
tecta_tuft1a,0.008253968,0.393442623,0.034782609
cers2a_tecta,0.013333333,0.475409836,0.034782609
nocta_tecta,0.012063492,0.459016393,0.017391304
atp1b1a_tecta,0.014603175,0.532786885,0.069565217
tecta_tns1b,0.003174603,0.524590164,0.017391304
cldnb_tecta,0.000634921,0.37704918,0.052173913
mcf2l2_tecta,0.01015873,0.516393443,0.043478261
adgrg6_tecta,0.015873016,0.516393443,0.043478261
pnp5a_tecta,0.001269841,0.254098361,0
si:ch211-80h18.1_tecta,0.001904762,0.295081967,0.017391304
nedd9_tecta,0.006349206,0.639344262,0.060869565
slc43a2b_tecta,0.003174603,0.475409836,0.026086957
dlgap1b_tecta,0.000634921,0.278688525,0
gadd45ba_tecta,0.013333333,0.540983607,0.069565217
stm_tecta,0.003809524,0.663934426,0.07826087
grb10b_tecta,0.005079365,0.450819672,0.060869565
ncam1a_tecta,0.012063492,0.467213115,0.034782609
pmp22b_tecta,0.002539683,0.295081967,0.008695652
ptp4a2b_tecta,0.013968254,0.393442623,0.008695652
ank2b_tecta,0.006984127,0.418032787,0.034782609
myo5b_tecta,0.013968254,0.549180328,0.026086957
cicb_tecta,0.007619048,0.319672131,0.017391304
efhd2_tecta,0.004444444,0.221311475,0
nr4a2b_tectb,0.001269841,0.467213115,0.008695652
nr4a3_tectb,0.001904762,0.573770492,0.008695652
si:ch211-133n4.6_tectb,0.001269841,0.491803279,0.017391304
tectb_tuft1a,0.001904762,0.426229508,0.017391304
cers2a_tectb,0.006349206,0.5,0.026086957
nocta_tectb,0.004444444,0.459016393,0.008695652
atp1b1a_tectb,0.004444444,0.491803279,0.052173913
tectb_tns1b,0.001269841,0.524590164,0.017391304
cldnb_tectb,0.000634921,0.393442623,0.026086957
mcf2l2_tectb,0.001269841,0.491803279,0.069565217
adgrg6_tectb,0.003809524,0.483606557,0.060869565
pnp5a_tectb,0,0.278688525,0.008695652
si:ch211-80h18.1_tectb,0.001269841,0.204918033,0.017391304
nedd9_tectb,0.002539683,0.614754098,0.07826087
slc43a2b_tectb,0.000634921,0.483606557,0.060869565
dlgap1b_tectb,0,0.303278689,0
gadd45ba_tectb,0.005714286,0.549180328,0.043478261
stm_tectb,0.001269841,0.639344262,0.07826087
grb10b_tectb,0.001904762,0.450819672,0.026086957
ncam1a_tectb,0.006349206,0.459016393,0.026086957
pmp22b_tectb,0.000634921,0.278688525,0.008695652
ptp4a2b_tectb,0.006349206,0.385245902,0.017391304
ank2b_tectb,0.003174603,0.385245902,0.026086957
myo5b_tectb,0.002539683,0.540983607,0.052173913
cicb_tectb,0.004444444,0.352459016,0.026086957
efhd2_tectb,0.000634921,0.213114754,0
nr4a2b_nr4a3,0.011428571,0.581967213,0.008695652
nr4a2b_si:ch211-133n4.6,0.004444444,0.368852459,0
nr4a2b_tuft1a,0.005079365,0.336065574,0.026086957
cers2a_nr4a2b,0.010793651,0.393442623,0.017391304
nocta_nr4a2b,0.012698413,0.401639344,0.008695652
atp1b1a_nr4a2b,0.011428571,0.418032787,0.008695652
nr4a2b_tns1b,0.006984127,0.368852459,0
cldnb_nr4a2b,0.000634921,0.393442623,0
mcf2l2_nr4a2b,0.003809524,0.393442623,0.017391304
adgrg6_nr4a2b,0.012698413,0.368852459,0.017391304
nr4a2b_pnp5a,0.000634921,0.270491803,0
nr4a2b_si:ch211-80h18.1,0.001269841,0.262295082,0.008695652
nedd9_nr4a2b,0.002539683,0.532786885,0.034782609
nr4a2b_slc43a2b,0.002539683,0.360655738,0.017391304
dlgap1b_nr4a2b,0,0.213114754,0
gadd45ba_nr4a2b,0.016507937,0.442622951,0.017391304
nr4a2b_stm,0.002539683,0.532786885,0.017391304
grb10b_nr4a2b,0.006984127,0.393442623,0.017391304
ncam1a_nr4a2b,0.008888889,0.344262295,0
nr4a2b_pmp22b,0.003174603,0.270491803,0
nr4a2b_ptp4a2b,0.013968254,0.385245902,0.008695652
ank2b_nr4a2b,0.006349206,0.360655738,0.017391304
myo5b_nr4a2b,0.010793651,0.450819672,0.008695652
cicb_nr4a2b,0.006349206,0.31147541,0
efhd2_nr4a2b,0.003174603,0.262295082,0
