Gene,Crista.SCs,HCs,Macula.SCs,max,maxcol
CR383668.1,0,0,0,0,Crista.SCs
fgfr1op2,0,0.021587302,0,0.021587302,HCs
si:dkey-21h14.12,0,0,0,0,Crista.SCs
si:dkey-285e18.2,0,0,0,0,Crista.SCs
znf1114,0,0.005079365,0.008196721,0.008196721,Macula.SCs
si:dkey-21h14.10,0,0,0,0,Crista.SCs
ERC1,0.156521739,0.64952381,0.131147541,0.64952381,HCs
si:dkey-199m13.5,0.008695652,0.000634921,0,0.008695652,Crista.SCs
erc1b,0,0.000634921,0,0.000634921,HCs
si:dkey-199m13.4,0.008695652,0.001269841,0.016393443,0.016393443,Macula.SCs
si:dkey-285e18.5,0,0,0,0,Crista.SCs
si:dkey-285e18.6,0,0,0,0,Crista.SCs
tm7sf3,0.008695652,0.028571429,0.049180328,0.049180328,Macula.SCs
galnt8b.2,0,0.000634921,0,0.000634921,HCs
zgc:174650,0,0.000634921,0,0.000634921,HCs
pax4,0,0,0,0,Crista.SCs
dyrk2,0.008695652,0.059047619,0.008196721,0.059047619,HCs
lhfpl3,0.008695652,0.006984127,0,0.008695652,Crista.SCs
si:dkey-21h14.9,0,0,0,0,Crista.SCs
si:ch211-197e7.1,0,0.001269841,0,0.001269841,HCs
si:dkeyp-82h4.1,0,0.002539683,0,0.002539683,HCs
si:dkeyp-82h4.3,0,0.022857143,0,0.022857143,HCs
znf1136,0.008695652,0.007619048,0,0.008695652,Crista.SCs
wnt5b,0.139130435,0.053333333,0.049180328,0.139130435,Crista.SCs
znf1062,0,0.000634921,0,0.000634921,HCs
si:ch211-266a5.12,0,0,0,0,Crista.SCs
si:dkey-16p19.1,0,0,0,0,Crista.SCs
BX571664.1,0,0.014603175,0.016393443,0.016393443,Macula.SCs
fbxl14b,0.017391304,0.026031746,0.040983607,0.040983607,Macula.SCs
BX649324.2,0,0,0,0,Crista.SCs
znf1052,0,0,0.008196721,0.008196721,Macula.SCs
CR749763.5,0.008695652,0.003174603,0.008196721,0.008695652,Crista.SCs
ada2b,0.008695652,0.000634921,0,0.008695652,Crista.SCs
si:dkey-16p19.5,0,0.001904762,0,0.001904762,HCs
atp6v1e1b,0.034782609,0.244444444,0.032786885,0.244444444,HCs
nampta,0.060869565,0.108571429,0.06557377,0.108571429,HCs
BX324126.1,0,0,0,0,Crista.SCs
zgc:172014,0,0.001269841,0,0.001269841,HCs
zgc:173709,0.008695652,0.010793651,0.016393443,0.016393443,Macula.SCs
cracr2ab,0,0,0,0,Crista.SCs
si:ch211-73m21.1,0,0,0,0,Crista.SCs
BX957251.1,0,0,0,0,Crista.SCs
prmt8b,0,0.001269841,0,0.001269841,HCs
si:ch211-181p13.2,0,0.001904762,0,0.001904762,HCs
rbm17,0.008695652,0.038095238,0,0.038095238,HCs
ifng1,0,0,0,0,Crista.SCs
CR382294.1,0.008695652,0,0,0.008695652,Crista.SCs
zgc:174944,0,0.001269841,0,0.001269841,HCs
braf,0.086956522,0.095873016,0.024590164,0.095873016,HCs
kmt2e,0.156521739,0.160634921,0.081967213,0.160634921,HCs
ifng1r,0,0,0,0,Crista.SCs
il26,0,0,0,0,Crista.SCs
si:dkey-178j11.5,0,0.001269841,0.008196721,0.008196721,Macula.SCs
si:dkey-156k2.4,0,0.000634921,0,0.000634921,HCs
med21,0.008695652,0.023492063,0,0.023492063,HCs
si:dkey-16p19.5.1,0,0.003809524,0,0.003809524,HCs
si:dkey-16p6.1,0,0.002539683,0,0.002539683,HCs
znf1135,0,0,0,0,Crista.SCs
si:dkey-11n14.1,0,0.010793651,0.016393443,0.016393443,Macula.SCs
si:ch211-152l15.2,0,0.000634921,0,0.000634921,HCs
hgfa,0,0,0,0,Crista.SCs
znf1099,0,0,0,0,Crista.SCs
sypl1,0.008695652,0.003174603,0,0.008695652,Crista.SCs
il22,0,0.000634921,0,0.000634921,HCs
CU928083.1,0.008695652,0.006349206,0.008196721,0.008695652,Crista.SCs
atp2b1a,0.269565217,0.926984127,0.270491803,0.926984127,HCs
BX842699.1,0.034782609,0.126349206,0.12295082,0.126349206,HCs
si:dkey-16p19.5.2,0,0.004444444,0.008196721,0.008196721,Macula.SCs
adipor2,0.113043478,0.231111111,0.12295082,0.231111111,HCs
znf1066,0.017391304,0.001269841,0,0.017391304,Crista.SCs
si:dkey-47k16.4,0,0.001904762,0,0.001904762,HCs
mdm1,0.008695652,0.017777778,0.008196721,0.017777778,HCs
si:dkey-156k2.7,0,0,0,0,Crista.SCs
BX649620.1,0,0.003174603,0,0.003174603,HCs
si:dkey-16p19.8,0,0.000634921,0,0.000634921,HCs
tspan11,0.026086957,0.036190476,0.008196721,0.036190476,HCs
znf987,0,0.001904762,0.008196721,0.008196721,Macula.SCs
pmpcb,0.026086957,0.047619048,0.040983607,0.047619048,HCs
BX784029.2,0,0.000634921,0,0.000634921,HCs
si:dkeyp-44d3.1,0,0,0,0,Crista.SCs
si:dkey-43f9.4,0.008695652,0.014603175,0.008196721,0.014603175,HCs
si:ch73-389k6.1,0.043478261,0.044444444,0.057377049,0.057377049,Macula.SCs
si:dkey-57l19.1,0,0,0,0,Crista.SCs
dnajc2,0.008695652,0.018412698,0.008196721,0.018412698,HCs
si:dkey-156k2.8,0,0,0,0,Crista.SCs
znf1061,0,0,0,0,Crista.SCs
BX663613.1,0.017391304,0.006349206,0,0.017391304,Crista.SCs
znf977,0,0,0,0,Crista.SCs
znf1110,0.008695652,0,0,0.008695652,Crista.SCs
ndufb2,0.069565217,0.182222222,0.049180328,0.182222222,HCs
atxn7l1,0,0.02031746,0.008196721,0.02031746,HCs
si:dkeyp-44d3.3,0,0.000634921,0,0.000634921,HCs
CU928073.1,0,0.006349206,0,0.006349206,HCs
znf800b,0.026086957,0.017777778,0.008196721,0.026086957,Crista.SCs
znf1058,0,0,0,0,Crista.SCs
acot14,0.008695652,0.001269841,0,0.008695652,Crista.SCs
si:ch211-127b6.2,0.017391304,0.062857143,0.008196721,0.062857143,HCs
si:ch211-214j24.14,0,0,0,0,Crista.SCs
si:ch211-245n8.4,0,0.001269841,0,0.001269841,HCs
znf1045,0,0,0,0,Crista.SCs
cacna2d1a,0,0.000634921,0,0.000634921,HCs
kdm7aa,0.034782609,0.052063492,0,0.052063492,HCs
BX784029.3,0,0.001904762,0,0.001904762,HCs
znf1094,0,0.005714286,0,0.005714286,HCs
si:dkeyp-44d3.5,0,0,0,0,Crista.SCs
BX649349.2,0,0.002539683,0,0.002539683,HCs
mpped1,0,0.001269841,0,0.001269841,HCs
snap91b,0.026086957,0.415873016,0.040983607,0.415873016,HCs
si:ch211-208f21.2,0,0,0,0,Crista.SCs
zgc:171673,0.017391304,0.005079365,0.008196721,0.017391304,Crista.SCs
ccdc167,0.034782609,0.083809524,0.008196721,0.083809524,HCs
znf996,0,0.005079365,0,0.005079365,HCs
BX649349.1,0,0,0,0,Crista.SCs
si:dkey-19c16.12,0.017391304,0.017142857,0.008196721,0.017391304,Crista.SCs
si:ch73-158p21.2,0.008695652,0.013333333,0.032786885,0.032786885,Macula.SCs
si:ch211-208f21.3,0,0.000634921,0,0.000634921,HCs
si:dkey-156j15.1,0,0,0,0,Crista.SCs
si:dkey-265e15.5,0,0.000634921,0,0.000634921,HCs
znf1049,0,0.001269841,0.008196721,0.008196721,Macula.SCs
znf976,0,0.010793651,0.008196721,0.010793651,HCs
si:dkey-16p6.1.1,0,0.000634921,0,0.000634921,HCs
si:ch73-158p21.3,0,0.002539683,0,0.002539683,HCs
si:dkey-237m9.2,0,0,0,0,Crista.SCs
grm8a,0.008695652,0.04,0.040983607,0.040983607,Macula.SCs
CR954226.2,0,0,0,0,Crista.SCs
znf1026,0,0.005714286,0,0.005714286,HCs
znf1145,0,0,0,0,Crista.SCs
si:ch211-268b14.2,0,0.000634921,0.008196721,0.008196721,Macula.SCs
svopl,0.026086957,0.020952381,0.131147541,0.131147541,Macula.SCs
si:dkey-237m9.1,0.008695652,0.014603175,0,0.014603175,HCs
msgn1,0,0,0,0,Crista.SCs
calua,0.034782609,0.003174603,0.032786885,0.034782609,Crista.SCs
sema3c,0.017391304,0.121904762,0.024590164,0.121904762,HCs
acot15,0.026086957,0.055873016,0.008196721,0.055873016,HCs
mrps33,0.008695652,0.028571429,0.024590164,0.028571429,HCs
zgc:123107,0,0.000634921,0,0.000634921,HCs
sema3aa,0.130434783,0.09968254,0.032786885,0.130434783,Crista.SCs
scube1,0.173913043,0.024761905,0.049180328,0.173913043,Crista.SCs
si:ch211-51e12.7,0.026086957,0.097777778,0.139344262,0.139344262,Macula.SCs
si:dkey-165e24.1,0,0.003174603,0,0.003174603,HCs
FP074874.2,0,0,0,0,Crista.SCs
FP074874.3,0,0,0,0,Crista.SCs
zgc:172128,0,0.000634921,0,0.000634921,HCs
FP074874.1,0,0.002539683,0.008196721,0.008196721,Macula.SCs
zgc:172128.1,0.017391304,0.012063492,0,0.017391304,Crista.SCs
zgc:113209,0.008695652,0.003809524,0,0.008695652,Crista.SCs
opn1sw1,0,0,0,0,Crista.SCs
si:dkeyp-90h9.1,0,0.006984127,0,0.006984127,HCs
tmem178b,0.113043478,0.596825397,0.073770492,0.596825397,HCs
si:ch211-142b24.8,0,0.000634921,0,0.000634921,HCs
CR792454.1,0.008695652,0.053333333,0.024590164,0.053333333,HCs
kera,0,0,0,0,Crista.SCs
drd4-rs,0,0.006349206,0,0.006349206,HCs
chpt1,0.026086957,0.102222222,0.016393443,0.102222222,HCs
epyc,0,0.000634921,0,0.000634921,HCs
si:dkey-72l17.5,0.008695652,0.045714286,0.032786885,0.045714286,HCs
cd36,0,0,0,0,Crista.SCs
si:dkeyp-85d8.5,0,0.005079365,0,0.005079365,HCs
gpr37b,0,0.003809524,0.016393443,0.016393443,Macula.SCs
nudt4b,0.017391304,0.021587302,0,0.021587302,HCs
BX321870.1,0,0,0,0,Crista.SCs
si:dkey-16p6.1.2,0.017391304,0.004444444,0.016393443,0.017391304,Crista.SCs
si:dkeyp-38g8.5,0,0.012063492,0,0.012063492,HCs
zgc:113119,0.026086957,0.011428571,0,0.026086957,Crista.SCs
ube2nb,0.017391304,0.022857143,0,0.022857143,HCs
si:dkey-22a18.2,0,0.003174603,0,0.003174603,HCs
zgc:153116,0,0.011428571,0.008196721,0.011428571,HCs
ftr51,0,0.006349206,0.008196721,0.008196721,Macula.SCs
waslb,0.052173913,0.123174603,0.040983607,0.123174603,HCs
gpr85,0,0.074920635,0.008196721,0.074920635,HCs
BX950217.1,0,0.006349206,0,0.006349206,HCs
zgc:174696,0,0,0,0,Crista.SCs
acot16,0.008695652,0.029206349,0,0.029206349,HCs
znf1060,0,0.002539683,0,0.002539683,HCs
BX649328.2,0,0,0,0,Crista.SCs
gcc1,0.008695652,0.013333333,0.016393443,0.016393443,Macula.SCs
lamtor4,0.026086957,0.03047619,0.008196721,0.03047619,HCs
atp6v1f,0.017391304,0.054603175,0,0.054603175,HCs
znf1148,0,0.012063492,0,0.012063492,HCs
si:ch211-142b24.2,0,0.001269841,0,0.001269841,HCs
tmem168a,0.034782609,0.052063492,0.008196721,0.052063492,HCs
tnpo3,0.017391304,0.034920635,0.016393443,0.034920635,HCs
spic,0,0,0,0,Crista.SCs
spi2,0,0,0,0,Crista.SCs
CT868708.1,0,0.005079365,0,0.005079365,HCs
dnajb9b,0,0.003809524,0.008196721,0.008196721,Macula.SCs
si:dkey-72l17.6,0,0,0,0,Crista.SCs
mybpc1,0,0.010793651,0.008196721,0.010793651,HCs
zgc:174698,0.008695652,0.001904762,0,0.008695652,Crista.SCs
cnot4b,0.026086957,0.078730159,0.06557377,0.078730159,HCs
samm50l,0,0.033015873,0,0.033015873,HCs
dennd6b,0.008695652,0.026031746,0,0.026031746,HCs
lmod2b,0,0.000634921,0,0.000634921,HCs
si:ch211-59d8.2,0,0.001904762,0,0.001904762,HCs
si:dkey-4e4.1,0,0,0,0,Crista.SCs
pcloa,0.026086957,0.383492063,0.016393443,0.383492063,HCs
si:ch211-76m11.8,0.017391304,0.05015873,0.016393443,0.05015873,HCs
mrpl42,0.008695652,0.028571429,0,0.028571429,HCs
mrps10,0.043478261,0.060952381,0.024590164,0.060952381,HCs
si:dkeyp-44b5.4,0,0,0,0,Crista.SCs
BX649431.3,0,0,0,0,Crista.SCs
si:dkeyp-107f9.1,0,0,0,0,Crista.SCs
pimr173,0,0.001269841,0,0.001269841,HCs
znf1118,0,0.000634921,0,0.000634921,HCs
znf1085,0,0.000634921,0,0.000634921,HCs
si:dkey-265e7.1,0.026086957,0.072380952,0.040983607,0.072380952,HCs
asb15b,0,0.002539683,0.016393443,0.016393443,Macula.SCs
si:dkey-16p6.1.3,0,0.000634921,0,0.000634921,HCs
gnai1,0.147826087,0.50031746,0.081967213,0.50031746,HCs
parp12b,0.052173913,0.038095238,0.032786885,0.052173913,Crista.SCs
si:dkey-16b10.1,0,0.001269841,0,0.001269841,HCs
znf1034,0.017391304,0.000634921,0,0.017391304,Crista.SCs
si:dkey-16b10.2,0,0.001904762,0,0.001904762,HCs
CR318589.1,0,0,0,0,Crista.SCs
si:dkeyp-27e10.3,0.008695652,0.006349206,0.024590164,0.024590164,Macula.SCs
CT009596.1,0,0,0,0,Crista.SCs
ifrd1,0.139130435,0.231746032,0.180327869,0.231746032,HCs
pwp1,0.008695652,0.035555556,0.016393443,0.035555556,HCs
irf5,0.017391304,0.003809524,0.008196721,0.017391304,Crista.SCs
shisal1a,0.034782609,0.33015873,0.032786885,0.33015873,HCs
tulp4a,0.043478261,0.02984127,0.049180328,0.049180328,Macula.SCs
ppp6r2a,0.026086957,0.039365079,0.049180328,0.049180328,Macula.SCs
si:dkey-14k9.3,0,0.004444444,0,0.004444444,HCs
si:dkeyp-107f9.2,0,0.000634921,0,0.000634921,HCs
CR293509.1,0.008695652,0.011428571,0.049180328,0.049180328,Macula.SCs
acot17,0,0.055873016,0,0.055873016,HCs
si:ch211-214j24.15,0,0.000634921,0,0.000634921,HCs
si:ch211-214j24.10,0.043478261,0.182857143,0.040983607,0.182857143,HCs
si:dkeyp-107f9.4,0,0,0,0,Crista.SCs
zgc:173705,0.008695652,0.001269841,0,0.008695652,Crista.SCs
si:dkey-78o7.3,0.008695652,0.000634921,0,0.008695652,Crista.SCs
BX640584.1,0,0.001269841,0.008196721,0.008196721,Macula.SCs
si:dkeyp-44b5.5,0,0.000634921,0,0.000634921,HCs
si:dkey-16p6.1.4,0,0,0,0,Crista.SCs
znf1042,0.043478261,0.088888889,0.040983607,0.088888889,HCs
BX324003.1,0,0.004444444,0,0.004444444,HCs
aldh1l2,0.008695652,0.031111111,0.008196721,0.031111111,HCs
si:ch211-59d8.3,0,0.001904762,0,0.001904762,HCs
akr1b1.1,0,0.003809524,0,0.003809524,HCs
cd9b,0.6,0.025396825,0.614754098,0.614754098,Macula.SCs
mkrn1,0.069565217,0.181587302,0.073770492,0.181587302,HCs
si:dkey-16p6.1.5,0,0.003809524,0,0.003809524,HCs
akr1b1.2,0.017391304,0.023492063,0,0.023492063,HCs
tmem121b,0,0,0,0,Crista.SCs
znf1053,0.008695652,0,0,0.008695652,Crista.SCs
si:dkey-26h11.2,0,0,0,0,Crista.SCs
si:dkey-26h11.1,0,0,0,0,Crista.SCs
nup107,0.034782609,0.039365079,0.024590164,0.039365079,HCs
tmem181,0.034782609,0.055873016,0.024590164,0.055873016,HCs
ms4a17a.7,0,0.003174603,0,0.003174603,HCs
ms4a17a.3,0,0,0,0,Crista.SCs
si:dkeyp-4f2.1,0,0.000634921,0,0.000634921,HCs
ccdc87,0.008695652,0.01015873,0,0.01015873,HCs
ms4a17a.6,0,0.000634921,0,0.000634921,HCs
osgep,0.008695652,0.006984127,0.008196721,0.008695652,Crista.SCs
dock4b,0.104347826,0.341587302,0.098360656,0.341587302,HCs
ms4a17a.10,0,0.001904762,0,0.001904762,HCs
ttc41,0,0.004444444,0,0.004444444,HCs
BX640547.1,0,0,0,0,Crista.SCs
fam3c,0.043478261,0.228571429,0.040983607,0.228571429,HCs
ms4a17a.12,0.017391304,0.002539683,0.008196721,0.017391304,Crista.SCs
ms4a17a.4,0,0,0,0,Crista.SCs
si:dkey-4j21.2,0,0.001269841,0,0.001269841,HCs
lum,0,0,0,0,Crista.SCs
CU571163.1,0,0.006984127,0.008196721,0.008196721,Macula.SCs
il17ra1a,0.017391304,0.000634921,0.008196721,0.017391304,Crista.SCs
znf1112,0.008695652,0.006349206,0,0.008695652,Crista.SCs
si:ch73-56d11.5,0.017391304,0,0.008196721,0.017391304,Crista.SCs
si:dkeyp-4f2.6,0,0.001269841,0,0.001269841,HCs
si:dkey-159a18.1,0,0,0,0,Crista.SCs
ankrd16,0,0.004444444,0,0.004444444,HCs
pnpla8,0.034782609,0.05968254,0.024590164,0.05968254,HCs
dynlt1,0,0.045714286,0,0.045714286,HCs
si:dkeyp-81f3.4,0,0.014603175,0,0.014603175,HCs
ms4a17a.5,0,0.000634921,0.008196721,0.008196721,Macula.SCs
si:ch211-162i8.4,0,0.000634921,0,0.000634921,HCs
si:dkey-247i3.6,0,0.001269841,0,0.001269841,HCs
znf1072,0.008695652,0.000634921,0.008196721,0.008695652,Crista.SCs
si:dkey-247i3.5,0.008695652,0.004444444,0.008196721,0.008695652,Crista.SCs
si:dkey-54j5.2,0,0.000634921,0,0.000634921,HCs
znf1000,0.008695652,0.001269841,0,0.008695652,Crista.SCs
dcn,0.086956522,0.006349206,0.12295082,0.12295082,Macula.SCs
fbxo18,0.008695652,0.024761905,0.016393443,0.024761905,HCs
CABZ01015815.1,0.017391304,0.010793651,0.016393443,0.017391304,Crista.SCs
CABZ01015815.3,0,0.001904762,0.008196721,0.008196721,Macula.SCs
CABZ01015815.5,0.008695652,0.004444444,0,0.008695652,Crista.SCs
CABZ01015815.2,0,0.003809524,0,0.003809524,HCs
CABZ01015815.4,0,0,0,0,Crista.SCs
glt8d2,0.008695652,0.003809524,0,0.008695652,Crista.SCs
prdm4,0.008695652,0.005714286,0.008196721,0.008695652,Crista.SCs
znf1055,0,0,0,0,Crista.SCs
rpl18a,0.356521739,0.397460317,0.295081967,0.397460317,HCs
hsp90b1,0.12173913,0.220952381,0.114754098,0.220952381,HCs
si:dkeyp-4f2.3,0,0.004444444,0,0.004444444,HCs
si:dkey-240n22.6,0,0.001269841,0,0.001269841,HCs
si:dkey-48p11.3,0,0.006984127,0,0.006984127,HCs
acot18,0.017391304,0.053968254,0,0.053968254,HCs
si:dkey-201g16.1,0,0,0,0,Crista.SCs
si:dkey-240n22.6.1,0.008695652,0.057142857,0,0.057142857,HCs
znf1090,0.008695652,0.000634921,0,0.008695652,Crista.SCs
pimr168,0,0,0,0,Crista.SCs
cep83,0.008695652,0.028571429,0,0.028571429,HCs
ano6,0.069565217,0.000634921,0.008196721,0.069565217,Crista.SCs
pimr170,0,0,0,0,Crista.SCs
pimr214,0,0.000634921,0,0.000634921,HCs
si:dkeyp-4f2.3.1,0.008695652,0.000634921,0,0.008695652,Crista.SCs
znf1065,0,0,0,0,Crista.SCs
pimr171,0,0,0,0,Crista.SCs
znf1137,0,0.000634921,0,0.000634921,HCs
avpr2l,0,0,0,0,Crista.SCs
si:dkey-247i3.1,0,0.000634921,0,0.000634921,HCs
ano2b,0.060869565,0.696507937,0.073770492,0.696507937,HCs
si:dkey-16p6.2,0,0.01015873,0,0.01015873,HCs
CU468826.1,0,0.041269841,0,0.041269841,HCs
BX571954.2,0,0.000634921,0,0.000634921,HCs
slc41a2b,0.052173913,0.081904762,0.073770492,0.081904762,HCs
si:ch211-171l17.14,0,0.002539683,0,0.002539683,HCs
si:ch73-177h5.2,0,0,0,0,Crista.SCs
si:ch211-76m11.5,0,0.003174603,0,0.003174603,HCs
lrrc17,0,0,0,0,Crista.SCs
BX005417.1,0,0.001904762,0,0.001904762,HCs
si:dkey-240n22.3,0.017391304,0.008253968,0,0.017391304,Crista.SCs
si:dkey-29j8.1,0,0,0,0,Crista.SCs
CT027801.2,0,0.000634921,0,0.000634921,HCs
CT027801.1,0,0,0,0,Crista.SCs
si:dkey-84h14.2,0,0,0,0,Crista.SCs
si:dkey-84h14.4,0,0,0,0,Crista.SCs
btg1,0.47826087,0.45015873,0.639344262,0.639344262,Macula.SCs
si:ch211-170p16.1,0,0,0,0,Crista.SCs
nrcama,0.008695652,0.297142857,0.016393443,0.297142857,HCs
gdi2,0.069565217,0.09015873,0.057377049,0.09015873,HCs
BX890562.3,0,0,0,0,Crista.SCs
BX890562.2,0.017391304,0.002539683,0.016393443,0.017391304,Crista.SCs
CU467646.4,0,0,0,0,Crista.SCs
znf1009,0.008695652,0.005079365,0,0.008695652,Crista.SCs
chst11,0.026086957,0.085079365,0.008196721,0.085079365,HCs
asb13a.1,0.008695652,0.00952381,0.008196721,0.00952381,HCs
si:dkey-172k15.11,0,0.01015873,0,0.01015873,HCs
CU467646.5,0,0.001269841,0,0.001269841,HCs
znf1009.1,0.026086957,0.036825397,0.049180328,0.049180328,Macula.SCs
CU467646.6,0,0,0,0,Crista.SCs
znf1009.2,0,0.001904762,0,0.001904762,HCs
si:dkey-172k15.6,0.026086957,0.035555556,0.057377049,0.057377049,Macula.SCs
si:dkey-240n22.8,0,0.002539683,0.008196721,0.008196721,Macula.SCs
apaf1,0.008695652,0.022857143,0.024590164,0.024590164,Macula.SCs
CU467646.1,0,0,0,0,Crista.SCs
si:ch211-207e19.2,0.008695652,0.004444444,0.008196721,0.008695652,Crista.SCs
CU467646.7,0.017391304,0.006349206,0,0.017391304,Crista.SCs
BX005417.2,0,0.001904762,0.016393443,0.016393443,Macula.SCs
CU467646.8,0,0,0,0,Crista.SCs
trpm2,0,0.001904762,0,0.001904762,HCs
gsap,0.017391304,0.001269841,0.008196721,0.017391304,Crista.SCs
ccdc146,0,0,0,0,Crista.SCs
stk38l,0.008695652,0.005079365,0,0.008695652,Crista.SCs
zgc:173770,0,0,0,0,Crista.SCs
tnni4a,0,0.019047619,0,0.019047619,HCs
magi2a,0.113043478,0.282539683,0.147540984,0.282539683,HCs
CU467646.3,0,0,0,0,Crista.SCs
si:dkeyp-53e4.1,0,0.001269841,0,0.001269841,HCs
apex1,0.008695652,0.014603175,0.032786885,0.032786885,Macula.SCs
si:dkey-29j8.2,0,0.00952381,0,0.00952381,HCs
slc26a5,0.095652174,0.107936508,0.221311475,0.221311475,Macula.SCs
pthlha,0.008695652,0.000634921,0,0.008695652,Crista.SCs
fgl2a,0,0.001904762,0,0.001904762,HCs
si:dkey-84h14.1,0,0.011428571,0,0.011428571,HCs
sinup,0,0,0,0,Crista.SCs
ntf3,0.017391304,0.065396825,0.040983607,0.065396825,HCs
znf1073,0,0.002539683,0.008196721,0.008196721,Macula.SCs
znf1053.1,0,0,0,0,Crista.SCs
nfyba,0.026086957,0.033650794,0.016393443,0.033650794,HCs
znf1037,0,0.005079365,0,0.005079365,HCs
psmc2,0.043478261,0.058412698,0.049180328,0.058412698,HCs
si:ch211-197f20.1,0,0.001269841,0,0.001269841,HCs
xpot,0.017391304,0.037460317,0.024590164,0.037460317,HCs
si:dkeyp-53e4.2,0,0,0,0,Crista.SCs
caprin2,0,0.000634921,0,0.000634921,HCs
si:dkey-28i19.3,0,0.000634921,0,0.000634921,HCs
si:dkey-250k10.1,0,0.005079365,0.008196721,0.008196721,Macula.SCs
znf1026.1,0.008695652,0.007619048,0.008196721,0.008695652,Crista.SCs
BX571843.1,0,0,0,0,Crista.SCs
si:dkey-29p23.2,0,0.000634921,0,0.000634921,HCs
si:dkeyp-53e4.4,0.017391304,0.016507937,0.008196721,0.017391304,Crista.SCs
FAR2,0.052173913,0.067936508,0.081967213,0.081967213,Macula.SCs
si:ch211-226o13.1,0,0.003174603,0,0.003174603,HCs
tbc1d30,0.026086957,0.025396825,0,0.026086957,Crista.SCs
zgc:173705.1,0,0,0,0,Crista.SCs
si:dkey-29p23.1,0.008695652,0.024126984,0.016393443,0.024126984,HCs
si:dkey-16p6.4,0,0,0,0,Crista.SCs
si:ch211-223g7.6,0,0,0,0,Crista.SCs
si:ch211-246b8.5,0,0,0,0,Crista.SCs
CT025695.1,0,0.002539683,0,0.002539683,HCs
slc35e3,0,0.003809524,0,0.003809524,HCs
si:dkey-250k10.4,0,0.001269841,0,0.001269841,HCs
si:ch211-246b8.1,0,0.001904762,0,0.001904762,HCs
CT025695.2,0,0,0,0,Crista.SCs
lamb1b,0.008695652,0.055873016,0,0.055873016,HCs
pimr169,0,0,0,0,Crista.SCs
si:ch211-249c2.1,0,0.001269841,0,0.001269841,HCs
psmb10,0,0.01968254,0.008196721,0.01968254,HCs
si:dkey-172k15.4,0,0.006984127,0.016393443,0.016393443,Macula.SCs
si:dkey-172k15.3,0.008695652,0.012063492,0,0.012063492,HCs
hcfc2,0,0.006349206,0,0.006349206,HCs
si:ch211-226o13.3,0,0,0,0,Crista.SCs
si:dkey-261p22.1,0.008695652,0.013333333,0.008196721,0.013333333,HCs
cntn1b,0,0.031746032,0.008196721,0.031746032,HCs
adm2a,0,0.001269841,0,0.001269841,HCs
znf1104,0.008695652,0.017777778,0,0.017777778,HCs
si:dkey-22l11.6,0,0.001904762,0,0.001904762,HCs
asb13a.2,0.017391304,0.012063492,0.008196721,0.017391304,Crista.SCs
gnsa,0.043478261,0.09968254,0.057377049,0.09968254,HCs
si:ch211-64i20.3,0,0.004444444,0,0.004444444,HCs
FP102892.1,0,0.000634921,0,0.000634921,HCs
pimr168.1,0,0,0,0,Crista.SCs
si:dkeyp-51g9.4,0,0.000634921,0.008196721,0.008196721,Macula.SCs
sinhcaf,0.12173913,0.048888889,0.131147541,0.131147541,Macula.SCs
rergla,0,0.000634921,0,0.000634921,HCs
si:ch211-237a4.2,0,0.000634921,0,0.000634921,HCs
si:ch211-246b8.2,0,0.011428571,0,0.011428571,HCs
zgc:113263,0.026086957,0.040634921,0.024590164,0.040634921,HCs
si:dkey-14d8.1,0,0.012063492,0,0.012063492,HCs
CU855889.1,0,0.000634921,0,0.000634921,HCs
rtcb,0.043478261,0.022222222,0,0.043478261,Crista.SCs
cpsf6,0.147826087,0.214603175,0.081967213,0.214603175,HCs
anks1b,0.034782609,0.023492063,0.040983607,0.040983607,Macula.SCs
mdm2,0.026086957,0.060952381,0.032786885,0.060952381,HCs
dennd5b,0.4,0.511746032,0.270491803,0.511746032,HCs
si:dkeyp-100h4.4,0,0,0,0,Crista.SCs
slco1e1,0,0.001904762,0,0.001904762,HCs
si:ch211-223g7.6.1,0,0.005714286,0.008196721,0.008196721,Macula.SCs
sbf1,0.2,0.536507937,0.147540984,0.536507937,HCs
si:dkeyp-100h4.7,0,0,0,0,Crista.SCs
si:dkeyp-100h4.1,0.034782609,0.024126984,0.008196721,0.034782609,Crista.SCs
slco1d1,0,0.003174603,0,0.003174603,HCs
zgc:174944.1,0,0.001269841,0,0.001269841,HCs
si:dkeyp-100h4.2,0,0.001904762,0,0.001904762,HCs
avpr1ab,0,0,0,0,Crista.SCs
CABZ01087415.1,0.008695652,0.005079365,0,0.008695652,Crista.SCs
AL935186.1,0,0,0,0,Crista.SCs
net1,0.043478261,0.005079365,0.106557377,0.106557377,Macula.SCs
gbp4,0.008695652,0.000634921,0,0.008695652,Crista.SCs
srgap1b,0.008695652,0.01015873,0.008196721,0.01015873,HCs
arhgef39,0,0.008888889,0,0.008888889,HCs
si:ch211-227e10.6,0.008695652,0.001904762,0,0.008695652,Crista.SCs
fbxo7,0.008695652,0.024761905,0,0.024761905,HCs
si:ch211-223g7.2,0,0.001904762,0.008196721,0.008196721,Macula.SCs
PTCHD3,0,0,0,0,Crista.SCs
hspa12a.2,0,0,0,0,Crista.SCs
hspa12a.1,0,0.001269841,0,0.001269841,HCs
si:dkey-61p9.7,0,0.003809524,0,0.003809524,HCs
