Gene,Crista.SCs,HCs,Macula.SCs,max,maxcol
ppp1r3db,0,0.002539683,0,0.002539683,HCs
si:dkey-197i20.6,0,0.000634921,0,0.000634921,HCs
phactr3b,0,0.058412698,0.016393443,0.058412698,HCs
chia.3,0,0,0,0,Crista.SCs
tfe3b,0.026086957,0.042539683,0.008196721,0.042539683,HCs
FP016142.4,0,0,0,0,Crista.SCs
rtel1,0.026086957,0.045079365,0.016393443,0.045079365,HCs
FP016142.3,0,0,0,0,Crista.SCs
FP016142.2,0,0,0,0,Crista.SCs
tuba2,0.008695652,0.000634921,0,0.008695652,Crista.SCs
gamt,0,0.001269841,0.008196721,0.008196721,Macula.SCs
BX248521.2,0.008695652,0.008253968,0,0.008695652,Crista.SCs
tkta,0,0.002539683,0,0.002539683,HCs
sp1,0,0.006984127,0,0.006984127,HCs
ncoa3,0.165217391,0.342222222,0.139344262,0.342222222,HCs
mcrs1,0.017391304,0.041269841,0.032786885,0.041269841,HCs
suox,0.017391304,0.013333333,0.016393443,0.017391304,Crista.SCs
FP016142.7,0,0,0,0,Crista.SCs
si:dkey-245f22.3,0,0,0,0,Crista.SCs
ephb2b,0.034782609,0.25015873,0.31147541,0.31147541,Macula.SCs
C11H6orf120,0.017391304,0.021587302,0.008196721,0.021587302,HCs
ovgp1,0,0,0,0,Crista.SCs
CU207354.1,0,0.000634921,0,0.000634921,HCs
id1,0.4,0.044444444,0.467213115,0.467213115,Macula.SCs
cacna1ab,0,0.09968254,0.008196721,0.09968254,HCs
vtg3,0,0,0,0,Crista.SCs
rap1ab,0.052173913,0.09015873,0.049180328,0.09015873,HCs
si:dkey-23f9.6,0,0,0,0,Crista.SCs
acot8,0.017391304,0.018412698,0,0.018412698,HCs
cxxc1b,0.017391304,0.029206349,0,0.029206349,HCs
si:dkey-23f9.7,0,0,0,0,Crista.SCs
zmat3,0,0.008253968,0,0.008253968,HCs
BX324177.5,0,0,0,0,Crista.SCs
si:dkey-23f9.8,0,0,0,0,Crista.SCs
lrrc38b,0.026086957,0.132698413,0.016393443,0.132698413,HCs
BX248521.1,0,0,0,0,Crista.SCs
pank4,0.12173913,0.140952381,0.139344262,0.140952381,HCs
phtf1,0.104347826,0.085714286,0.081967213,0.104347826,Crista.SCs
bicd2,0.07826087,0.013968254,0.057377049,0.07826087,Crista.SCs
pfkfb2b,0.026086957,0.088253968,0.016393443,0.088253968,HCs
zc3h11a,0.104347826,0.221587302,0.155737705,0.221587302,HCs
dazap1,0.069565217,0.146666667,0.040983607,0.146666667,HCs
si:dkey-23f9.9,0,0,0,0,Crista.SCs
zgpat,0.034782609,0.053333333,0.040983607,0.053333333,HCs
srsf6b,0.060869565,0.131428571,0.106557377,0.131428571,HCs
tk1,0,0,0,0,Crista.SCs
si:dkey-23f9.12,0,0,0,0,Crista.SCs
si:dkey-23f9.13,0,0,0,0,Crista.SCs
pfkfb4a,0.069565217,0.081904762,0.040983607,0.081904762,HCs
elmo2,0,0.027936508,0.008196721,0.027936508,HCs
maf1,0.026086957,0.078095238,0.06557377,0.078095238,HCs
syngr2b,0.182608696,0.032380952,0.049180328,0.182608696,Crista.SCs
si:dkey-23f9.11,0,0,0,0,Crista.SCs
si:dkey-11m19.5,0,0.000634921,0.008196721,0.008196721,Macula.SCs
trib3,0.086956522,0.028571429,0.147540984,0.147540984,Macula.SCs
mbd1b,0.052173913,0.099047619,0.032786885,0.099047619,HCs
card19,0.008695652,0.011428571,0.008196721,0.011428571,HCs
rps15,0.4,0.591746032,0.393442623,0.591746032,HCs
si:dkey-93h22.7,0,0.000634921,0,0.000634921,HCs
NINJ1,0.008695652,0.038095238,0,0.038095238,HCs
ift52,0,0.126984127,0.032786885,0.126984127,HCs
CR855274.2,0,0.001269841,0,0.001269841,HCs
wnk2,0.008695652,0.207619048,0.008196721,0.207619048,HCs
chrna4b,0.008695652,0.006349206,0.032786885,0.032786885,Macula.SCs
abhd8b,0.008695652,0,0,0.008695652,Crista.SCs
krt93,0,0,0,0,Crista.SCs
tmc8,0.008695652,0.001904762,0,0.008695652,Crista.SCs
ptgfr,0,0.000634921,0,0.000634921,HCs
btf3l4,0.017391304,0.142857143,0.057377049,0.142857143,HCs
si:cabz01069582.1,0,0,0,0,Crista.SCs
si:dkey-238i5.3,0,0,0,0,Crista.SCs
CU207354.2,0,0.000634921,0,0.000634921,HCs
adgrl4,0,0.001269841,0.008196721,0.008196721,Macula.SCs
si:ch73-303b9.1,0,0,0,0,Crista.SCs
stx10,0.017391304,0.007619048,0.008196721,0.017391304,Crista.SCs
itih3b,0,0.003809524,0,0.003809524,HCs
tmc6b,0.069565217,0.001904762,0.016393443,0.069565217,Crista.SCs
FP102969.1,0.008695652,0.004444444,0.008196721,0.008695652,Crista.SCs
krt94,0,0,0,0,Crista.SCs
dda1,0.043478261,0.041904762,0.040983607,0.043478261,Crista.SCs
ccdc120,0.017391304,0.054603175,0.016393443,0.054603175,HCs
draxin,0.008695652,0.008888889,0,0.008888889,HCs
zfyve9b,0,0.005714286,0,0.005714286,HCs
zgc:112265,0,0.003174603,0,0.003174603,HCs
comtb,0.008695652,0.003174603,0,0.008695652,Crista.SCs
ddx19,0.008695652,0.031111111,0.016393443,0.031111111,HCs
mybl2b,0.008695652,0.001269841,0,0.008695652,Crista.SCs
adgrl2a,0.347826087,0.340952381,0.262295082,0.347826087,Crista.SCs
nacc1b,0.026086957,0.036190476,0.016393443,0.036190476,HCs
sox12,0,0,0,0,Crista.SCs
si:dkey-76p14.2,0,0.013333333,0,0.013333333,HCs
pnp4a,0,0.005079365,0,0.005079365,HCs
pusl1,0.026086957,0.03047619,0.016393443,0.03047619,HCs
dnah1,0,0.002539683,0,0.002539683,HCs
krt98,0,0.000634921,0,0.000634921,HCs
CR847923.1,0,0,0,0,Crista.SCs
elovl1b,0.226086957,0.112380952,0.245901639,0.245901639,Macula.SCs
grm6b,0.008695652,0.008253968,0.008196721,0.008695652,Crista.SCs
trmt1,0.008695652,0.034920635,0.016393443,0.034920635,HCs
man2b1,0.043478261,0.079365079,0.081967213,0.081967213,Macula.SCs
magi1b,0.208695652,0.160634921,0.254098361,0.254098361,Macula.SCs
ano8b,0.043478261,0.067936508,0.032786885,0.067936508,HCs
CR352285.1,0,0.001269841,0,0.001269841,HCs
creld1a,0,0.002539683,0.008196721,0.008196721,Macula.SCs
il17rc,0.008695652,0.001904762,0.040983607,0.040983607,Macula.SCs
CR450813.1,0,0.006984127,0,0.006984127,HCs
CR450813.2,0,0,0,0,Crista.SCs
CABZ01044765.1,0,0.000634921,0,0.000634921,HCs
CABZ01044764.2,0,0.001269841,0.008196721,0.008196721,Macula.SCs
CR352338.1,0.07826087,0.013968254,0.024590164,0.07826087,Crista.SCs
rem1,0.034782609,0.426031746,0.040983607,0.426031746,HCs
zgc:173544,0,0,0,0,Crista.SCs
gtpbp3,0,0.007619048,0,0.007619048,HCs
zgc:175088,0.043478261,0.095238095,0.049180328,0.095238095,HCs
phf13,0.017391304,0.033650794,0.008196721,0.033650794,HCs
dhrs3b,0.052173913,0.141587302,0.057377049,0.141587302,HCs
si:dkey-40c23.1,0.017391304,0,0,0.017391304,Crista.SCs
dnajc11b,0,0.034285714,0,0.034285714,HCs
camta1,0.008695652,0.048253968,0.008196721,0.048253968,HCs
si:dkey-202e22.2,0,0.001269841,0.008196721,0.008196721,Macula.SCs
chchd4a,0,0.007619048,0,0.007619048,HCs
plvapb,0,0.001269841,0.016393443,0.016393443,Macula.SCs
krt15,0,0.001904762,0,0.001904762,HCs
ttll7,0.191304348,0.287619048,0.106557377,0.287619048,HCs
otud5b,0.043478261,0.045714286,0,0.045714286,HCs
erc2,0,0.016507937,0,0.016507937,HCs
si:dkey-40c23.2,0,0.001904762,0,0.001904762,HCs
si:dkey-40c23.2.1,0,0.006349206,0.008196721,0.008196721,Macula.SCs
rhol,0,0,0,0,Crista.SCs
aadacl4,0,0,0,0,Crista.SCs
krt99,0,0.001269841,0,0.001269841,HCs
agtrap,0,0.000634921,0,0.000634921,HCs
si:ch211-226m7.4,0,0.025396825,0.008196721,0.025396825,HCs
bsnb,0.052173913,0.29968254,0.073770492,0.29968254,HCs
slc38a3a,0,0.079365079,0.155737705,0.155737705,Macula.SCs
adamts9,0,0.003809524,0,0.003809524,HCs
klhdc7a,0.017391304,0.259047619,0.024590164,0.259047619,HCs
mon1bb,0.026086957,0.023492063,0,0.026086957,Crista.SCs
si:dkey-28e7.3,0.069565217,0.203174603,0.057377049,0.203174603,HCs
CR847984.1,0.008695652,0.00952381,0,0.00952381,HCs
CU138553.1,0.017391304,0.085079365,0.016393443,0.085079365,HCs
slmapa,0.191304348,0.358730159,0.163934426,0.358730159,HCs
si:dkey-33m11.7,0,0.001904762,0,0.001904762,HCs
brpf3a,0.026086957,0.040634921,0.024590164,0.040634921,HCs
mob3c,0.043478261,0.003174603,0.073770492,0.073770492,Macula.SCs
CAMK2N1,0,0.008888889,0,0.008888889,HCs
mknk1,0.060869565,0.173968254,0.221311475,0.221311475,Macula.SCs
babam1,0.034782609,0.044444444,0.008196721,0.044444444,HCs
prickle2b,0.026086957,0.696507937,0.057377049,0.696507937,HCs
si:dkey-183j2.10,0,0.004444444,0,0.004444444,HCs
si:dkey-238i5.2,0.034782609,0.001269841,0.008196721,0.034782609,Crista.SCs
CR847984.2,0,0,0,0,Crista.SCs
hp1bp3,0.07826087,0.124444444,0.06557377,0.124444444,HCs
TMEM275.1,0,0,0,0,Crista.SCs
prkacba,0,0.003174603,0.016393443,0.016393443,Macula.SCs
igsf21a,0.07826087,0.804444444,0.106557377,0.804444444,HCs
si:ch211-15p9.2,0,0.000634921,0,0.000634921,HCs
rbm39a,0.165217391,0.213333333,0.090163934,0.213333333,HCs
CR848705.2,0.07826087,0.093968254,0.049180328,0.093968254,HCs
si:dkey-33m11.8,0,0.000634921,0,0.000634921,HCs
slc2a9l1,0,0,0,0,Crista.SCs
nfs1,0.034782609,0.054603175,0.024590164,0.054603175,HCs
gnai2a,0.295652174,0.285079365,0.213114754,0.295652174,Crista.SCs
uox,0,0,0,0,Crista.SCs
jupa,0.252173913,0.396190476,0.385245902,0.396190476,HCs
rpf1,0.113043478,0.085714286,0.114754098,0.114754098,Macula.SCs
plch2b,0,0.000634921,0,0.000634921,HCs
inka1a,0,0,0,0,Crista.SCs
pycr1b,0,0.002539683,0.008196721,0.008196721,Macula.SCs
SPATA1,0.008695652,0.007619048,0.016393443,0.016393443,Macula.SCs
samd13,0,0.036825397,0.024590164,0.036825397,HCs
atp5f1b,0.182608696,0.554285714,0.213114754,0.554285714,HCs
psmd6,0.052173913,0.08,0,0.08,HCs
cdab,0,0.000634921,0.016393443,0.016393443,Macula.SCs
mafgb,0.026086957,0.032380952,0,0.032380952,HCs
BX537130.1,0.008695652,0.053333333,0.008196721,0.053333333,HCs
sipa1l2,0.165217391,0.580952381,0.286885246,0.580952381,HCs
atxn7,0.173913043,0.233015873,0.163934426,0.233015873,HCs
sh2d5,0.008695652,0,0.008196721,0.008695652,Crista.SCs
thoc7,0,0.021587302,0.016393443,0.021587302,HCs
CR848705.1,0.008695652,0.000634921,0,0.008695652,Crista.SCs
dennd6aa,0.113043478,0.146031746,0.098360656,0.146031746,HCs
cdc6,0,0.004444444,0,0.004444444,HCs
lrp1aa,0.052173913,0.123174603,0.049180328,0.123174603,HCs
skib,0.052173913,0.085714286,0.073770492,0.085714286,HCs
si:ch73-100l22.3,0.008695652,0.019047619,0.008196721,0.019047619,HCs
ENSDARG00000037587,0,0.006984127,0,0.006984127,HCs
abcb11b,0,0,0,0,Crista.SCs
mon1a,0.008695652,0.002539683,0,0.008695652,Crista.SCs
tmem51b,0.026086957,0.013333333,0.016393443,0.026086957,Crista.SCs
traip,0,0.000634921,0,0.000634921,HCs
si:ch1073-165f9.2,0,0.001904762,0,0.001904762,HCs
arhgef10la,0.365217391,0.108571429,0.393442623,0.393442623,Macula.SCs
zgc:110286,0,0,0,0,Crista.SCs
kaznb,0.260869565,0.12952381,0.204918033,0.260869565,Crista.SCs
dvl1b,0.017391304,0.026666667,0.016393443,0.026666667,HCs
dnajc16l,0.026086957,0.05015873,0,0.05015873,HCs
pimr93,0.008695652,0,0,0.008695652,Crista.SCs
arpc4l,0.017391304,0.010793651,0.008196721,0.017391304,Crista.SCs
arf4a,0,0.002539683,0.016393443,0.016393443,Macula.SCs
arf4a.1,0.034782609,0.126984127,0.073770492,0.126984127,HCs
tada3l,0.034782609,0.034920635,0,0.034920635,HCs
egln1b,0,0,0,0,Crista.SCs
egln1b.1,0.069565217,0.146666667,0.073770492,0.146666667,HCs
pimr204,0,0,0,0,Crista.SCs
hmces,0,0.005714286,0,0.005714286,HCs
pimr94,0,0,0,0,Crista.SCs
wipf2a,0.034782609,0.060952381,0.024590164,0.060952381,HCs
rab7a,0.060869565,0.095238095,0.049180328,0.095238095,HCs
namptb,0.026086957,0.133968254,0.131147541,0.133968254,HCs
mxra8a,0,0.001904762,0.008196721,0.008196721,Macula.SCs
pde12,0.043478261,0.072380952,0.024590164,0.072380952,HCs
atp6ap1la,0.008695652,0.005714286,0.008196721,0.008695652,Crista.SCs
zgc:162816,0,0.002539683,0.016393443,0.016393443,Macula.SCs
plekhg5a,0.008695652,0.008253968,0.032786885,0.032786885,Macula.SCs
ushbp1,0.008695652,0.003809524,0.008196721,0.008695652,Crista.SCs
cadpsa,0.026086957,0.307936508,0,0.307936508,HCs
trappc10,0.052173913,0.093968254,0.057377049,0.093968254,HCs
C11H3orf14,0.008695652,0.058412698,0.008196721,0.058412698,HCs
si:ch211-69b7.6,0.008695652,0.02031746,0.024590164,0.024590164,Macula.SCs
fezf2,0,0.000634921,0,0.000634921,HCs
kif17,0.008695652,0.071746032,0.008196721,0.071746032,HCs
srsf11,0.113043478,0.21968254,0.12295082,0.21968254,HCs
prdm2b,0.060869565,0.032380952,0.040983607,0.060869565,Crista.SCs
rps23,0.286956522,0.442539683,0.401639344,0.442539683,HCs
mast3b,0.12173913,0.106666667,0.057377049,0.12173913,Crista.SCs
FP067440.1,0,0.01015873,0.008196721,0.01015873,HCs
dnase2b,0,0,0,0,Crista.SCs
zgc:158258,0.026086957,0.064126984,0.016393443,0.064126984,HCs
abcc10,0.060869565,0.067936508,0.024590164,0.067936508,HCs
asb14a,0,0,0,0,Crista.SCs
foxj3,0.208695652,0.288888889,0.18852459,0.288888889,HCs
itih3a,0,0.000634921,0,0.000634921,HCs
yod1,0,0.015873016,0,0.015873016,HCs
si:dkey-13m1.2,0,0.001904762,0,0.001904762,HCs
syt6b,0,0.001269841,0,0.001269841,HCs
homer3b,0.017391304,0.00952381,0.057377049,0.057377049,Macula.SCs
chd5,0.017391304,0.006984127,0.024590164,0.024590164,Macula.SCs
olfml3b,0,0.000634921,0,0.000634921,HCs
nr2f6b,0,0.015873016,0.016393443,0.016393443,Macula.SCs
snrpe,0.026086957,0.15047619,0.040983607,0.15047619,HCs
pimr203,0,0,0,0,Crista.SCs
gpr25,0,0,0,0,Crista.SCs
ppcs,0.008695652,0.01015873,0,0.01015873,HCs
BX293991.2,0,0,0,0,Crista.SCs
sox13,0.12173913,0.408253968,0.172131148,0.408253968,HCs
etnk2,0.034782609,0.127619048,0.049180328,0.127619048,HCs
diaph3,0,0.027936508,0.008196721,0.027936508,HCs
zgc:64002,0,0,0,0,Crista.SCs
si:ch211-112f3.4,0,0,0,0,Crista.SCs
si:ch211-156l18.8,0,0.002539683,0,0.002539683,HCs
rpl22,0.260869565,0.361904762,0.327868852,0.361904762,HCs
alas1,0.113043478,0.158095238,0.385245902,0.385245902,Macula.SCs
pimr204.1,0,0,0,0,Crista.SCs
slc41a1,0.052173913,0.090793651,0.06557377,0.090793651,HCs
pimr205,0,0,0,0,Crista.SCs
ogfrl2,0.034782609,0.005079365,0.040983607,0.040983607,Macula.SCs
si:cabz01021066.1,0,0,0,0,Crista.SCs
inavab,0.043478261,0.002539683,0.008196721,0.043478261,Crista.SCs
mrpl45,0.026086957,0.028571429,0.016393443,0.028571429,HCs
tax1bp3,0.052173913,0.013333333,0.040983607,0.052173913,Crista.SCs
mst1rb,0.008695652,0.003174603,0,0.008695652,Crista.SCs
si:dkey-13m1.5,0,0.165714286,0.040983607,0.165714286,HCs
AL928854.1,0.017391304,0.007619048,0.016393443,0.017391304,Crista.SCs
klhdc8a,0,0.006984127,0,0.006984127,HCs
arrdc2,0.017391304,0.005079365,0.016393443,0.017391304,Crista.SCs
pimr202,0,0,0,0,Crista.SCs
utp3,0.017391304,0.024126984,0.008196721,0.024126984,HCs
slc25a26,0.026086957,0.047619048,0.008196721,0.047619048,HCs
ankrd13c,0.026086957,0.081904762,0.024590164,0.081904762,HCs
npffl,0,0,0,0,Crista.SCs
CDK18,0.226086957,0.266666667,0.098360656,0.266666667,HCs
npepps,0.095652174,0.273015873,0.098360656,0.273015873,HCs
cdh4,0.304347826,0.359365079,0.098360656,0.359365079,HCs
slc11a2,0.043478261,0.028571429,0.024590164,0.043478261,Crista.SCs
rnpep,0,0.012063492,0.008196721,0.012063492,HCs
itih1,0,0.001269841,0.008196721,0.008196721,Macula.SCs
plaat1,0,0.022222222,0.016393443,0.022222222,HCs
mfsd4aa,0.086956522,0.037460317,0.032786885,0.086956522,Crista.SCs
pole4,0.026086957,0.053968254,0.016393443,0.053968254,HCs
si:ch211-247n2.1,0,0.002539683,0.016393443,0.016393443,Macula.SCs
ccl44,0.008695652,0.006349206,0.016393443,0.016393443,Macula.SCs
slc1a6,0,0.001904762,0,0.001904762,HCs
gata2a,0.095652174,0.096507937,0.196721311,0.196721311,Macula.SCs
rfc4,0.008695652,0.00952381,0.008196721,0.00952381,HCs
camkvb,0.008695652,0.003809524,0,0.008695652,Crista.SCs
CR589875.2,0,0.001904762,0,0.001904762,HCs
si:ch211-156l18.7,0,0,0,0,Crista.SCs
CR589875.1,0,0.00952381,0.008196721,0.00952381,HCs
elk4,0.043478261,0.033015873,0.008196721,0.043478261,Crista.SCs
si:ch211-117k10.3,0.034782609,0.045714286,0.016393443,0.045714286,HCs
cyb5r1,0.017391304,0.024761905,0.008196721,0.024761905,HCs
si:ch211-51h4.2,0.043478261,0.091428571,0.040983607,0.091428571,HCs
tbl1xr1a,0.495652174,0.343492063,0.278688525,0.495652174,Crista.SCs
taf4a,0.043478261,0.093968254,0.049180328,0.093968254,HCs
slc45a3,0,0.000634921,0,0.000634921,HCs
rnf207a,0,0,0,0,Crista.SCs
FP325124.1,0,0,0,0,Crista.SCs
krt95,0.008695652,0,0,0.008695652,Crista.SCs
rpn1,0.034782609,0.090793651,0.016393443,0.090793651,HCs
sema3fb,0.443478261,0.134603175,0.590163934,0.590163934,Macula.SCs
sptbn1,0.260869565,0.679365079,0.163934426,0.679365079,HCs
mettl1,0.017391304,0.008253968,0.008196721,0.017391304,Crista.SCs
nucks1a,0.052173913,0.123174603,0.106557377,0.123174603,HCs
poc1a,0,0.000634921,0,0.000634921,HCs
lrig1,0.113043478,0.134603175,0.303278689,0.303278689,Macula.SCs
nr0b1,0,0.000634921,0,0.000634921,HCs
rbms2a,0.104347826,0.108571429,0.12295082,0.12295082,Macula.SCs
si:zfos-1837d3.1,0,0,0,0,Crista.SCs
si:ch211-218g23.6,0,0,0.008196721,0.008196721,Macula.SCs
si:ch211-1a19.2,0,0.000634921,0,0.000634921,HCs
sos1,0.008695652,0.027301587,0.008196721,0.027301587,HCs
sid1,0,0.005079365,0,0.005079365,HCs
slc6a14,0.008695652,0.000634921,0,0.008695652,Crista.SCs
adipor1a,0.060869565,0.412063492,0.073770492,0.412063492,HCs
arl8bb,0.034782609,0.068571429,0.008196721,0.068571429,HCs
AL845324.1,0.052173913,0.139047619,0.049180328,0.139047619,HCs
si:ch211-1a19.3,0.008695652,0.001269841,0.008196721,0.008695652,Crista.SCs
gemin6,0,0.001904762,0,0.001904762,HCs
bhlhe40,0.226086957,0.356190476,0.12295082,0.356190476,HCs
si:ch211-156l18.6,0,0,0,0,Crista.SCs
fmoda,0,0.000634921,0,0.000634921,HCs
wdr18,0.060869565,0.084444444,0.073770492,0.084444444,HCs
zgc:113307,0,0,0,0,Crista.SCs
gucy1b2,0,0,0,0,Crista.SCs
plekha3,0.026086957,0.045079365,0.024590164,0.045079365,HCs
zgc:174357,0,0,0,0,Crista.SCs
fer1l4,0,0.001904762,0.016393443,0.016393443,Macula.SCs
rbm12,0.008695652,0.031111111,0,0.031111111,HCs
cpne1,0.095652174,0.085079365,0.06557377,0.095652174,Crista.SCs
faim2b,0,0.001904762,0,0.001904762,HCs
pcdh17,0.52173913,0.533968254,0.37704918,0.533968254,HCs
CR788237.1,0,0,0,0,Crista.SCs
CR788237.2,0,0,0,0,Crista.SCs
CU179643.1,0.913043478,0.473015873,0.450819672,0.913043478,Crista.SCs
cyp27b1,0,0.001269841,0,0.001269841,HCs
CR555295.1,0,0,0,0,Crista.SCs
zgc:91850,0,0,0,0,Crista.SCs
kbtbd8,0.026086957,0.053968254,0.032786885,0.053968254,HCs
AL844563.1,0,0,0,0,Crista.SCs
si:dkey-27d5.14,0,0,0,0,Crista.SCs
rabif,0.008695652,0.025396825,0.016393443,0.025396825,HCs
nlgn1,0.72173913,0.206349206,0.549180328,0.72173913,Crista.SCs
pimr127,0.008695652,0,0,0.008695652,Crista.SCs
pimr126,0,0,0,0,Crista.SCs
rpgrb,0.008695652,0.074285714,0.032786885,0.074285714,HCs
si:ch211-122l14.4,0,0,0,0,Crista.SCs
ccl25b,0.017391304,0.003174603,0,0.017391304,Crista.SCs
si:ch211-122l14.7,0,0,0,0,Crista.SCs
prelp,0,0,0,0,Crista.SCs
si:ch211-122l14.6,0,0,0,0,Crista.SCs
FO834831.1,0,0.001269841,0,0.001269841,HCs
suclg2,0.07826087,0.149206349,0.12295082,0.149206349,HCs
nr1d4b,0.017391304,0.046349206,0.024590164,0.046349206,HCs
pdrg1,0.043478261,0.040634921,0.024590164,0.043478261,Crista.SCs
il19l,0,0.001904762,0,0.001904762,HCs
zgc:174353,0,0.000634921,0,0.000634921,HCs
CT573157.1,0,0.001269841,0,0.001269841,HCs
zgc:174353.1,0,0,0,0,Crista.SCs
BX530032.1,0.017391304,0.001904762,0.008196721,0.017391304,Crista.SCs
cldn19,0.026086957,0.013968254,0.016393443,0.026086957,Crista.SCs
il10,0,0,0,0,Crista.SCs
ctns,0.017391304,0.013968254,0.008196721,0.017391304,Crista.SCs
nkpd1,0,0,0,0,Crista.SCs
ect2,0,0.005079365,0,0.005079365,HCs
p3h1,0.043478261,0.003809524,0.057377049,0.057377049,Macula.SCs
si:dkey-27d5.10,0,0,0,0,Crista.SCs
C11H1orf50,0.017391304,0.041904762,0.008196721,0.041904762,HCs
CU210919.1,0,0.003174603,0.008196721,0.008196721,Macula.SCs
znf831,0,0,0,0,Crista.SCs
grin3bb,0,0.001904762,0,0.001904762,HCs
mapkapk2a,0.165217391,0.236825397,0.344262295,0.344262295,Macula.SCs
BX321912.1,0,0,0,0,Crista.SCs
gnl3,0.008695652,0.022222222,0.008196721,0.022222222,HCs
kdm5ba,0.060869565,0.247619048,0.081967213,0.247619048,HCs
pbrm1,0.034782609,0.095238095,0.049180328,0.095238095,HCs
tmem259,0.017391304,0.08,0.040983607,0.08,HCs
CT956066.1,0,0,0,0,Crista.SCs
CR628365.1,0,0.001904762,0,0.001904762,HCs
cntnap5l,0.008695652,0.008253968,0.180327869,0.180327869,Macula.SCs
CABZ01058277.1,0,0.001904762,0,0.001904762,HCs
sult6b1,0.008695652,0.000634921,0.008196721,0.008695652,Crista.SCs
unm-sa1614,0.043478261,0.013968254,0.016393443,0.043478261,Crista.SCs
dyrk3,0.008695652,0.047619048,0,0.047619048,HCs
ranbp3a,0.026086957,0.048253968,0.016393443,0.048253968,HCs
itpr1b,0.130434783,0.640634921,0.098360656,0.640634921,HCs
vipb,0,0.001269841,0,0.001269841,HCs
dynlt3,0.017391304,0.041269841,0.016393443,0.041269841,HCs
ap5b1,0,0.010793651,0.008196721,0.010793651,HCs
nuf2,0,0.001269841,0,0.001269841,HCs
slc29a1b,0.008695652,0.00952381,0.008196721,0.00952381,HCs
si:dkey-27d5.9,0,0,0,0,Crista.SCs
b3gnt5a,0.017391304,0.157460317,0.024590164,0.157460317,HCs
CT990625.1,0,0.004444444,0.008196721,0.008196721,Macula.SCs
mcf2l2,0.295652174,0.146031746,0.590163934,0.590163934,Macula.SCs
AL840638.1,0,0.019047619,0,0.019047619,HCs
xk,0,0.09968254,0.008196721,0.09968254,HCs
cybb,0.008695652,0.095238095,0.016393443,0.095238095,HCs
st3gal8,0.008695652,0.013333333,0.057377049,0.057377049,Macula.SCs
cdc42,0.034782609,0.137142857,0.06557377,0.137142857,HCs
med16,0.008695652,0.085079365,0.016393443,0.085079365,HCs
nrtn,0,0.003809524,0,0.003809524,HCs
zgc:174355,0,0,0,0,Crista.SCs
RASSF5,0.043478261,0.182222222,0.024590164,0.182222222,HCs
zgc:174354,0,0,0,0,Crista.SCs
LOXL4,0,0.000634921,0,0.000634921,HCs
CU062501.1,0,0.008888889,0.008196721,0.008888889,HCs
mfn1b,0.034782609,0.04,0.008196721,0.04,HCs
larp6b,0,0,0,0,Crista.SCs
si:ch1073-365p7.2,0,0,0,0,Crista.SCs
plppr3b,0,0,0,0,Crista.SCs
ikbke,0.043478261,0.004444444,0.024590164,0.043478261,Crista.SCs
grpr,0,0,0,0,Crista.SCs
lims1,0.043478261,0.041269841,0.073770492,0.073770492,Macula.SCs
znf740a,0.034782609,0.056507937,0.008196721,0.056507937,HCs
zgc:113276,0,0,0,0,Crista.SCs
pir,0.034782609,0.047619048,0.024590164,0.047619048,HCs
dynlrb1,0,0.001269841,0,0.001269841,HCs
map1lc3a,0.026086957,0.10984127,0.049180328,0.10984127,HCs
dynlrb1.1,0.043478261,0.104126984,0.057377049,0.104126984,HCs
vegfd,0,0,0.032786885,0.032786885,Macula.SCs
srgap2,0.295652174,0.074285714,0.31147541,0.31147541,Macula.SCs
ero1b,0.026086957,0.10984127,0.049180328,0.10984127,HCs
FAM72B,0.008695652,0.029206349,0.032786885,0.032786885,Macula.SCs
si:dkey-27d5.6,0,0,0,0,Crista.SCs
ipo9,0.034782609,0.034920635,0.008196721,0.034920635,HCs
slc4a10a,0.026086957,0.29968254,0.057377049,0.29968254,HCs
gadd45ba,0.391304348,0.386031746,0.663934426,0.663934426,Macula.SCs
si:dkey-27d5.5,0,0,0,0,Crista.SCs
gpr137bb,0,0.001269841,0,0.001269841,HCs
efcc1,0.026086957,0.055238095,0.008196721,0.055238095,HCs
palm1a,0,0.003809524,0.008196721,0.008196721,Macula.SCs
si:dkey-27d5.4,0,0,0,0,Crista.SCs
nid1b,0.017391304,0.006984127,0.057377049,0.057377049,Macula.SCs
CU062501.2,0.008695652,0.024126984,0.008196721,0.024126984,HCs
si:dkey-246j7.1,0,0,0,0,Crista.SCs
shisa4,0.008695652,0.052698413,0.016393443,0.052698413,HCs
rab43,0,0.016507937,0.040983607,0.040983607,Macula.SCs
thsd7bb,0.008695652,0.006349206,0.024590164,0.024590164,Macula.SCs
CR812468.1,0.017391304,0.008888889,0.032786885,0.032786885,Macula.SCs
CR381534.1,0,0,0,0,Crista.SCs
si:dkey-27d5.3,0,0,0,0,Crista.SCs
spoplb,0.043478261,0.034920635,0.024590164,0.043478261,Crista.SCs
CU652893.1,0,0,0,0,Crista.SCs
zgc:174354.1,0,0,0,0,Crista.SCs
pde4cb,0.026086957,0.003809524,0.016393443,0.026086957,Crista.SCs
il1fma,0,0.001904762,0,0.001904762,HCs
zgc:77375,0.034782609,0.064761905,0.049180328,0.064761905,HCs
isy1,0,0.010793651,0.016393443,0.016393443,Macula.SCs
glt8d1,0,0.006349206,0.016393443,0.016393443,Macula.SCs
